,APXPrice,APXVolume,N2EXPrice,N2EXVolume,settlementDate,settlementPeriod
2016011025,32.51,698.500,0.00,0.000,2016-01-10,25
2016011026,32.62,697.500,0.00,0.000,2016-01-10,26
2016011027,33.22,536.500,0.00,0.000,2016-01-10,27
2016011028,33.03,587.000,0.00,0.000,2016-01-10,28
2016011029,32.58,657.000,0.00,0.000,2016-01-10,29
2016011030,32.19,683.850,0.00,0.000,2016-01-10,30
2016011031,35.54,1031.950,0.00,0.000,2016-01-10,31
2016011032,35.45,1100.100,0.00,0.000,2016-01-10,32
2016011033,37.78,869.550,0.00,0.000,2016-01-10,33
2016011034,42.34,772.500,0.00,0.000,2016-01-10,34
2016011035,54.22,852.250,0.00,0.000,2016-01-10,35
2016011036,53.99,844.050,0.00,0.000,2016-01-10,36
2016011037,52.17,898.350,0.00,0.000,2016-01-10,37
2016011038,46.55,856.950,0.00,0.000,2016-01-10,38
2016011039,36.56,1141.500,0.00,0.000,2016-01-10,39
2016011040,37.43,1164.950,0.00,0.000,2016-01-10,40
2016011041,37.93,1127.950,0.00,0.000,2016-01-10,41
2016011042,36.33,960.450,0.00,0.000,2016-01-10,42
2016011043,33.33,715.050,0.00,0.000,2016-01-10,43
2016011044,32.57,801.000,0.00,0.000,2016-01-10,44
2016011045,32.12,948.100,0.00,0.000,2016-01-10,45
2016011046,32.01,1092.950,0.00,0.000,2016-01-10,46
2016011047,29.64,499.500,0.00,0.000,2016-01-10,47
2016011048,28.63,352.350,0.00,0.000,2016-01-10,48
2016011101,28.64,478.000,0.00,0.000,2016-01-11,1
2016011102,31.41,346.450,0.00,0.000,2016-01-11,2
2016011103,32.64,316.000,0.00,0.000,2016-01-11,3
2016011104,32.27,372.000,0.00,0.000,2016-01-11,4
2016011105,32.81,262.500,0.00,0.000,2016-01-11,5
2016011106,33.87,301.400,0.00,0.000,2016-01-11,6
2016011107,32.26,591.450,0.00,0.000,2016-01-11,7
2016011108,32.15,580.000,0.00,0.000,2016-01-11,8
2016011109,31.03,577.400,0.00,0.000,2016-01-11,9
2016011110,30.15,628.100,0.00,0.000,2016-01-11,10
2016011111,29.84,623.000,0.00,0.000,2016-01-11,11
2016011112,29.20,436.000,0.00,0.000,2016-01-11,12
2016011113,32.77,741.000,0.00,0.000,2016-01-11,13
2016011114,32.30,881.000,0.00,0.000,2016-01-11,14
2016011115,35.24,621.450,0.00,0.000,2016-01-11,15
2016011116,39.97,370.450,0.00,0.000,2016-01-11,16
2016011117,37.28,266.000,0.00,0.000,2016-01-11,17
2016011118,39.45,705.500,0.00,0.000,2016-01-11,18
2016011119,46.73,703.100,0.00,0.000,2016-01-11,19
2016011120,46.11,744.000,0.00,0.000,2016-01-11,20
2016011121,46.40,610.350,0.00,0.000,2016-01-11,21
2016011122,46.70,561.600,0.00,0.000,2016-01-11,22
2016011123,47.67,577.850,0.00,0.000,2016-01-11,23
2016011124,47.03,603.950,0.00,0.000,2016-01-11,24
2016011125,46.21,811.250,0.00,0.000,2016-01-11,25
2016011126,46.33,755.850,0.00,0.000,2016-01-11,26
2016011127,45.05,700.550,0.00,0.000,2016-01-11,27
2016011128,43.35,634.750,0.00,0.000,2016-01-11,28
2016011129,42.59,789.650,0.00,0.000,2016-01-11,29
2016011130,40.13,972.400,0.00,0.000,2016-01-11,30
2016011131,38.57,1323.500,0.00,0.000,2016-01-11,31
2016011132,38.44,1246.000,0.00,0.000,2016-01-11,32
2016011133,40.84,933.500,0.00,0.000,2016-01-11,33
2016011134,45.91,1109.700,0.00,0.000,2016-01-11,34
2016011135,47.60,1280.050,0.00,0.000,2016-01-11,35
2016011136,44.95,1247.250,0.00,0.000,2016-01-11,36
2016011137,41.58,1312.850,0.00,0.000,2016-01-11,37
2016011138,41.36,1338.250,0.00,0.000,2016-01-11,38
2016011139,38.04,1533.450,0.00,0.000,2016-01-11,39
2016011140,37.58,1210.750,0.00,0.000,2016-01-11,40
2016011141,37.09,1205.700,0.00,0.000,2016-01-11,41
2016011142,36.84,1251.950,0.00,0.000,2016-01-11,42
2016011143,36.18,1443.950,0.00,0.000,2016-01-11,43
2016011144,35.65,1711.250,0.00,0.000,2016-01-11,44
2016011145,33.41,1622.950,0.00,0.000,2016-01-11,45
2016011146,32.72,1984.000,0.00,0.000,2016-01-11,46
2016011147,31.83,750.950,0.00,0.000,2016-01-11,47
2016011148,30.76,506.750,0.00,0.000,2016-01-11,48
2016011201,31.03,398.900,0.00,0.000,2016-01-12,1
2016011202,32.42,659.850,0.00,0.000,2016-01-12,2
2016011203,33.25,561.500,0.00,0.000,2016-01-12,3
2016011204,30.98,458.150,0.00,0.000,2016-01-12,4
2016011205,28.49,442.850,0.00,0.000,2016-01-12,5
2016011206,28.42,509.650,0.00,0.000,2016-01-12,6
2016011207,24.90,553.700,0.00,0.000,2016-01-12,7
2016011208,23.28,322.150,0.00,0.000,2016-01-12,8
2016011209,16.60,413.100,0.00,0.000,2016-01-12,9
2016011210,15.09,547.650,0.00,0.000,2016-01-12,10
2016011211,14.96,554.500,0.00,0.000,2016-01-12,11
2016011212,18.87,624.600,0.00,0.000,2016-01-12,12
2016011213,25.17,555.200,0.00,0.000,2016-01-12,13
2016011214,31.77,883.250,0.00,0.000,2016-01-12,14
2016011215,32.21,959.100,0.00,0.000,2016-01-12,15
2016011216,32.37,784.350,0.00,0.000,2016-01-12,16
2016011217,31.05,451.750,0.00,0.000,2016-01-12,17
2016011218,27.90,617.150,0.00,0.000,2016-01-12,18
2016011219,30.24,879.900,0.00,0.000,2016-01-12,19
2016011220,30.40,920.200,0.00,0.000,2016-01-12,20
2016011221,30.16,1111.750,0.00,0.000,2016-01-12,21
2016011222,30.22,1080.450,0.00,0.000,2016-01-12,22
2016011223,30.57,892.850,0.00,0.000,2016-01-12,23
2016011224,30.42,949.600,0.00,0.000,2016-01-12,24
2016011225,30.79,933.000,0.00,0.000,2016-01-12,25
2016011226,31.11,937.300,0.00,0.000,2016-01-12,26
2016011227,30.87,849.900,0.00,0.000,2016-01-12,27
2016011228,30.98,818.800,0.00,0.000,2016-01-12,28
2016011229,31.75,1003.800,0.00,0.000,2016-01-12,29
2016011230,31.32,1081.600,0.00,0.000,2016-01-12,30
2016011231,40.95,1618.600,0.00,0.000,2016-01-12,31
2016011232,40.43,1636.900,0.00,0.000,2016-01-12,32
2016011233,42.99,1561.750,0.00,0.000,2016-01-12,33
2016011234,48.73,1920.400,0.00,0.000,2016-01-12,34
2016011235,49.09,2084.800,0.00,0.000,2016-01-12,35
2016011236,47.56,2046.150,0.00,0.000,2016-01-12,36
2016011237,45.87,2035.000,0.00,0.000,2016-01-12,37
2016011238,44.85,2211.150,0.00,0.000,2016-01-12,38
2016011239,37.80,1698.550,0.00,0.000,2016-01-12,39
2016011240,37.27,1610.550,0.00,0.000,2016-01-12,40
2016011241,36.88,1408.300,0.00,0.000,2016-01-12,41
2016011242,36.10,1641.850,0.00,0.000,2016-01-12,42
2016011243,33.49,1316.400,0.00,0.000,2016-01-12,43
2016011244,33.19,1638.350,0.00,0.000,2016-01-12,44
2016011245,31.34,1654.000,0.00,0.000,2016-01-12,45
2016011246,30.69,1756.550,0.00,0.000,2016-01-12,46
2016011247,29.37,1058.800,0.00,0.000,2016-01-12,47
2016011248,28.96,792.900,0.00,0.000,2016-01-12,48
2016011301,29.86,554.500,0.00,0.000,2016-01-13,1
2016011302,34.78,555.350,0.00,0.000,2016-01-13,2
2016011303,34.21,795.000,0.00,0.000,2016-01-13,3
2016011304,33.81,780.150,0.00,0.000,2016-01-13,4
2016011305,34.62,812.900,0.00,0.000,2016-01-13,5
2016011306,34.22,929.750,0.00,0.000,2016-01-13,6
2016011307,34.24,602.250,0.00,0.000,2016-01-13,7
2016011308,33.25,538.950,0.00,0.000,2016-01-13,8
2016011309,33.14,519.450,0.00,0.000,2016-01-13,9
2016011310,33.33,627.900,0.00,0.000,2016-01-13,10
2016011311,32.96,530.500,0.00,0.000,2016-01-13,11
2016011312,33.39,487.600,0.00,0.000,2016-01-13,12
2016011313,34.00,929.700,0.00,0.000,2016-01-13,13
2016011314,27.76,1389.200,0.00,0.000,2016-01-13,14
2016011315,34.93,580.200,0.00,0.000,2016-01-13,15
2016011316,40.00,480.400,0.00,0.000,2016-01-13,16
2016011317,35.85,324.950,0.00,0.000,2016-01-13,17
2016011318,29.71,312.850,0.00,0.000,2016-01-13,18
2016011319,33.34,244.550,0.00,0.000,2016-01-13,19
2016011320,33.10,264.050,0.00,0.000,2016-01-13,20
2016011321,33.53,367.050,0.00,0.000,2016-01-13,21
2016011322,34.32,352.500,0.00,0.000,2016-01-13,22
2016011323,35.16,401.750,0.00,0.000,2016-01-13,23
2016011324,35.72,426.150,0.00,0.000,2016-01-13,24
2016011325,38.87,438.200,0.00,0.000,2016-01-13,25
2016011326,39.83,403.750,0.00,0.000,2016-01-13,26
2016011327,35.97,421.850,0.00,0.000,2016-01-13,27
2016011328,36.31,482.550,0.00,0.000,2016-01-13,28
2016011329,35.86,518.150,0.00,0.000,2016-01-13,29
2016011330,35.42,506.650,0.00,0.000,2016-01-13,30
2016011331,40.58,1226.200,0.00,0.000,2016-01-13,31
2016011332,40.46,1146.900,0.00,0.000,2016-01-13,32
2016011333,41.25,1203.150,0.00,0.000,2016-01-13,33
2016011334,51.33,1316.850,0.00,0.000,2016-01-13,34
2016011335,55.31,1303.400,0.00,0.000,2016-01-13,35
2016011336,53.24,1147.600,0.00,0.000,2016-01-13,36
2016011337,50.88,1079.400,0.00,0.000,2016-01-13,37
2016011338,50.37,970.050,0.00,0.000,2016-01-13,38
2016011339,42.80,915.650,0.00,0.000,2016-01-13,39
2016011340,39.80,374.950,0.00,0.000,2016-01-13,40
2016011341,38.97,866.900,0.00,0.000,2016-01-13,41
2016011342,38.53,728.050,0.00,0.000,2016-01-13,42
2016011343,34.63,1037.600,0.00,0.000,2016-01-13,43
2016011344,34.20,1355.350,0.00,0.000,2016-01-13,44
2016011345,32.02,1408.300,0.00,0.000,2016-01-13,45
2016011346,30.98,1548.400,0.00,0.000,2016-01-13,46
2016011347,31.46,896.000,0.00,0.000,2016-01-13,47
2016011348,29.42,533.250,0.00,0.000,2016-01-13,48
2016011401,32.26,424.500,0.00,0.000,2016-01-14,1
2016011402,32.63,387.450,0.00,0.000,2016-01-14,2
2016011403,37.96,390.950,0.00,0.000,2016-01-14,3
2016011404,35.87,460.300,0.00,0.000,2016-01-14,4
2016011405,32.07,481.000,0.00,0.000,2016-01-14,5
2016011406,30.74,565.450,0.00,0.000,2016-01-14,6
2016011407,29.78,725.700,0.00,0.000,2016-01-14,7
2016011408,29.35,631.250,0.00,0.000,2016-01-14,8
2016011409,28.87,521.000,0.00,0.000,2016-01-14,9
2016011410,28.34,578.450,0.00,0.000,2016-01-14,10
2016011411,29.40,573.400,0.00,0.000,2016-01-14,11
2016011412,27.95,958.850,0.00,0.000,2016-01-14,12
2016011413,28.64,1493.650,0.00,0.000,2016-01-14,13
2016011414,31.23,1162.100,0.00,0.000,2016-01-14,14
2016011415,34.81,746.200,0.00,0.000,2016-01-14,15
2016011416,38.16,654.200,0.00,0.000,2016-01-14,16
2016011417,37.16,529.750,0.00,0.000,2016-01-14,17
2016011418,32.17,483.800,0.00,0.000,2016-01-14,18
2016011419,32.52,599.550,0.00,0.000,2016-01-14,19
2016011420,32.53,668.750,0.00,0.000,2016-01-14,20
2016011421,33.08,697.200,0.00,0.000,2016-01-14,21
2016011422,32.68,670.350,0.00,0.000,2016-01-14,22
2016011423,33.15,899.500,0.00,0.000,2016-01-14,23
2016011424,33.62,893.850,0.00,0.000,2016-01-14,24
2016011425,34.01,889.950,0.00,0.000,2016-01-14,25
2016011426,33.90,854.200,0.00,0.000,2016-01-14,26
2016011427,33.57,887.750,0.00,0.000,2016-01-14,27
2016011428,33.29,934.650,0.00,0.000,2016-01-14,28
2016011429,33.23,879.200,0.00,0.000,2016-01-14,29
2016011430,32.74,961.100,0.00,0.000,2016-01-14,30
2016011431,39.68,1860.700,0.00,0.000,2016-01-14,31
2016011432,40.63,1736.250,0.00,0.000,2016-01-14,32
2016011433,41.45,1615.050,0.00,0.000,2016-01-14,33
2016011434,43.87,1862.600,0.00,0.000,2016-01-14,34
2016011435,47.16,1748.000,0.00,0.000,2016-01-14,35
2016011436,45.45,1745.350,0.00,0.000,2016-01-14,36
2016011437,45.26,1769.400,0.00,0.000,2016-01-14,37
2016011438,45.09,1829.950,0.00,0.000,2016-01-14,38
2016011439,39.95,1032.350,0.00,0.000,2016-01-14,39
2016011440,38.17,866.450,0.00,0.000,2016-01-14,40
2016011441,38.02,1107.100,0.00,0.000,2016-01-14,41
2016011442,36.24,779.100,0.00,0.000,2016-01-14,42
2016011443,33.77,1067.850,0.00,0.000,2016-01-14,43
2016011444,33.17,749.050,0.00,0.000,2016-01-14,44
2016011445,31.80,961.000,0.00,0.000,2016-01-14,45
2016011446,28.86,1105.300,0.00,0.000,2016-01-14,46
2016011447,30.20,522.550,0.00,0.000,2016-01-14,47
2016011448,23.20,400.400,0.00,0.000,2016-01-14,48
2016011501,30.78,255.350,0.00,0.000,2016-01-15,1
2016011502,33.19,240.950,0.00,0.000,2016-01-15,2
2016011503,33.54,335.600,0.00,0.000,2016-01-15,3
2016011504,32.46,355.000,0.00,0.000,2016-01-15,4
2016011505,30.58,384.400,0.00,0.000,2016-01-15,5
2016011506,31.32,424.750,0.00,0.000,2016-01-15,6
2016011507,29.39,316.450,0.00,0.000,2016-01-15,7
2016011508,27.43,366.850,0.00,0.000,2016-01-15,8
2016011509,26.49,419.400,0.00,0.000,2016-01-15,9
2016011510,25.73,468.250,0.00,0.000,2016-01-15,10
2016011511,30.89,492.350,0.00,0.000,2016-01-15,11
2016011512,29.97,493.350,0.00,0.000,2016-01-15,12
2016011513,29.85,576.350,0.00,0.000,2016-01-15,13
2016011514,30.14,667.900,0.00,0.000,2016-01-15,14
2016011515,32.07,1223.750,0.00,0.000,2016-01-15,15
2016011516,38.28,650.750,0.00,0.000,2016-01-15,16
2016011517,28.35,523.050,0.00,0.000,2016-01-15,17
2016011518,31.26,509.250,0.00,0.000,2016-01-15,18
2016011519,35.60,585.400,0.00,0.000,2016-01-15,19
2016011520,36.11,488.100,0.00,0.000,2016-01-15,20
2016011521,35.97,466.800,0.00,0.000,2016-01-15,21
2016011522,34.56,627.100,0.00,0.000,2016-01-15,22
2016011523,33.07,450.300,0.00,0.000,2016-01-15,23
2016011524,31.97,555.600,0.00,0.000,2016-01-15,24
2016011525,33.24,591.750,0.00,0.000,2016-01-15,25
2016011526,32.32,685.250,0.00,0.000,2016-01-15,26
2016011527,31.71,700.250,0.00,0.000,2016-01-15,27
2016011528,31.50,780.600,0.00,0.000,2016-01-15,28
2016011529,31.53,774.600,0.00,0.000,2016-01-15,29
2016011530,31.36,919.800,0.00,0.000,2016-01-15,30
2016011531,34.43,1153.000,0.00,0.000,2016-01-15,31
2016011532,34.98,1005.650,0.00,0.000,2016-01-15,32
2016011533,34.84,1262.000,0.00,0.000,2016-01-15,33
2016011534,42.80,1135.550,0.00,0.000,2016-01-15,34
2016011535,48.80,1416.950,0.00,0.000,2016-01-15,35
2016011536,47.74,1449.200,0.00,0.000,2016-01-15,36
2016011537,47.87,1517.200,0.00,0.000,2016-01-15,37
2016011538,47.27,1514.050,0.00,0.000,2016-01-15,38
2016011539,38.25,1144.450,0.00,0.000,2016-01-15,39
2016011540,36.82,696.650,0.00,0.000,2016-01-15,40
2016011541,37.54,882.500,0.00,0.000,2016-01-15,41
2016011542,36.30,811.900,0.00,0.000,2016-01-15,42
2016011543,35.25,762.850,0.00,0.000,2016-01-15,43
2016011544,35.28,801.150,0.00,0.000,2016-01-15,44
2016011545,33.33,1164.000,0.00,0.000,2016-01-15,45
2016011546,31.77,1392.850,0.00,0.000,2016-01-15,46
2016011547,34.35,790.400,0.00,0.000,2016-01-15,47
2016011548,33.94,593.200,0.00,0.000,2016-01-15,48
2016011601,34.78,628.250,0.00,0.000,2016-01-16,1
2016011602,35.83,602.000,0.00,0.000,2016-01-16,2
2016011603,37.25,343.900,0.00,0.000,2016-01-16,3
2016011604,37.53,428.150,0.00,0.000,2016-01-16,4
2016011605,36.79,556.750,0.00,0.000,2016-01-16,5
2016011606,35.49,528.300,0.00,0.000,2016-01-16,6
2016011607,33.64,603.850,0.00,0.000,2016-01-16,7
2016011608,34.36,685.500,0.00,0.000,2016-01-16,8
2016011609,31.75,525.200,0.00,0.000,2016-01-16,9
2016011610,31.07,519.500,0.00,0.000,2016-01-16,10
2016011611,30.78,638.050,0.00,0.000,2016-01-16,11
2016011612,30.91,615.050,0.00,0.000,2016-01-16,12
2016011613,30.50,757.250,0.00,0.000,2016-01-16,13
2016011614,29.55,1384.750,0.00,0.000,2016-01-16,14
2016011615,32.67,1178.500,0.00,0.000,2016-01-16,15
2016011616,33.91,1083.800,0.00,0.000,2016-01-16,16
2016011617,34.00,834.600,0.00,0.000,2016-01-16,17
2016011618,33.87,794.250,0.00,0.000,2016-01-16,18
2016011619,40.18,295.600,0.00,0.000,2016-01-16,19
2016011620,42.22,358.400,0.00,0.000,2016-01-16,20
2016011621,59.90,818.900,0.00,0.000,2016-01-16,21
2016011622,55.46,465.150,0.00,0.000,2016-01-16,22
2016011623,52.27,703.550,0.00,0.000,2016-01-16,23
2016011624,48.49,729.650,0.00,0.000,2016-01-16,24
2016011625,47.49,699.800,0.00,0.000,2016-01-16,25
2016011626,43.91,766.500,0.00,0.000,2016-01-16,26
2016011627,39.13,799.100,0.00,0.000,2016-01-16,27
2016011628,39.11,896.800,0.00,0.000,2016-01-16,28
2016011629,39.40,932.050,0.00,0.000,2016-01-16,29
2016011630,37.58,1040.800,0.00,0.000,2016-01-16,30
2016011631,34.10,1024.200,0.00,0.000,2016-01-16,31
2016011632,33.73,872.200,0.00,0.000,2016-01-16,32
2016011633,36.13,872.550,0.00,0.000,2016-01-16,33
2016011634,45.96,1048.100,0.00,0.000,2016-01-16,34
2016011635,72.07,714.450,0.00,0.000,2016-01-16,35
2016011636,73.85,601.300,0.00,0.000,2016-01-16,36
2016011637,60.63,576.650,0.00,0.000,2016-01-16,37
2016011638,56.79,543.950,0.00,0.000,2016-01-16,38
2016011639,44.37,577.200,0.00,0.000,2016-01-16,39
2016011640,35.51,580.200,0.00,0.000,2016-01-16,40
2016011641,35.59,757.800,0.00,0.000,2016-01-16,41
2016011642,33.35,897.700,0.00,0.000,2016-01-16,42
2016011643,33.48,1087.250,0.00,0.000,2016-01-16,43
2016011644,33.29,989.500,0.00,0.000,2016-01-16,44
2016011645,31.83,1571.650,0.00,0.000,2016-01-16,45
2016011646,31.28,1472.050,0.00,0.000,2016-01-16,46
2016011647,30.56,540.650,0.00,0.000,2016-01-16,47
2016011648,29.38,346.200,0.00,0.000,2016-01-16,48
2016011701,31.58,279.450,0.00,0.000,2016-01-17,1
2016011702,33.13,234.150,0.00,0.000,2016-01-17,2
2016011703,36.68,401.200,0.00,0.000,2016-01-17,3
2016011704,34.78,418.150,0.00,0.000,2016-01-17,4
2016011705,34.53,276.500,0.00,0.000,2016-01-17,5
2016011706,34.08,333.700,0.00,0.000,2016-01-17,6
2016011707,32.52,239.600,0.00,0.000,2016-01-17,7
2016011708,28.36,162.000,0.00,0.000,2016-01-17,8
2016011709,28.39,234.300,0.00,0.000,2016-01-17,9
2016011710,28.60,192.000,0.00,0.000,2016-01-17,10
2016011711,28.94,250.500,0.00,0.000,2016-01-17,11
2016011712,28.63,236.350,0.00,0.000,2016-01-17,12
2016011713,30.24,214.650,0.00,0.000,2016-01-17,13
2016011714,30.88,274.850,0.00,0.000,2016-01-17,14
2016011715,30.16,665.000,0.00,0.000,2016-01-17,15
2016011716,29.05,315.000,0.00,0.000,2016-01-17,16
2016011717,30.30,476.350,0.00,0.000,2016-01-17,17
2016011718,32.38,232.850,0.00,0.000,2016-01-17,18
2016011719,32.40,592.000,0.00,0.000,2016-01-17,19
2016011720,33.18,797.100,0.00,0.000,2016-01-17,20
2016011721,34.21,701.300,0.00,0.000,2016-01-17,21
2016011722,37.40,600.000,0.00,0.000,2016-01-17,22
2016011723,47.80,363.500,0.00,0.000,2016-01-17,23
2016011724,48.44,480.600,0.00,0.000,2016-01-17,24
2016011725,56.10,567.900,0.00,0.000,2016-01-17,25
2016011726,56.63,559.500,0.00,0.000,2016-01-17,26
2016011727,47.71,443.150,0.00,0.000,2016-01-17,27
2016011728,45.87,379.650,0.00,0.000,2016-01-17,28
2016011729,44.19,538.500,0.00,0.000,2016-01-17,29
2016011730,43.40,559.150,0.00,0.000,2016-01-17,30
2016011731,36.75,875.450,0.00,0.000,2016-01-17,31
2016011732,35.57,1038.000,0.00,0.000,2016-01-17,32
2016011733,36.72,738.950,0.00,0.000,2016-01-17,33
2016011734,51.87,638.750,0.00,0.000,2016-01-17,34
2016011735,54.21,602.100,0.00,0.000,2016-01-17,35
2016011736,50.18,615.850,0.00,0.000,2016-01-17,36
2016011737,42.67,607.000,0.00,0.000,2016-01-17,37
2016011738,38.32,648.700,0.00,0.000,2016-01-17,38
2016011739,34.65,1177.750,0.00,0.000,2016-01-17,39
2016011740,34.04,1063.750,0.00,0.000,2016-01-17,40
2016011741,34.25,987.300,0.00,0.000,2016-01-17,41
2016011742,32.49,924.350,0.00,0.000,2016-01-17,42
2016011743,33.36,779.800,0.00,0.000,2016-01-17,43
2016011744,31.78,775.600,0.00,0.000,2016-01-17,44
2016011745,31.89,838.900,0.00,0.000,2016-01-17,45
2016011746,30.82,1106.300,0.00,0.000,2016-01-17,46
2016011747,29.04,317.100,0.00,0.000,2016-01-17,47
2016011748,27.45,164.500,0.00,0.000,2016-01-17,48
2016011801,27.39,275.550,0.00,0.000,2016-01-18,1
2016011802,29.13,229.500,0.00,0.000,2016-01-18,2
2016011803,31.22,382.900,0.00,0.000,2016-01-18,3
2016011804,26.34,366.350,0.00,0.000,2016-01-18,4
2016011805,26.12,436.750,0.00,0.000,2016-01-18,5
2016011806,25.58,538.400,0.00,0.000,2016-01-18,6
2016011807,22.32,663.850,0.00,0.000,2016-01-18,7
2016011808,20.99,624.200,0.00,0.000,2016-01-18,8
2016011809,21.62,592.500,0.00,0.000,2016-01-18,9
2016011810,21.92,719.750,0.00,0.000,2016-01-18,10
2016011811,28.53,452.350,0.00,0.000,2016-01-18,11
2016011812,29.96,625.350,0.00,0.000,2016-01-18,12
2016011813,31.77,709.800,0.00,0.000,2016-01-18,13
2016011814,30.73,786.750,0.00,0.000,2016-01-18,14
2016011815,39.13,718.450,0.00,0.000,2016-01-18,15
2016011816,40.66,393.300,0.00,0.000,2016-01-18,16
2016011817,41.01,413.550,0.00,0.000,2016-01-18,17
2016011818,38.89,374.550,0.00,0.000,2016-01-18,18
2016011819,41.44,250.100,0.00,0.000,2016-01-18,19
2016011820,44.13,477.150,0.00,0.000,2016-01-18,20
2016011821,45.48,521.400,0.00,0.000,2016-01-18,21
2016011822,43.11,574.450,0.00,0.000,2016-01-18,22
2016011823,40.28,804.450,0.00,0.000,2016-01-18,23
2016011824,38.88,890.700,0.00,0.000,2016-01-18,24
2016011825,38.12,948.450,0.00,0.000,2016-01-18,25
2016011826,37.89,946.250,0.00,0.000,2016-01-18,26
2016011827,37.07,1098.250,0.00,0.000,2016-01-18,27
2016011828,36.92,1174.850,0.00,0.000,2016-01-18,28
2016011829,37.18,1237.800,0.00,0.000,2016-01-18,29
2016011830,36.57,1312.600,0.00,0.000,2016-01-18,30
2016011831,42.13,742.400,0.00,0.000,2016-01-18,31
2016011832,43.55,688.250,0.00,0.000,2016-01-18,32
2016011833,43.32,1029.750,0.00,0.000,2016-01-18,33
2016011834,64.03,822.900,0.00,0.000,2016-01-18,34
2016011835,97.93,1299.650,0.00,0.000,2016-01-18,35
2016011836,92.02,1251.450,0.00,0.000,2016-01-18,36
2016011837,75.14,1086.900,0.00,0.000,2016-01-18,37
2016011838,65.21,1477.900,0.00,0.000,2016-01-18,38
2016011839,58.88,1321.400,0.00,0.000,2016-01-18,39
2016011840,55.97,1646.900,0.00,0.000,2016-01-18,40
2016011841,38.31,1186.400,0.00,0.000,2016-01-18,41
2016011842,36.85,1020.450,0.00,0.000,2016-01-18,42
2016011843,35.62,1531.200,0.00,0.000,2016-01-18,43
2016011844,33.46,1287.800,0.00,0.000,2016-01-18,44
2016011845,31.18,1506.900,0.00,0.000,2016-01-18,45
2016011846,29.84,1984.300,0.00,0.000,2016-01-18,46
2016011847,26.83,496.950,0.00,0.000,2016-01-18,47
2016011848,29.64,410.400,0.00,0.000,2016-01-18,48
2016011901,28.62,267.250,0.00,0.000,2016-01-19,1
2016011902,32.49,304.800,0.00,0.000,2016-01-19,2
2016011903,29.86,434.850,0.00,0.000,2016-01-19,3
2016011904,29.19,339.450,0.00,0.000,2016-01-19,4
2016011905,28.71,365.150,0.00,0.000,2016-01-19,5
2016011906,29.59,365.250,0.00,0.000,2016-01-19,6
2016011907,27.22,575.650,0.00,0.000,2016-01-19,7
2016011908,26.34,594.600,0.00,0.000,2016-01-19,8
2016011909,28.97,320.000,0.00,0.000,2016-01-19,9
2016011910,27.97,384.700,0.00,0.000,2016-01-19,10
2016011911,33.18,258.800,0.00,0.000,2016-01-19,11
2016011912,31.11,340.750,0.00,0.000,2016-01-19,12
2016011913,35.45,499.100,0.00,0.000,2016-01-19,13
2016011914,32.50,590.200,0.00,0.000,2016-01-19,14
2016011915,45.34,495.500,0.00,0.000,2016-01-19,15
2016011916,57.26,394.650,0.00,0.000,2016-01-19,16
2016011917,49.68,238.650,0.00,0.000,2016-01-19,17
2016011918,49.45,198.650,0.00,0.000,2016-01-19,18
2016011919,47.05,326.900,0.00,0.000,2016-01-19,19
2016011920,47.21,479.500,0.00,0.000,2016-01-19,20
2016011921,48.31,379.000,0.00,0.000,2016-01-19,21
2016011922,46.42,283.800,0.00,0.000,2016-01-19,22
2016011923,46.53,198.550,0.00,0.000,2016-01-19,23
2016011924,45.51,233.050,0.00,0.000,2016-01-19,24
2016011925,40.78,380.600,0.00,0.000,2016-01-19,25
2016011926,39.46,378.100,0.00,0.000,2016-01-19,26
2016011927,38.94,470.700,0.00,0.000,2016-01-19,27
2016011928,38.26,631.200,0.00,0.000,2016-01-19,28
2016011929,37.73,493.650,0.00,0.000,2016-01-19,29
2016011930,38.22,406.500,0.00,0.000,2016-01-19,30
2016011931,39.00,249.650,0.00,0.000,2016-01-19,31
2016011932,51.31,248.500,0.00,0.000,2016-01-19,32
2016011933,37.00,922.900,0.00,0.000,2016-01-19,33
2016011934,59.05,549.100,0.00,0.000,2016-01-19,34
