,buyPriceAdjustment,indicativeNetImbalanceVolume,reserveScarcityPrice,sellPriceAdjustment,settlementDate,settlementPeriod,systemBuyPrice,systemSellPrice
2017121402,0.00,534.3743,NULL,0.00,2017-12-14,2,68.55000,68.55000
2017121403,0.00,714.1529,NULL,0.00,2017-12-14,3,68.63724,68.63724
2017121404,0.00,227.4779,NULL,0.00,2017-12-14,4,65.00000,65.00000
2017121405,0.00,52.1416,NULL,0.00,2017-12-14,5,60.00000,60.00000
2017121406,0.00,139.4765,NULL,0.00,2017-12-14,6,61.44765,61.44765
2017121407,0.00,-36.1831,NULL,0.00,2017-12-14,7,45.10000,45.10000
2017121408,0.00,-13.5502,NULL,0.00,2017-12-14,8,45.10000,45.10000
2017121409,0.00,-28.2698,NULL,0.00,2017-12-14,9,45.10000,45.10000
2017121410,0.00,38.1979,NULL,0.00,2017-12-14,10,60.00000,60.00000
2017121411,0.00,120.6069,NULL,0.00,2017-12-14,11,60.00000,60.00000
2017121412,0.00,-272.8099,NULL,0.00,2017-12-14,12,44.24760,44.24760
2017121413,0.00,-76.3225,0.00000,0.00,2017-12-14,13,46.23478,46.23478
2017121414,0.00,-434.8709,0.00000,0.00,2017-12-14,14,45.00000,45.00000
2017121415,0.00,-11.6451,0.00000,0.00,2017-12-14,15,47.85000,47.85000
2017121416,0.00,290.3249,0.00000,0.00,2017-12-14,16,92.00000,92.00000
2017121417,0.00,237.0904,0.00000,0.00,2017-12-14,17,52.00000,52.00000
2017121418,0.00,38.5780,0.00000,0.00,2017-12-14,18,73.03000,73.03000
2017121419,0.00,49.9556,0.00000,0.00,2017-12-14,19,61.33000,61.33000
2017121420,0.00,-143.1787,0.00000,0.00,2017-12-14,20,45.64433,45.64433
2017121421,0.00,-374.7612,0.00000,0.00,2017-12-14,21,44.34704,44.34704
2017121422,0.00,-695.3975,0.00000,0.00,2017-12-14,22,44.27821,44.27821
2017121423,0.00,-579.6249,0.00000,0.00,2017-12-14,23,44.34188,44.34188
2017121424,0.00,-590.5310,0.00000,0.00,2017-12-14,24,44.35441,44.35441
2017121425,0.00,-593.2843,0.00000,0.00,2017-12-14,25,44.34282,44.34282
2017121426,0.00,-512.8462,0.00000,0.00,2017-12-14,26,44.40000,44.40000
2017121427,0.00,-620.0418,NULL,0.00,2017-12-14,27,44.35000,44.35000
2017121428,0.00,-759.8082,NULL,0.00,2017-12-14,28,44.34000,44.34000
2017121429,0.00,-722.8423,NULL,0.00,2017-12-14,29,44.35000,44.35000
2017121430,0.00,-475.4288,NULL,0.00,2017-12-14,30,44.40000,44.40000
2017121431,0.00,-1116.5137,NULL,0.00,2017-12-14,31,44.16000,44.16000
2017121432,0.00,-645.4186,NULL,0.00,2017-12-14,32,44.34000,44.34000
2017121433,0.00,-363.8317,0.00000,0.00,2017-12-14,33,44.35947,44.35947
2017121434,0.00,-39.6074,0.00000,0.00,2017-12-14,34,46.42520,46.42520
2017121435,0.00,-28.6710,0.00000,0.00,2017-12-14,35,47.00018,47.00018
2017121436,0.00,-14.3295,0.00000,0.00,2017-12-14,36,44.55000,44.55000
2017121437,0.00,-39.3728,0.00000,0.00,2017-12-14,37,47.85000,47.85000
2017121438,0.00,-112.4474,0.00000,0.00,2017-12-14,38,44.45351,44.45351
2017121439,0.00,-117.5869,0.00000,0.00,2017-12-14,39,44.95422,44.95422
2017121440,0.00,-382.4169,0.00000,0.00,2017-12-14,40,44.38869,44.38869
2017121441,0.00,-315.3667,0.00000,0.00,2017-12-14,41,44.49958,44.49958
2017121442,0.00,-261.1471,NULL,0.00,2017-12-14,42,44.45815,44.45815
2017121443,0.00,-427.3859,NULL,0.00,2017-12-14,43,40.44130,40.44130
2017121444,0.00,-311.5342,NULL,0.00,2017-12-14,44,44.30728,44.30728
2017121445,0.00,-343.4731,NULL,0.00,2017-12-14,45,44.00000,44.00000
2017121446,0.00,-194.8362,NULL,0.00,2017-12-14,46,44.00028,44.00028
2017121447,0.00,-231.6316,NULL,0.00,2017-12-14,47,44.44904,44.44904
2017121448,0.00,-348.6839,NULL,0.00,2017-12-14,48,43.50000,43.50000
2017121501,0.00,-131.0822,NULL,0.00,2017-12-15,1,44.51000,44.51000
2017121502,0.00,-33.0445,NULL,0.00,2017-12-15,2,45.00000,45.00000
2017121503,0.00,302.9854,NULL,0.00,2017-12-15,3,65.00000,65.00000
2017121504,0.00,-53.4513,NULL,0.00,2017-12-15,4,44.05608,44.05608
2017121505,0.00,0.5033,NULL,0.00,2017-12-15,5,65.00000,65.00000
2017121506,0.00,79.1335,NULL,0.00,2017-12-15,6,62.00000,62.00000
2017121507,0.00,-330.0106,NULL,0.00,2017-12-15,7,40.38000,40.38000
2017121508,0.00,-547.4156,NULL,0.00,2017-12-15,8,37.00000,37.00000
2017121509,0.00,-634.8773,NULL,0.00,2017-12-15,9,36.60000,36.60000
2017121510,0.00,-971.1620,NULL,0.00,2017-12-15,10,29.32312,29.32312
2017121511,0.00,-898.9880,NULL,0.00,2017-12-15,11,36.31349,36.31349
2017121512,0.00,-771.1512,NULL,0.00,2017-12-15,12,41.97433,41.97433
2017121513,0.00,-41.4259,0.00000,0.00,2017-12-15,13,44.29960,44.29960
2017121514,0.00,-699.6638,0.00000,0.00,2017-12-15,14,40.95595,40.95595
2017121515,0.00,-367.0208,0.00000,0.00,2017-12-15,15,44.21642,44.21642
2017121516,0.00,-98.7590,0.00000,0.00,2017-12-15,16,44.50000,44.50000
2017121517,0.00,-203.7666,0.00000,0.00,2017-12-15,17,44.33537,44.33537
2017121518,0.00,-177.6810,0.00000,0.00,2017-12-15,18,43.42672,43.42672
2017121519,0.00,48.1422,0.00000,0.00,2017-12-15,19,42.84797,42.84797
2017121520,0.00,131.4665,0.00000,0.00,2017-12-15,20,45.87811,45.87811
2017121521,0.00,64.2800,0.00000,0.00,2017-12-15,21,60.94648,60.94648
2017121522,0.00,-179.5191,0.00000,0.00,2017-12-15,22,44.55000,44.55000
2017121523,0.00,-59.3295,0.00000,0.00,2017-12-15,23,47.25000,47.25000
2017121524,0.00,-247.7766,0.00000,0.00,2017-12-15,24,44.56000,44.56000
2017121525,0.00,-83.4882,0.00000,0.00,2017-12-15,25,45.50000,45.50000
2017121526,0.00,-222.8602,0.00000,0.00,2017-12-15,26,44.60000,44.60000
2017121527,0.00,-709.3267,NULL,0.00,2017-12-15,27,44.55000,44.55000
2017121528,0.00,-714.2651,NULL,0.00,2017-12-15,28,44.60000,44.60000
2017121529,0.00,-410.6481,NULL,0.00,2017-12-15,29,44.61933,44.61933
2017121530,0.00,-42.0447,NULL,0.00,2017-12-15,30,45.50000,45.50000
2017121531,0.00,-368.0708,NULL,0.00,2017-12-15,31,44.61149,44.61149
2017121532,2.07,-96.9866,NULL,0.00,2017-12-15,32,45.09745,45.09745
2017121533,2.07,-103.5456,0.00000,0.00,2017-12-15,33,45.39363,45.39363
2017121534,2.07,547.2439,0.00000,0.00,2017-12-15,34,94.57000,94.57000
2017121535,2.07,14.4416,0.00000,0.00,2017-12-15,35,84.83894,84.83894
2017121536,2.07,-96.5069,0.00000,0.00,2017-12-15,36,47.00925,47.00925
2017121537,2.07,142.9719,0.00000,0.00,2017-12-15,37,88.57000,88.57000
2017121538,2.07,151.6032,0.00000,0.00,2017-12-15,38,88.33688,88.33688
2017121539,0.00,20.4453,0.00000,0.00,2017-12-15,39,80.00000,80.00000
2017121540,0.00,457.6257,0.00000,0.00,2017-12-15,40,80.00000,80.00000
2017121541,0.00,436.7927,0.00000,0.00,2017-12-15,41,80.00000,80.00000
2017121542,0.00,-54.4165,NULL,0.00,2017-12-15,42,46.10167,46.10167
2017121543,0.00,36.8724,NULL,0.00,2017-12-15,43,66.00000,66.00000
2017121544,0.00,-69.4815,NULL,0.00,2017-12-15,44,45.76715,45.76715
2017121545,0.00,119.3333,NULL,0.00,2017-12-15,45,66.00000,66.00000
2017121546,0.00,206.2804,NULL,0.00,2017-12-15,46,70.40000,70.40000
2017121547,0.00,88.1861,NULL,0.00,2017-12-15,47,63.52604,63.52604
2017121548,0.00,45.9020,NULL,0.00,2017-12-15,48,63.43144,63.43144
2017121601,0.00,216.2499,NULL,0.00,2017-12-16,1,65.00000,65.00000
2017121602,0.00,657.5977,NULL,0.00,2017-12-16,2,65.50205,65.50205
2017121603,0.00,553.1641,NULL,0.00,2017-12-16,3,65.00000,65.00000
2017121604,0.00,419.8531,NULL,0.00,2017-12-16,4,64.56800,64.56800
2017121605,0.00,359.4747,NULL,0.00,2017-12-16,5,64.00000,64.00000
2017121606,0.00,444.4583,NULL,0.00,2017-12-16,6,65.40995,65.40995
2017121607,0.00,548.3334,NULL,0.00,2017-12-16,7,64.00000,64.00000
2017121608,0.00,622.5280,NULL,0.00,2017-12-16,8,64.00000,64.00000
2017121609,0.00,489.3850,NULL,0.00,2017-12-16,9,64.00000,64.00000
2017121610,0.00,441.0139,NULL,0.00,2017-12-16,10,64.83342,64.83342
2017121611,0.00,584.9834,NULL,0.00,2017-12-16,11,67.00000,67.00000
2017121612,0.00,502.7479,NULL,0.00,2017-12-16,12,67.00000,67.00000
2017121613,0.00,44.9700,NULL,0.00,2017-12-16,13,60.00000,60.00000
2017121614,0.00,-123.0718,NULL,0.00,2017-12-16,14,44.67483,44.67483
2017121615,0.00,-393.6559,NULL,0.00,2017-12-16,15,41.21893,41.21893
2017121616,0.00,-618.2376,NULL,0.00,2017-12-16,16,43.29215,43.29215
2017121617,0.00,-620.9728,NULL,0.00,2017-12-16,17,44.58103,44.58103
2017121618,0.00,-499.1435,NULL,0.00,2017-12-16,18,44.79982,44.79982
2017121619,0.00,-292.9556,NULL,0.00,2017-12-16,19,45.25000,45.25000
2017121620,0.00,34.9270,NULL,0.00,2017-12-16,20,68.50000,68.50000
2017121621,0.00,193.6881,NULL,0.00,2017-12-16,21,71.51388,71.51388
2017121622,0.00,122.5125,0.00000,0.00,2017-12-16,22,68.50000,68.50000
2017121623,0.00,312.1961,0.00000,0.00,2017-12-16,23,82.00000,82.00000
2017121624,0.00,213.4918,0.00000,0.00,2017-12-16,24,82.00000,82.00000
2017121625,0.00,144.0503,0.00000,0.00,2017-12-16,25,69.69000,69.69000
2017121626,0.00,118.3964,0.00000,0.00,2017-12-16,26,69.07188,69.07188
2017121627,0.00,134.0009,0.00000,0.00,2017-12-16,27,69.69000,69.69000
2017121628,0.00,183.4591,NULL,0.00,2017-12-16,28,69.69000,69.69000
2017121629,0.00,158.4000,NULL,0.00,2017-12-16,29,69.69000,69.69000
2017121630,0.00,436.3809,NULL,0.00,2017-12-16,30,79.54258,79.54258
2017121631,0.00,577.7916,NULL,0.00,2017-12-16,31,77.71250,77.71250
2017121632,2.30,504.6584,NULL,0.00,2017-12-16,32,97.30000,97.30000
2017121633,2.30,405.2361,0.00000,0.00,2017-12-16,33,105.90250,105.90250
2017121634,2.30,391.3397,0.00000,0.00,2017-12-16,34,97.30000,97.30000
2017121635,2.30,532.8591,0.00000,0.00,2017-12-16,35,97.30000,97.30000
2017121636,2.30,421.3084,0.00000,0.00,2017-12-16,36,97.30000,97.30000
2017121637,2.30,96.4896,0.00000,0.00,2017-12-16,37,94.30000,94.30000
2017121638,2.30,-220.3712,0.00000,0.00,2017-12-16,38,46.14209,46.14209
2017121639,0.00,-225.1054,0.00000,0.00,2017-12-16,39,46.06551,46.06551
2017121640,0.00,66.6549,NULL,0.00,2017-12-16,40,88.86169,88.86169
2017121641,0.00,149.7566,NULL,0.00,2017-12-16,41,72.00000,72.00000
2017121642,0.00,240.6254,NULL,0.00,2017-12-16,42,70.90263,70.90263
2017121643,0.00,239.0258,NULL,0.00,2017-12-16,43,69.45000,69.45000
2017121644,0.00,167.1862,NULL,0.00,2017-12-16,44,68.34162,68.34162
2017121645,0.00,97.5833,NULL,0.00,2017-12-16,45,61.95000,61.95000
2017121646,0.00,-80.9127,NULL,0.00,2017-12-16,46,46.16000,46.16000
2017121647,0.00,428.7828,NULL,0.00,2017-12-16,47,74.88474,74.88474
2017121648,0.00,387.8564,NULL,0.00,2017-12-16,48,74.00000,74.00000
2017121701,0.00,242.2478,NULL,0.00,2017-12-17,1,65.00000,65.00000
2017121702,0.00,403.4474,NULL,0.00,2017-12-17,2,80.00000,80.00000
2017121703,0.00,462.5475,NULL,0.00,2017-12-17,3,80.00000,80.00000
2017121704,0.00,214.7836,NULL,0.00,2017-12-17,4,80.00000,80.00000
2017121705,0.00,-43.9055,NULL,0.00,2017-12-17,5,46.34059,46.34059
2017121706,0.00,22.9742,NULL,0.00,2017-12-17,6,52.09000,52.09000
2017121707,0.00,305.3595,NULL,0.00,2017-12-17,7,79.05143,79.05143
2017121708,0.00,547.1344,NULL,0.00,2017-12-17,8,80.00000,80.00000
2017121709,0.00,724.9158,NULL,0.00,2017-12-17,9,80.00000,80.00000
2017121710,0.00,271.9974,NULL,0.00,2017-12-17,10,79.56147,79.56147
2017121711,0.00,96.4559,NULL,0.00,2017-12-17,11,59.00000,59.00000
2017121712,0.00,-55.5536,NULL,0.00,2017-12-17,12,46.05059,46.05059
2017121713,0.00,234.9987,NULL,0.00,2017-12-17,13,62.95096,62.95096
2017121714,0.00,224.0069,NULL,0.00,2017-12-17,14,59.00000,59.00000
2017121715,0.00,4.0323,NULL,0.00,2017-12-17,15,59.00000,59.00000
2017121716,0.00,-313.9193,NULL,0.00,2017-12-17,16,45.00000,45.00000
2017121717,0.00,-241.6597,NULL,0.00,2017-12-17,17,40.70000,40.70000
2017121718,0.00,44.1808,NULL,0.00,2017-12-17,18,58.99000,58.99000
2017121719,0.00,-25.0365,NULL,0.00,2017-12-17,19,45.34599,45.34599
2017121720,0.00,248.9396,NULL,0.00,2017-12-17,20,66.00000,66.00000
2017121721,0.00,489.3468,NULL,0.00,2017-12-17,21,67.00000,67.00000
2017121722,0.00,557.7019,0.00000,0.00,2017-12-17,22,67.95000,67.95000
2017121723,0.00,657.6164,0.00000,0.00,2017-12-17,23,67.00000,67.00000
2017121724,0.00,593.2165,0.00000,0.00,2017-12-17,24,67.95000,67.95000
2017121725,0.00,685.8393,0.00000,0.00,2017-12-17,25,67.00000,67.00000
2017121726,0.00,228.5375,0.00000,0.00,2017-12-17,26,65.02429,65.02429
2017121727,0.00,-172.0016,0.00000,0.00,2017-12-17,27,45.06452,45.06452
2017121728,0.00,-577.7092,NULL,0.00,2017-12-17,28,44.50567,44.50567
2017121729,0.00,-825.2693,NULL,0.00,2017-12-17,29,44.50000,44.50000
2017121730,0.00,-647.2169,NULL,0.00,2017-12-17,30,44.50000,44.50000
2017121731,0.00,-226.6990,NULL,0.00,2017-12-17,31,44.78632,44.78632
2017121732,0.00,133.3042,NULL,0.00,2017-12-17,32,66.97192,66.97192
2017121733,0.00,29.1433,0.00000,0.00,2017-12-17,33,66.96912,66.96912
2017121734,0.00,146.1042,0.00000,0.00,2017-12-17,34,78.00000,78.00000
2017121735,0.00,413.6521,0.00000,0.00,2017-12-17,35,88.74854,88.74854
2017121736,0.00,440.5917,0.00000,0.00,2017-12-17,36,89.95000,89.95000
2017121737,0.00,308.4399,0.00000,0.00,2017-12-17,37,88.95000,88.95000
2017121738,0.00,11.4586,0.00000,0.00,2017-12-17,38,78.00000,78.00000
2017121739,0.00,-56.4169,0.00000,0.00,2017-12-17,39,46.09112,46.09112
2017121740,0.00,-102.0467,NULL,0.00,2017-12-17,40,46.00000,46.00000
2017121741,0.00,-155.7504,NULL,0.00,2017-12-17,41,46.00234,46.00234
2017121742,0.00,-150.7151,NULL,0.00,2017-12-17,42,42.67744,42.67744
2017121743,0.00,191.5451,NULL,0.00,2017-12-17,43,63.93000,63.93000
2017121744,0.00,401.0166,NULL,0.00,2017-12-17,44,63.69322,63.69322
2017121745,0.00,252.8965,NULL,0.00,2017-12-17,45,64.95000,64.95000
2017121746,0.00,-42.2924,NULL,0.00,2017-12-17,46,45.87527,45.87527
2017121747,0.00,-502.9151,NULL,0.00,2017-12-17,47,20.93025,20.93025
2017121748,0.00,-326.7835,NULL,0.00,2017-12-17,48,41.85000,41.85000
2017121801,0.00,-176.8526,NULL,0.00,2017-12-18,1,44.09614,44.09614
2017121802,0.00,124.9129,NULL,0.00,2017-12-18,2,67.74394,67.74394
2017121803,0.00,131.3500,NULL,0.00,2017-12-18,3,65.25146,65.25146
2017121804,0.00,-31.8652,NULL,0.00,2017-12-18,4,45.90000,45.90000
2017121805,0.00,-23.4084,NULL,0.00,2017-12-18,5,45.90000,45.90000
2017121806,0.00,168.6035,NULL,0.00,2017-12-18,6,64.00000,64.00000
2017121807,0.00,-32.0417,NULL,0.00,2017-12-18,7,43.24350,43.24350
2017121808,0.00,-70.2666,NULL,0.00,2017-12-18,8,43.22200,43.22200
2017121809,0.00,40.1865,NULL,0.00,2017-12-18,9,62.65029,62.65029
2017121810,0.00,-40.5659,NULL,0.00,2017-12-18,10,43.77274,43.77274
2017121811,0.00,-209.7480,NULL,0.00,2017-12-18,11,42.47783,42.47783
2017121812,0.00,-102.5750,NULL,0.00,2017-12-18,12,45.90000,45.90000
2017121813,0.00,561.0933,0.00000,0.00,2017-12-18,13,110.00000,110.00000
2017121814,0.00,672.0263,0.00000,0.00,2017-12-18,14,99.00000,99.00000
2017121815,0.00,872.4026,0.00000,0.00,2017-12-18,15,133.75038,133.75038
2017121816,0.00,1094.0747,0.00000,0.00,2017-12-18,16,130.00000,130.00000
2017121817,0.00,787.8113,0.00000,0.00,2017-12-18,17,117.55580,117.55580
2017121818,0.00,850.9411,0.00000,0.00,2017-12-18,18,108.87812,108.87812
2017121819,0.00,685.6120,0.00000,0.00,2017-12-18,19,94.84069,94.84069
2017121820,0.00,541.5368,0.00000,0.00,2017-12-18,20,91.61333,91.61333
2017121821,0.00,441.4003,0.00000,0.00,2017-12-18,21,85.86404,85.86404
2017121822,0.00,274.9917,0.00000,0.00,2017-12-18,22,85.50000,85.50000
2017121823,0.00,131.5361,0.00000,0.00,2017-12-18,23,80.28433,80.28433
2017121824,0.00,-381.0479,0.00000,0.00,2017-12-18,24,46.00302,46.00302
2017121825,0.00,-468.3414,0.00000,0.00,2017-12-18,25,46.03459,46.03459
2017121826,0.00,-445.9116,0.00000,0.00,2017-12-18,26,46.10000,46.10000
2017121827,0.00,-348.9481,NULL,0.00,2017-12-18,27,46.10000,46.10000
2017121828,0.00,-368.9573,NULL,0.00,2017-12-18,28,46.10000,46.10000
2017121829,0.00,-225.1294,NULL,0.00,2017-12-18,29,46.10000,46.10000
2017121830,0.00,-139.4997,NULL,0.00,2017-12-18,30,46.10000,46.10000
2017121831,0.00,-2.2123,NULL,0.00,2017-12-18,31,46.55000,46.55000
2017121832,0.00,312.2859,NULL,0.00,2017-12-18,32,81.43311,81.43311
2017121833,0.00,130.9288,0.00000,0.00,2017-12-18,33,78.90000,78.90000
2017121834,0.00,346.9267,0.00000,0.00,2017-12-18,34,83.32958,83.32958
2017121835,0.00,52.2067,0.00000,0.00,2017-12-18,35,93.99000,93.99000
2017121836,0.00,-15.1364,0.00000,0.00,2017-12-18,36,46.55000,46.55000
2017121837,0.00,172.4655,0.00000,0.00,2017-12-18,37,91.03855,91.03855
2017121838,0.00,42.3291,0.00000,0.00,2017-12-18,38,90.99000,90.99000
2017121839,0.00,187.9755,0.00000,0.00,2017-12-18,39,90.99000,90.99000
2017121840,0.00,-205.4251,0.00000,0.00,2017-12-18,40,45.92918,45.92918
2017121841,0.00,63.5559,0.00000,0.00,2017-12-18,41,90.99000,90.99000
2017121842,0.00,-165.9762,NULL,0.00,2017-12-18,42,46.21485,46.21485
2017121843,0.00,32.0962,NULL,0.00,2017-12-18,43,69.97000,69.97000
2017121844,0.00,-67.5781,NULL,0.00,2017-12-18,44,46.54309,46.54309
2017121845,0.00,-466.7097,NULL,0.00,2017-12-18,45,45.80255,45.80255
2017121846,0.00,-401.9019,NULL,0.00,2017-12-18,46,44.45481,44.45481
2017121847,0.00,-120.9958,NULL,0.00,2017-12-18,47,44.78928,44.78928
2017121848,0.00,7.3499,NULL,0.00,2017-12-18,48,65.00000,65.00000
2017121901,0.00,91.2249,NULL,0.00,2017-12-19,1,68.95040,68.95040
2017121902,0.00,299.5798,NULL,0.00,2017-12-19,2,73.99017,73.99017
2017121903,0.00,439.5536,NULL,0.00,2017-12-19,3,85.62322,85.62322
2017121904,0.00,212.4323,NULL,0.00,2017-12-19,4,65.92241,65.92241
2017121905,0.00,63.0533,NULL,0.00,2017-12-19,5,65.05378,65.05378
2017121906,0.00,170.4750,NULL,0.00,2017-12-19,6,65.29408,65.29408
2017121907,0.00,41.3655,NULL,0.00,2017-12-19,7,64.75000,64.75000
2017121908,0.00,114.9537,NULL,0.00,2017-12-19,8,64.75000,64.75000
2017121909,0.00,120.0962,NULL,0.00,2017-12-19,9,64.70063,64.70063
2017121910,0.00,77.2993,NULL,0.00,2017-12-19,10,64.72057,64.72057
2017121911,0.00,286.7704,NULL,0.00,2017-12-19,11,65.94835,65.94835
2017121912,0.00,270.4611,NULL,0.00,2017-12-19,12,66.00000,66.00000
2017121913,0.00,-136.1873,0.00000,0.00,2017-12-19,13,44.80148,44.80148
2017121914,0.00,-490.7127,0.00000,0.00,2017-12-19,14,44.54622,44.54622
2017121915,0.00,-320.8178,0.00000,0.00,2017-12-19,15,45.80000,45.80000
2017121916,0.00,209.1481,0.00000,0.00,2017-12-19,16,76.96799,76.96799
2017121917,0.00,252.3628,0.00000,0.00,2017-12-19,17,51.99000,51.99000
2017121918,0.00,416.0068,0.00000,0.00,2017-12-19,18,54.25000,54.25000
2017121919,0.00,399.2517,0.00000,0.00,2017-12-19,19,59.31000,59.31000
2017121920,0.00,128.7275,0.00000,0.00,2017-12-19,20,58.78000,58.78000
2017121921,0.00,-158.7918,0.00000,0.00,2017-12-19,21,46.10000,46.10000
2017121922,0.00,-526.6874,0.00000,0.00,2017-12-19,22,46.10000,46.10000
2017121923,0.00,-61.1436,0.00000,0.00,2017-12-19,23,46.10000,46.10000
2017121924,0.00,-64.8123,0.00000,0.00,2017-12-19,24,46.10000,46.10000
2017121925,0.00,-56.6697,0.00000,0.00,2017-12-19,25,46.10000,46.10000
2017121926,0.00,187.0110,0.00000,0.00,2017-12-19,26,76.48420,76.48420
2017121927,0.00,553.8922,NULL,0.00,2017-12-19,27,77.00000,77.00000
2017121928,0.00,358.6522,NULL,0.00,2017-12-19,28,67.00000,67.00000
2017121929,0.00,75.9050,NULL,0.00,2017-12-19,29,67.00000,67.00000
2017121930,0.00,-40.5893,NULL,0.00,2017-12-19,30,47.04000,47.04000
2017121931,0.00,-190.4863,NULL,0.00,2017-12-19,31,45.85000,45.85000
2017121932,0.00,65.9994,NULL,0.00,2017-12-19,32,67.00000,67.00000
2017121933,0.00,-222.0010,0.00000,0.00,2017-12-19,33,45.85000,45.85000
2017121934,0.00,365.7430,0.00000,0.00,2017-12-19,34,79.37968,79.37968
2017121935,0.00,52.2620,0.00000,0.00,2017-12-19,35,64.52842,64.52842
2017121936,0.00,-70.0921,0.00000,0.00,2017-12-19,36,45.83942,45.83942
2017121937,0.00,79.2824,0.00000,0.00,2017-12-19,37,90.77260,90.77260
2017121938,0.00,-182.6752,0.00000,0.00,2017-12-19,38,41.56000,41.56000
2017121939,0.00,129.7770,0.00000,0.00,2017-12-19,39,63.36000,63.36000
2017121940,0.00,118.4840,0.00000,0.00,2017-12-19,40,63.29093,63.29093
2017121941,0.00,-273.0268,0.00000,0.00,2017-12-19,41,45.41295,45.41295
2017121942,0.00,-489.1484,NULL,0.00,2017-12-19,42,43.90841,43.90841
2017121943,0.00,-139.3769,NULL,0.00,2017-12-19,43,45.84083,45.84083
2017121944,0.00,-482.4674,NULL,0.00,2017-12-19,44,44.82837,44.82837
2017121945,0.00,-679.6001,NULL,0.00,2017-12-19,45,43.43077,43.43077
2017121946,0.00,-392.6554,NULL,0.00,2017-12-19,46,28.50000,28.50000
2017121947,0.00,-528.4724,NULL,0.00,2017-12-19,47,28.50000,28.50000
2017121948,0.00,-714.2349,NULL,0.00,2017-12-19,48,39.85000,39.85000
2017122001,0.00,-603.4216,NULL,0.00,2017-12-20,1,40.50000,40.50000
2017122002,0.00,-68.8167,NULL,0.00,2017-12-20,2,37.19000,37.19000
2017122003,0.00,24.1980,NULL,0.00,2017-12-20,3,64.25000,64.25000
2017122004,0.00,-162.8324,NULL,0.00,2017-12-20,4,44.80000,44.80000
2017122005,0.00,-104.9405,NULL,0.00,2017-12-20,5,44.11000,44.11000
2017122006,0.00,38.7284,NULL,0.00,2017-12-20,6,61.51000,61.51000
2017122007,0.00,228.3037,NULL,0.00,2017-12-20,7,64.20000,64.20000
2017122008,0.00,305.6256,NULL,0.00,2017-12-20,8,64.20000,64.20000
2017122009,0.00,404.2722,NULL,0.00,2017-12-20,9,64.20000,64.20000
2017122010,0.00,261.6413,NULL,0.00,2017-12-20,10,64.19856,64.19856
2017122011,0.00,-17.9741,NULL,0.00,2017-12-20,11,50.25000,50.25000
2017122012,0.00,-225.7743,NULL,0.00,2017-12-20,12,42.00599,42.00599
2017122013,0.00,75.5172,0.00000,0.00,2017-12-20,13,62.93000,62.93000
2017122014,0.00,-375.9139,0.00000,0.00,2017-12-20,14,45.59601,45.59601
2017122015,0.00,-99.1351,0.00000,0.00,2017-12-20,15,45.86000,45.86000
2017122016,0.00,124.7621,0.00000,0.00,2017-12-20,16,74.95000,74.95000
2017122017,0.00,390.7296,0.00000,0.00,2017-12-20,17,74.98000,74.98000
2017122018,0.00,338.9821,0.00000,0.00,2017-12-20,18,70.78000,70.78000
2017122019,0.00,487.2236,0.00000,0.00,2017-12-20,19,49.00000,49.00000
2017122020,0.00,605.7633,0.00000,0.00,2017-12-20,20,50.00000,50.00000
2017122021,0.00,379.2986,0.00000,0.00,2017-12-20,21,68.66000,68.66000
2017122022,0.00,267.3627,0.00000,0.00,2017-12-20,22,67.57000,67.57000
2017122023,0.00,577.1047,0.00000,0.00,2017-12-20,23,63.00000,63.00000
2017122024,0.00,774.3583,0.00000,0.00,2017-12-20,24,63.00000,63.00000
2017122025,0.00,813.3190,0.00000,0.00,2017-12-20,25,82.38003,82.38003
2017122026,0.00,803.2102,0.00000,0.00,2017-12-20,26,50.40000,50.40000
2017122027,0.00,709.9696,NULL,0.00,2017-12-20,27,50.41096,50.41096
2017122028,0.00,538.7698,NULL,0.00,2017-12-20,28,73.22000,73.22000
2017122029,0.00,501.2452,NULL,0.00,2017-12-20,29,71.75000,71.75000
2017122030,0.00,321.5029,NULL,0.00,2017-12-20,30,69.81000,69.81000
2017122031,0.00,-93.0663,NULL,0.00,2017-12-20,31,47.60000,47.60000
2017122032,0.00,287.7619,NULL,0.00,2017-12-20,32,50.00000,50.00000
2017122033,0.00,-269.4952,0.00000,0.00,2017-12-20,33,46.95683,46.95683
2017122034,0.00,166.2007,0.00000,0.00,2017-12-20,34,65.96151,65.96151
2017122035,0.00,-16.0820,0.00000,0.00,2017-12-20,35,43.75000,43.75000
2017122036,0.00,-154.9188,0.00000,0.00,2017-12-20,36,43.20212,43.20212
2017122037,0.00,10.4292,0.00000,0.00,2017-12-20,37,45.00000,45.00000
2017122038,0.00,-323.5532,0.00000,0.00,2017-12-20,38,42.21073,42.21073
2017122039,0.00,484.5232,0.00000,0.00,2017-12-20,39,105.39147,105.39147
2017122040,0.00,187.4881,0.00000,0.00,2017-12-20,40,69.50618,69.50618
2017122041,0.00,67.8420,0.00000,0.00,2017-12-20,41,68.52767,68.52767
2017122042,0.00,-506.2513,NULL,0.00,2017-12-20,42,45.09250,45.09250
2017122043,0.00,-369.9312,NULL,0.00,2017-12-20,43,45.66470,45.66470
2017122044,0.00,-332.2598,NULL,0.00,2017-12-20,44,45.05001,45.05001
2017122045,0.00,-231.8491,NULL,0.00,2017-12-20,45,46.71571,46.71571
