,buyPriceAdjustment,indicativeNetImbalanceVolume,reserveScarcityPrice,sellPriceAdjustment,settlementDate,settlementPeriod,systemBuyPrice,systemSellPrice
2016071104,0.00,-294.3582,NULL,0.00,2016-07-11,4,14.70000,14.70000
2016071105,0.00,-239.5928,NULL,0.00,2016-07-11,5,20.38000,20.38000
2016071106,0.00,-397.1501,NULL,0.00,2016-07-11,6,13.72000,13.72000
2016071107,0.00,-268.5112,NULL,0.00,2016-07-11,7,16.03004,16.03004
2016071108,0.00,-181.2558,NULL,0.00,2016-07-11,8,20.38000,20.38000
2016071109,0.00,-108.2428,NULL,0.00,2016-07-11,9,20.91623,20.91623
2016071110,0.00,-119.0417,NULL,0.00,2016-07-11,10,20.57067,20.57067
2016071111,0.00,67.5785,NULL,0.00,2016-07-11,11,62.16824,62.16824
2016071112,0.00,114.6395,NULL,0.00,2016-07-11,12,57.10536,57.10536
2016071113,0.00,90.9247,NULL,0.00,2016-07-11,13,51.67305,51.67305
2016071114,0.00,367.2128,NULL,0.00,2016-07-11,14,65.00000,65.00000
2016071115,0.00,98.4032,NULL,0.00,2016-07-11,15,37.00000,37.00000
2016071116,0.00,-48.1090,NULL,0.00,2016-07-11,16,28.14727,28.14727
2016071117,0.00,-312.5437,NULL,0.00,2016-07-11,17,28.05000,28.05000
2016071118,0.00,-311.7919,0.00000,0.00,2016-07-11,18,26.23225,26.23225
2016071119,0.00,-237.7667,0.00000,0.00,2016-07-11,19,28.05000,28.05000
2016071120,0.00,-163.2804,0.00000,0.00,2016-07-11,20,28.05526,28.05526
2016071121,0.00,-285.9561,0.00000,0.00,2016-07-11,21,22.15873,22.15873
2016071122,0.00,-413.4297,0.00000,0.00,2016-07-11,22,22.00000,22.00000
2016071123,0.00,-165.5298,0.00000,0.00,2016-07-11,23,26.98672,26.98672
2016071124,0.00,-172.7352,0.00000,0.00,2016-07-11,24,26.80000,26.80000
2016071125,0.00,-173.0142,0.00000,0.00,2016-07-11,25,27.44904,27.44904
2016071126,0.00,-332.0568,0.00000,0.00,2016-07-11,26,26.81000,26.81000
2016071127,0.00,-599.3895,0.00000,0.00,2016-07-11,27,24.90000,24.90000
2016071128,0.00,-620.6862,0.00000,0.00,2016-07-11,28,26.81000,26.81000
2016071129,0.00,-683.6082,0.00000,0.00,2016-07-11,29,26.81000,26.81000
2016071130,0.00,-680.9835,0.00000,0.00,2016-07-11,30,26.80000,26.80000
2016071131,0.00,-927.5584,NULL,0.00,2016-07-11,31,20.00000,20.00000
2016071132,0.00,-768.6647,NULL,0.00,2016-07-11,32,21.00000,21.00000
2016071133,0.00,-673.1630,NULL,0.00,2016-07-11,33,20.00000,20.00000
2016071134,0.00,-457.8540,NULL,0.00,2016-07-11,34,26.80000,26.80000
2016071135,0.00,-676.9958,0.00000,0.00,2016-07-11,35,26.80000,26.80000
2016071136,0.00,-445.7634,0.00000,0.00,2016-07-11,36,26.80000,26.80000
2016071137,0.00,-416.4165,0.00000,0.00,2016-07-11,37,26.80000,26.80000
2016071138,0.00,-398.1465,0.00000,0.00,2016-07-11,38,26.80000,26.80000
2016071139,0.00,-477.0164,NULL,0.00,2016-07-11,39,26.80000,26.80000
2016071140,0.00,-446.3765,NULL,0.00,2016-07-11,40,26.80000,26.80000
2016071141,0.00,-291.3820,NULL,0.00,2016-07-11,41,28.10000,28.10000
2016071142,0.00,-308.6555,0.00000,0.00,2016-07-11,42,28.10000,28.10000
2016071143,0.00,-350.6084,0.00000,0.00,2016-07-11,43,27.54615,27.54615
2016071144,0.00,-241.6725,0.00000,0.00,2016-07-11,44,28.10650,28.10650
2016071145,0.00,-156.4104,0.00000,0.00,2016-07-11,45,24.55000,24.55000
2016071146,0.00,-210.4527,0.00000,0.00,2016-07-11,46,24.55000,24.55000
2016071147,0.00,-18.4863,0.00000,0.00,2016-07-11,47,28.25000,28.25000
2016071148,0.00,-132.6515,NULL,0.00,2016-07-11,48,28.14000,28.14000
2016071201,0.00,14.0163,NULL,0.00,2016-07-12,1,44.85411,44.85411
2016071202,0.00,-8.5875,NULL,0.00,2016-07-12,2,28.25000,28.25000
2016071203,0.00,73.5212,NULL,0.00,2016-07-12,3,48.35000,48.35000
2016071204,0.00,77.4501,NULL,0.00,2016-07-12,4,48.35000,48.35000
2016071205,0.00,-7.1331,NULL,0.00,2016-07-12,5,24.55000,24.55000
2016071206,0.00,-125.5852,NULL,0.00,2016-07-12,6,22.01386,22.01386
2016071207,0.00,-221.0394,NULL,0.00,2016-07-12,7,20.85123,20.85123
2016071208,0.00,-179.5749,NULL,0.00,2016-07-12,8,22.61490,22.61490
2016071209,0.00,90.9667,NULL,0.00,2016-07-12,9,48.20000,48.20000
2016071210,0.00,107.4750,NULL,0.00,2016-07-12,10,49.41468,49.41468
2016071211,0.00,10.2412,NULL,0.00,2016-07-12,11,49.35000,49.35000
2016071212,0.00,-74.4286,NULL,0.00,2016-07-12,12,25.00914,25.00914
2016071213,0.00,441.3094,NULL,0.00,2016-07-12,13,58.00000,58.00000
2016071214,0.00,391.6192,NULL,0.00,2016-07-12,14,55.00000,55.00000
2016071215,0.00,-273.3666,NULL,0.00,2016-07-12,15,19.00000,19.00000
2016071216,0.00,-386.5511,NULL,0.00,2016-07-12,16,19.00000,19.00000
2016071217,0.00,-193.6776,NULL,0.00,2016-07-12,17,28.25000,28.25000
2016071218,0.00,-251.3749,0.00000,0.00,2016-07-12,18,27.25000,27.25000
2016071219,0.00,-231.3214,0.00000,0.00,2016-07-12,19,28.50000,28.50000
2016071220,0.00,-89.6724,0.00000,0.00,2016-07-12,20,41.38000,41.38000
2016071221,0.00,-196.2400,0.00000,0.00,2016-07-12,21,37.68000,37.68000
2016071222,0.00,-123.8456,0.00000,0.00,2016-07-12,22,27.95000,27.95000
2016071223,0.00,-119.3766,0.00000,0.00,2016-07-12,23,28.00000,28.00000
2016071224,0.00,-176.7355,0.00000,0.00,2016-07-12,24,28.00000,28.00000
2016071225,0.00,-144.5875,0.00000,0.00,2016-07-12,25,33.29000,33.29000
2016071226,0.00,-168.3769,0.00000,0.00,2016-07-12,26,33.76000,33.76000
2016071227,0.00,-80.4403,0.00000,0.00,2016-07-12,27,35.37000,35.37000
2016071228,0.00,-300.0285,0.00000,0.00,2016-07-12,28,28.41000,28.41000
2016071229,0.00,-225.2826,0.00000,0.00,2016-07-12,29,28.41000,28.41000
2016071230,0.00,-150.0711,0.00000,0.00,2016-07-12,30,27.30000,27.30000
2016071231,0.00,-501.2287,NULL,0.00,2016-07-12,31,21.00000,21.00000
2016071232,0.00,-242.1669,NULL,0.00,2016-07-12,32,28.33642,28.33642
2016071233,0.00,-173.9793,NULL,0.00,2016-07-12,33,21.00000,21.00000
2016071234,0.00,-242.2903,NULL,0.00,2016-07-12,34,27.25000,27.25000
2016071235,0.00,-241.9532,0.00000,0.00,2016-07-12,35,21.00000,21.00000
2016071236,0.00,-395.2967,0.00000,0.00,2016-07-12,36,27.72000,27.72000
2016071237,0.00,-348.3864,0.00000,0.00,2016-07-12,37,27.93957,27.93957
2016071238,0.00,-255.9917,0.00000,0.00,2016-07-12,38,27.72000,27.72000
2016071239,0.00,-162.9582,NULL,0.00,2016-07-12,39,27.72000,27.72000
2016071240,0.00,-132.2860,NULL,0.00,2016-07-12,40,27.93415,27.93415
2016071241,0.00,-171.7395,NULL,0.00,2016-07-12,41,28.41000,28.41000
2016071242,0.00,-310.5650,0.00000,0.00,2016-07-12,42,27.72000,27.72000
2016071243,0.00,-487.6476,0.00000,0.00,2016-07-12,43,28.36000,28.36000
2016071244,0.00,-576.6251,0.00000,0.00,2016-07-12,44,27.83673,27.83673
2016071245,0.00,-647.9584,0.00000,0.00,2016-07-12,45,26.91144,26.91144
2016071246,0.00,-692.7267,0.00000,0.00,2016-07-12,46,27.10312,27.10312
2016071247,0.00,170.4840,0.00000,0.00,2016-07-12,47,55.00000,55.00000
2016071248,0.00,-60.3228,NULL,0.00,2016-07-12,48,28.37453,28.37453
2016071301,0.00,29.7642,NULL,0.00,2016-07-13,1,54.62260,54.62260
2016071302,0.00,-99.1750,NULL,0.00,2016-07-13,2,28.30000,28.30000
2016071303,0.00,-156.9896,NULL,0.00,2016-07-13,3,28.23786,28.23786
2016071304,0.00,-89.8419,NULL,0.00,2016-07-13,4,28.38615,28.38615
2016071305,0.00,-247.4970,NULL,0.00,2016-07-13,5,27.37387,27.37387
2016071306,0.00,-251.6936,NULL,0.00,2016-07-13,6,27.90971,27.90971
2016071307,0.00,-231.6644,NULL,0.00,2016-07-13,7,22.74801,22.74801
2016071308,0.00,-132.6646,NULL,0.00,2016-07-13,8,22.74801,22.74801
2016071309,0.00,-244.5862,NULL,0.00,2016-07-13,9,22.73000,22.73000
2016071310,0.00,-227.4877,NULL,0.00,2016-07-13,10,22.73000,22.73000
2016071311,0.00,-293.6631,NULL,0.00,2016-07-13,11,23.43180,23.43180
2016071312,0.00,-235.1181,NULL,0.00,2016-07-13,12,22.73000,22.73000
2016071313,0.00,-149.5867,NULL,0.00,2016-07-13,13,28.05000,28.05000
2016071314,0.00,-117.3224,NULL,0.00,2016-07-13,14,28.06208,28.06208
2016071315,0.00,-784.8863,NULL,0.00,2016-07-13,15,22.00000,22.00000
2016071316,0.00,-656.2245,NULL,0.00,2016-07-13,16,24.55000,24.55000
2016071317,0.00,-705.3156,NULL,0.00,2016-07-13,17,27.25000,27.25000
2016071318,0.00,-488.6393,0.00000,0.00,2016-07-13,18,27.51858,27.51858
2016071319,0.00,-155.1412,0.00000,0.00,2016-07-13,19,28.43523,28.43523
2016071320,0.00,-132.0444,0.00000,0.00,2016-07-13,20,28.44000,28.44000
2016071321,0.00,-261.4991,0.00000,0.00,2016-07-13,21,28.07044,28.07044
2016071322,0.00,-256.5489,0.00000,0.00,2016-07-13,22,28.39829,28.39829
2016071323,0.00,-111.9651,0.00000,0.00,2016-07-13,23,28.45928,28.45928
2016071324,0.00,-6.1932,0.00000,0.00,2016-07-13,24,28.56000,28.56000
2016071325,0.00,-108.9146,0.00000,0.00,2016-07-13,25,28.44000,28.44000
2016071326,0.00,-176.9649,0.00000,0.00,2016-07-13,26,28.11000,28.11000
2016071327,0.00,-207.8237,0.00000,0.00,2016-07-13,27,28.11000,28.11000
2016071328,0.00,-215.8521,0.00000,0.00,2016-07-13,28,28.08000,28.08000
2016071329,0.00,-122.7998,0.00000,0.00,2016-07-13,29,28.11000,28.11000
2016071330,0.00,-40.7031,0.00000,0.00,2016-07-13,30,27.96047,27.96047
2016071331,0.00,-298.8483,NULL,0.00,2016-07-13,31,27.80000,27.80000
2016071332,0.00,-442.3694,NULL,0.00,2016-07-13,32,27.80000,27.80000
2016071333,0.00,-657.8473,NULL,0.00,2016-07-13,33,24.55000,24.55000
2016071334,0.00,-362.5843,NULL,0.00,2016-07-13,34,27.95000,27.95000
2016071335,0.00,-188.7411,0.00000,0.00,2016-07-13,35,28.11000,28.11000
2016071336,0.00,-246.4493,0.00000,0.00,2016-07-13,36,28.11000,28.11000
2016071337,0.00,-486.5606,0.00000,0.00,2016-07-13,37,28.11000,28.11000
2016071338,0.00,-340.1641,0.00000,0.00,2016-07-13,38,28.11000,28.11000
2016071339,0.00,-379.9261,NULL,0.00,2016-07-13,39,23.41147,23.41147
2016071340,0.00,-213.5330,NULL,0.00,2016-07-13,40,28.12213,28.12213
2016071341,0.00,-281.0717,NULL,0.00,2016-07-13,41,28.20000,28.20000
2016071342,0.00,-460.1882,0.00000,0.00,2016-07-13,42,28.10000,28.10000
2016071343,0.00,-241.4456,0.00000,0.00,2016-07-13,43,27.95000,27.95000
2016071344,0.00,-218.6562,0.00000,0.00,2016-07-13,44,27.95000,27.95000
2016071345,0.00,-157.6127,0.00000,0.00,2016-07-13,45,27.97168,27.97168
2016071346,0.00,-401.2265,0.00000,0.00,2016-07-13,46,27.42186,27.42186
2016071347,0.00,74.4233,0.00000,0.00,2016-07-13,47,54.65561,54.65561
2016071348,0.00,-220.0524,NULL,0.00,2016-07-13,48,27.95000,27.95000
2016071401,0.00,-181.2795,NULL,0.00,2016-07-14,1,27.56885,27.56885
2016071402,0.00,-149.7083,NULL,0.00,2016-07-14,2,25.57688,25.57688
2016071403,0.00,-185.3434,NULL,0.00,2016-07-14,3,23.38084,23.38084
2016071404,0.00,-127.3327,NULL,0.00,2016-07-14,4,26.98493,26.98493
2016071405,0.00,-242.4992,NULL,0.00,2016-07-14,5,21.00000,21.00000
2016071406,0.00,-169.9066,NULL,0.00,2016-07-14,6,21.00000,21.00000
2016071407,0.00,-260.8823,NULL,0.00,2016-07-14,7,21.00000,21.00000
2016071408,0.00,-250.6274,NULL,0.00,2016-07-14,8,21.00000,21.00000
2016071409,0.00,-248.1917,NULL,0.00,2016-07-14,9,21.00000,21.00000
2016071410,0.00,-305.1399,NULL,0.00,2016-07-14,10,21.00000,21.00000
2016071411,0.00,-232.5132,NULL,0.00,2016-07-14,11,21.00000,21.00000
2016071412,0.00,-49.5764,NULL,0.00,2016-07-14,12,21.63000,21.63000
2016071413,0.00,426.9583,NULL,0.00,2016-07-14,13,61.56603,61.56603
2016071414,0.00,558.6073,NULL,0.00,2016-07-14,14,55.00000,55.00000
2016071415,0.00,138.4333,NULL,0.00,2016-07-14,15,48.23200,48.23200
2016071416,0.00,-40.7583,NULL,0.00,2016-07-14,16,28.12000,28.12000
2016071417,0.00,-157.2395,NULL,0.00,2016-07-14,17,27.95431,27.95431
2016071418,0.00,-121.2103,0.00000,0.00,2016-07-14,18,27.90638,27.90638
2016071419,0.00,-133.8537,0.00000,0.00,2016-07-14,19,27.47535,27.47535
2016071420,0.00,-191.0028,0.00000,0.00,2016-07-14,20,27.10000,27.10000
2016071421,0.00,-181.3829,0.00000,0.00,2016-07-14,21,27.72000,27.72000
2016071422,0.00,-196.0464,0.00000,0.00,2016-07-14,22,27.72000,27.72000
2016071423,0.00,-100.3273,0.00000,0.00,2016-07-14,23,27.92900,27.92900
2016071424,0.00,-58.8304,0.00000,0.00,2016-07-14,24,28.12000,28.12000
2016071425,0.00,-288.4407,0.00000,0.00,2016-07-14,25,27.10000,27.10000
2016071426,0.00,-221.5590,0.00000,0.00,2016-07-14,26,27.72000,27.72000
2016071427,0.00,-137.6397,0.00000,0.00,2016-07-14,27,27.89601,27.89601
2016071428,0.00,-298.2586,0.00000,0.00,2016-07-14,28,27.50000,27.50000
2016071429,0.00,-429.5689,0.00000,0.00,2016-07-14,29,27.50000,27.50000
2016071430,0.00,-504.7998,0.00000,0.00,2016-07-14,30,27.72000,27.72000
2016071431,0.00,-615.0643,NULL,0.00,2016-07-14,31,27.48200,27.48200
2016071432,0.00,-551.8210,NULL,0.00,2016-07-14,32,27.78405,27.78405
2016071433,0.00,-532.4149,NULL,0.00,2016-07-14,33,27.47572,27.47572
2016071434,0.00,-300.4135,NULL,0.00,2016-07-14,34,27.92203,27.92203
2016071435,0.00,-436.9849,0.00000,0.00,2016-07-14,35,27.69603,27.69603
2016071436,0.00,-346.5960,0.00000,0.00,2016-07-14,36,28.01281,28.01281
2016071437,0.00,-340.4214,0.00000,0.00,2016-07-14,37,28.00219,28.00219
2016071438,0.00,-221.0995,0.00000,0.00,2016-07-14,38,28.11000,28.11000
2016071439,0.00,-208.0453,NULL,0.00,2016-07-14,39,28.11540,28.11540
2016071440,0.00,-6.4291,NULL,0.00,2016-07-14,40,30.00000,30.00000
2016071441,0.00,-152.2158,NULL,0.00,2016-07-14,41,28.48937,28.48937
2016071442,0.00,-75.0809,0.00000,0.00,2016-07-14,42,28.55000,28.55000
2016071443,0.00,210.8376,0.00000,0.00,2016-07-14,43,85.00000,85.00000
2016071444,0.00,334.2217,0.00000,0.00,2016-07-14,44,85.00000,85.00000
2016071445,0.00,183.2397,0.00000,0.00,2016-07-14,45,85.00000,85.00000
2016071446,0.00,-127.3501,0.00000,0.00,2016-07-14,46,28.11898,28.11898
2016071447,0.00,227.7121,0.00000,0.00,2016-07-14,47,58.92757,58.92757
2016071448,0.00,-189.4288,NULL,0.00,2016-07-14,48,28.15000,28.15000
2016071501,0.00,-235.2559,NULL,0.00,2016-07-15,1,28.11000,28.11000
2016071502,0.00,-140.1422,NULL,0.00,2016-07-15,2,28.27648,28.27648
2016071503,0.00,-106.4107,NULL,0.00,2016-07-15,3,28.12118,28.12118
2016071504,0.00,-179.8556,NULL,0.00,2016-07-15,4,28.10000,28.10000
2016071505,0.00,-255.6347,NULL,0.00,2016-07-15,5,28.10000,28.10000
2016071506,0.00,-244.0493,NULL,0.00,2016-07-15,6,27.29719,27.29719
2016071507,0.00,-307.4609,NULL,0.00,2016-07-15,7,12.60000,12.60000
2016071508,0.00,-140.1415,NULL,0.00,2016-07-15,8,14.84825,14.84825
2016071509,0.00,-239.3001,NULL,0.00,2016-07-15,9,12.60000,12.60000
2016071510,0.00,-273.4320,NULL,0.00,2016-07-15,10,12.60000,12.60000
2016071511,0.00,-244.7707,NULL,0.00,2016-07-15,11,12.60000,12.60000
2016071512,0.00,-684.1226,NULL,0.00,2016-07-15,12,12.60000,12.60000
2016071513,0.00,-345.8853,NULL,0.00,2016-07-15,13,28.10000,28.10000
2016071514,0.00,-437.8507,NULL,0.00,2016-07-15,14,28.10000,28.10000
2016071515,0.00,-767.9873,NULL,0.00,2016-07-15,15,27.85000,27.85000
2016071516,0.00,-422.6070,NULL,0.00,2016-07-15,16,28.10000,28.10000
2016071517,0.00,-175.4646,NULL,0.00,2016-07-15,17,28.82000,28.82000
2016071518,0.00,-224.9220,0.00000,0.00,2016-07-15,18,28.82000,28.82000
2016071519,0.00,-269.4838,0.00000,0.00,2016-07-15,19,28.82000,28.82000
2016071520,0.00,-156.0226,0.00000,0.00,2016-07-15,20,28.82000,28.82000
2016071521,0.00,-144.1070,0.00000,0.00,2016-07-15,21,28.85000,28.85000
2016071522,0.00,15.0884,0.00000,0.00,2016-07-15,22,76.00882,76.00882
2016071523,0.00,63.1168,0.00000,0.00,2016-07-15,23,85.00000,85.00000
2016071524,0.00,8.0209,0.00000,0.00,2016-07-15,24,60.55013,60.55013
2016071525,0.00,36.7045,0.00000,0.00,2016-07-15,25,82.83041,82.83041
2016071526,0.00,-111.6834,0.00000,0.00,2016-07-15,26,28.90000,28.90000
2016071527,0.00,199.0571,0.00000,0.00,2016-07-15,27,85.00000,85.00000
2016071528,0.00,91.1473,0.00000,0.00,2016-07-15,28,55.00000,55.00000
2016071529,0.00,-216.6978,0.00000,0.00,2016-07-15,29,28.93419,28.93419
2016071530,0.00,-435.8109,0.00000,0.00,2016-07-15,30,28.90000,28.90000
2016071531,0.00,-735.7137,NULL,0.00,2016-07-15,31,27.41409,27.41409
2016071532,0.00,-712.3860,NULL,0.00,2016-07-15,32,27.95000,27.95000
2016071533,0.00,-455.5383,NULL,0.00,2016-07-15,33,28.16299,28.16299
2016071534,0.00,-220.7141,NULL,0.00,2016-07-15,34,28.19000,28.19000
2016071535,0.00,-398.2916,0.00000,0.00,2016-07-15,35,28.11328,28.11328
2016071536,0.00,-299.7678,0.00000,0.00,2016-07-15,36,28.19000,28.19000
2016071537,0.00,-738.7968,0.00000,0.00,2016-07-15,37,20.20855,20.20855
2016071538,0.00,-453.9445,0.00000,0.00,2016-07-15,38,25.18281,25.18281
2016071539,0.00,-307.3468,NULL,0.00,2016-07-15,39,28.19000,28.19000
2016071540,0.00,-152.3035,NULL,0.00,2016-07-15,40,28.36967,28.36967
2016071541,0.00,-15.4143,NULL,0.00,2016-07-15,41,28.56000,28.56000
2016071542,0.00,-34.7703,0.00000,0.00,2016-07-15,42,28.56000,28.56000
2016071543,0.00,174.3554,0.00000,0.00,2016-07-15,43,55.00000,55.00000
2016071544,0.00,201.5923,0.00000,0.00,2016-07-15,44,55.52738,55.52738
2016071545,0.00,-36.7719,0.00000,0.00,2016-07-15,45,28.56000,28.56000
2016071546,0.00,-559.5936,0.00000,0.00,2016-07-15,46,24.71258,24.71258
2016071547,0.00,-316.1747,0.00000,0.00,2016-07-15,47,27.06783,27.06783
2016071548,0.00,-171.3657,NULL,0.00,2016-07-15,48,28.28587,28.28587
2016071601,0.00,-231.8852,NULL,0.00,2016-07-16,1,18.57000,18.57000
2016071602,0.00,-162.5818,NULL,0.00,2016-07-16,2,18.71563,18.71563
2016071603,0.00,103.8887,NULL,0.00,2016-07-16,3,46.45000,46.45000
2016071604,0.00,-153.1216,NULL,0.00,2016-07-16,4,19.05000,19.05000
2016071605,0.00,-345.6585,NULL,0.00,2016-07-16,5,16.40761,16.40761
2016071606,0.00,-385.2201,NULL,0.00,2016-07-16,6,14.00000,14.00000
2016071607,0.00,-556.5084,NULL,0.00,2016-07-16,7,14.00000,14.00000
2016071608,0.00,-375.8246,NULL,0.00,2016-07-16,8,15.96590,15.96590
2016071609,0.00,-85.3198,NULL,0.00,2016-07-16,9,19.05000,19.05000
2016071610,0.00,-150.7135,NULL,0.00,2016-07-16,10,18.57000,18.57000
2016071611,0.00,-189.8176,NULL,0.00,2016-07-16,11,18.57000,18.57000
2016071612,0.00,-22.2389,NULL,0.00,2016-07-16,12,19.32277,19.32277
2016071613,0.00,70.3203,NULL,0.00,2016-07-16,13,46.89000,46.89000
2016071614,0.00,-91.4548,NULL,0.00,2016-07-16,14,23.00000,23.00000
2016071615,0.00,-491.1060,NULL,0.00,2016-07-16,15,17.44434,17.44434
2016071616,0.00,-513.0935,NULL,0.00,2016-07-16,16,14.00000,14.00000
2016071617,0.00,-240.2847,NULL,0.00,2016-07-16,17,19.05000,19.05000
2016071618,0.00,-415.6698,NULL,0.00,2016-07-16,18,24.60000,24.60000
2016071619,0.00,-431.4009,NULL,0.00,2016-07-16,19,24.75000,24.75000
2016071620,0.00,-527.7833,NULL,0.00,2016-07-16,20,22.15000,22.15000
2016071621,0.00,-744.0165,NULL,0.00,2016-07-16,21,22.15000,22.15000
2016071622,0.00,-767.5870,0.00000,0.00,2016-07-16,22,22.15000,22.15000
2016071623,0.00,-487.4667,0.00000,0.00,2016-07-16,23,22.15000,22.15000
2016071624,0.00,-310.6355,0.00000,0.00,2016-07-16,24,22.15000,22.15000
2016071625,0.00,-418.4645,0.00000,0.00,2016-07-16,25,21.00000,21.00000
2016071626,0.00,-352.5144,0.00000,0.00,2016-07-16,26,21.00000,21.00000
2016071627,0.00,-250.1805,0.00000,0.00,2016-07-16,27,21.00000,21.00000
2016071628,0.00,-252.8508,0.00000,0.00,2016-07-16,28,21.00000,21.00000
2016071629,0.00,-445.7677,0.00000,0.00,2016-07-16,29,17.33609,17.33609
2016071630,0.00,-488.1907,NULL,0.00,2016-07-16,30,16.00000,16.00000
2016071631,0.00,-412.5021,NULL,0.00,2016-07-16,31,18.00000,18.00000
2016071632,0.00,-407.7626,NULL,0.00,2016-07-16,32,18.00000,18.00000
2016071633,0.00,-416.9244,NULL,0.00,2016-07-16,33,18.00000,18.00000
2016071634,0.00,-593.8749,NULL,0.00,2016-07-16,34,18.00000,18.00000
2016071635,0.00,-523.8132,NULL,0.00,2016-07-16,35,-98.73432,-98.73432
2016071636,0.00,-491.2432,NULL,0.00,2016-07-16,36,-68.72095,-68.72095
2016071637,0.00,-278.4452,NULL,0.00,2016-07-16,37,16.91042,16.91042
2016071638,0.00,-117.5292,NULL,0.00,2016-07-16,38,18.00000,18.00000
2016071639,0.00,-241.5028,NULL,0.00,2016-07-16,39,-114.99172,-114.99172
2016071640,0.00,-214.1997,NULL,0.00,2016-07-16,40,-110.14835,-110.14835
2016071641,0.00,-43.4364,NULL,0.00,2016-07-16,41,20.76326,20.76326
2016071642,0.00,47.8207,0.00000,0.00,2016-07-16,42,45.96217,45.96217
2016071643,0.00,-8.9516,0.00000,0.00,2016-07-16,43,29.00000,29.00000
2016071644,0.00,26.8058,0.00000,0.00,2016-07-16,44,57.00000,57.00000
2016071645,0.00,-48.3173,0.00000,0.00,2016-07-16,45,28.32482,28.32482
2016071646,0.00,-87.2299,0.00000,0.00,2016-07-16,46,28.33000,28.33000
2016071647,0.00,376.6864,0.00000,0.00,2016-07-16,47,70.00000,70.00000
2016071648,0.00,171.0944,NULL,0.00,2016-07-16,48,65.68755,65.68755
2016071701,0.00,-174.5504,NULL,0.00,2016-07-17,1,24.75000,24.75000
2016071702,0.00,46.5000,NULL,0.00,2016-07-17,2,62.49709,62.49709
2016071703,0.00,17.7084,NULL,0.00,2016-07-17,3,45.00047,45.00047
2016071704,0.00,4.4584,NULL,0.00,2016-07-17,4,45.00000,45.00000
2016071705,0.00,-117.5001,NULL,0.00,2016-07-17,5,19.11540,19.11540
2016071706,0.00,-141.3666,NULL,0.00,2016-07-17,6,18.93492,18.93492
2016071707,0.00,-109.7629,NULL,0.00,2016-07-17,7,18.92837,18.92837
2016071708,0.00,-48.1187,NULL,0.00,2016-07-17,8,18.06835,18.06835
2016071709,0.00,85.0016,NULL,0.00,2016-07-17,9,50.57127,50.57127
2016071710,0.00,101.9834,NULL,0.00,2016-07-17,10,46.52650,46.52650
2016071711,0.00,-8.6363,NULL,0.00,2016-07-17,11,29.73817,29.73817
2016071712,0.00,-147.6816,NULL,0.00,2016-07-17,12,20.25000,20.25000
2016071713,0.00,-185.6707,NULL,0.00,2016-07-17,13,17.53282,17.53282
2016071714,0.00,-119.8334,NULL,0.00,2016-07-17,14,17.29000,17.29000
2016071715,0.00,-333.7833,NULL,0.00,2016-07-17,15,16.49044,16.49044
2016071716,0.00,-149.5160,NULL,0.00,2016-07-17,16,16.85945,16.85945
2016071717,0.00,202.6664,NULL,0.00,2016-07-17,17,55.00000,55.00000
2016071718,0.00,120.4874,NULL,0.00,2016-07-17,18,53.94403,53.94403
2016071719,0.00,-226.1710,NULL,0.00,2016-07-17,19,26.29774,26.29774
2016071720,0.00,-219.4435,NULL,0.00,2016-07-17,20,18.80945,18.80945
2016071721,0.00,-235.7417,NULL,0.00,2016-07-17,21,27.11000,27.11000
2016071722,0.00,-231.3000,0.00000,0.00,2016-07-17,22,27.11000,27.11000
2016071723,0.00,-164.7983,0.00000,0.00,2016-07-17,23,26.58346,26.58346
2016071724,0.00,-391.8461,0.00000,0.00,2016-07-17,24,25.16528,25.16528
2016071725,0.00,-448.8111,0.00000,0.00,2016-07-17,25,24.85000,24.85000
2016071726,0.00,-265.8376,0.00000,0.00,2016-07-17,26,25.66000,25.66000
2016071727,0.00,-156.3162,0.00000,0.00,2016-07-17,27,26.17238,26.17238
2016071728,0.00,-174.5672,0.00000,0.00,2016-07-17,28,27.11000,27.11000
2016071729,0.00,-262.5635,0.00000,0.00,2016-07-17,29,17.44427,17.44427
2016071730,0.00,-251.8790,NULL,0.00,2016-07-17,30,17.43000,17.43000
2016071731,0.00,-265.4117,NULL,0.00,2016-07-17,31,16.62503,16.62503
2016071732,0.00,-237.1034,NULL,0.00,2016-07-17,32,17.43000,17.43000
2016071733,0.00,-115.6896,NULL,0.00,2016-07-17,33,25.01198,25.01198
2016071734,0.00,-28.4918,NULL,0.00,2016-07-17,34,27.55126,27.55126
2016071735,0.00,-35.6756,NULL,0.00,2016-07-17,35,27.49742,27.49742
2016071736,0.00,41.2734,NULL,0.00,2016-07-17,36,52.04869,52.04869
2016071737,0.00,92.9200,NULL,0.00,2016-07-17,37,58.50000,58.50000
2016071738,0.00,130.9250,NULL,0.00,2016-07-17,38,58.50000,58.50000
2016071739,0.00,107.3256,NULL,0.00,2016-07-17,39,58.50000,58.50000
2016071740,0.00,105.4334,NULL,0.00,2016-07-17,40,58.50000,58.50000
2016071741,0.00,144.2834,NULL,0.00,2016-07-17,41,58.50000,58.50000
2016071742,0.00,111.7604,0.00000,0.00,2016-07-17,42,58.50000,58.50000
2016071743,0.00,-52.7376,0.00000,0.00,2016-07-17,43,28.47118,28.47118
2016071744,0.00,58.3165,0.00000,0.00,2016-07-17,44,55.85890,55.85890
