,settlementPeriod,settlementDate,APXPrice,APXVolume
2016011336,36,1/13/2016,85.01,5392.9
2016011337,37,1/13/2016,62.06,5377
2016011338,38,1/13/2016,62.06,5377
2016011339,39,1/13/2016,46.57,6662.8
2016011340,40,1/13/2016,46.57,6662.8
2016011341,41,1/13/2016,34.06,6439.5
2016011342,42,1/13/2016,34.06,6439.5
2016011343,43,1/13/2016,33.59,6527.4
2016011344,44,1/13/2016,33.59,6527.4
2016011345,45,1/13/2016,28.71,5977.2
2016011346,46,1/13/2016,28.71,5977.2
2016011447,47,1/14/2016,35.93,6831.2
2016011448,48,1/14/2016,35.93,6831.2
2016011401,1,1/14/2016,30.24,6812.1
2016011402,2,1/14/2016,30.24,6812.1
2016011403,3,1/14/2016,44.01,6922.7
2016011404,4,1/14/2016,44.01,6922.7
2016011405,5,1/14/2016,37.56,6714.9
2016011406,6,1/14/2016,37.56,6714.9
2016011407,7,1/14/2016,29.97,6723.2
2016011408,8,1/14/2016,29.97,6723.2
2016011409,9,1/14/2016,18.47,6741
2016011410,10,1/14/2016,18.47,6741
2016011411,11,1/14/2016,24.3,6825.7
2016011412,12,1/14/2016,24.3,6825.7
2016011413,13,1/14/2016,34.09,7302.3
2016011414,14,1/14/2016,34.09,7302.3
2016011415,15,1/14/2016,35.98,7338
2016011416,16,1/14/2016,35.98,7338
2016011417,17,1/14/2016,36.02,7355
2016011418,18,1/14/2016,36.02,7355
2016011419,19,1/14/2016,38.66,7318.2
2016011420,20,1/14/2016,38.66,7318.2
2016011421,21,1/14/2016,36.23,7300.9
2016011422,22,1/14/2016,36.23,7300.9
2016011423,23,1/14/2016,37.12,7505.3
2016011424,24,1/14/2016,37.12,7505.3
2016011425,25,1/14/2016,38.04,7503
2016011426,26,1/14/2016,38.04,7503
2016011427,27,1/14/2016,33.47,7527.3
2016011428,28,1/14/2016,33.47,7527.3
2016011429,29,1/14/2016,32.1,7578.4
2016011430,30,1/14/2016,32.1,7578.4
2016011431,31,1/14/2016,31.01,7386.6
2016011432,32,1/14/2016,31.01,7386.6
2016011433,33,1/14/2016,36.47,7203.2
2016011434,34,1/14/2016,36.47,7203.2
2016011435,35,1/14/2016,66,7187.2
2016011436,36,1/14/2016,66,7187.2
2016011437,37,1/14/2016,47.7,7332.5
2016011438,38,1/14/2016,47.7,7332.5
2016011439,39,1/14/2016,43.06,8213.9
2016011440,40,1/14/2016,43.06,8213.9
2016011441,41,1/14/2016,34.21,7500.4
2016011442,42,1/14/2016,34.21,7500.4
2016011443,43,1/14/2016,32,7111.1
2016011444,44,1/14/2016,32,7111.1
2016011445,45,1/14/2016,28.52,7122.1
2016011446,46,1/14/2016,28.52,7122.1
2016011547,47,1/15/2016,33.81,7159.1
2016011548,48,1/15/2016,33.81,7159.1
2016011501,1,1/15/2016,30.11,7134.6
2016011502,2,1/15/2016,30.11,7134.6
2016011503,3,1/15/2016,32.93,6888.1
2016011504,4,1/15/2016,32.93,6888.1
2016011505,5,1/15/2016,30.99,6702.7
2016011506,6,1/15/2016,30.99,6702.7
2016011507,7,1/15/2016,22.9,6684.8
2016011508,8,1/15/2016,22.9,6684.8
2016011509,9,1/15/2016,21.02,6686.6
2016011510,10,1/15/2016,21.02,6686.6
2016011511,11,1/15/2016,29.06,6784.1
2016011512,12,1/15/2016,29.06,6784.1
2016011513,13,1/15/2016,35.99,7035
2016011514,14,1/15/2016,35.99,7035
2016011515,15,1/15/2016,36.07,7503.9
2016011516,16,1/15/2016,36.07,7503.9
2016011517,17,1/15/2016,37.37,7404.3
2016011518,18,1/15/2016,37.37,7404.3
2016011519,19,1/15/2016,38.55,7416.6
2016011520,20,1/15/2016,38.55,7416.6
2016011521,21,1/15/2016,38.72,7456.1
2016011522,22,1/15/2016,38.72,7456.1
2016011523,23,1/15/2016,35.51,7388.2
2016011524,24,1/15/2016,35.51,7388.2
2016011525,25,1/15/2016,35,7353.6
2016011526,26,1/15/2016,35,7353.6
2016011527,27,1/15/2016,33.01,7336.6
2016011528,28,1/15/2016,33.01,7336.6
2016011529,29,1/15/2016,30.82,7444.9
2016011530,30,1/15/2016,30.82,7444.9
2016011531,31,1/15/2016,30.67,7404
2016011532,32,1/15/2016,30.67,7404
2016011533,33,1/15/2016,38.97,7255.3
2016011534,34,1/15/2016,38.97,7255.3
2016011535,35,1/15/2016,68,7883.2
2016011536,36,1/15/2016,68,7883.2
2016011537,37,1/15/2016,47.06,7630.8
2016011538,38,1/15/2016,47.06,7630.8
2016011539,39,1/15/2016,37.9,8941.1
2016011540,40,1/15/2016,37.9,8941.1
2016011541,41,1/15/2016,34.08,7526.6
2016011542,42,1/15/2016,34.08,7526.6
2016011543,43,1/15/2016,34.47,7252.8
2016011544,44,1/15/2016,34.47,7252.8
2016011545,45,1/15/2016,30.09,6892.5
2016011546,46,1/15/2016,30.09,6892.5
2016011647,47,1/16/2016,38.91,6193.4
2016011648,48,1/16/2016,38.91,6193.4
2016011601,1,1/16/2016,34.96,6482.5
2016011602,2,1/16/2016,34.96,6482.5
2016011603,3,1/16/2016,34.38,6476.2
2016011604,4,1/16/2016,34.38,6476.2
2016011605,5,1/16/2016,32.51,6365.5
2016011606,6,1/16/2016,32.51,6365.5
2016011607,7,1/16/2016,29.48,6341.5
2016011608,8,1/16/2016,29.48,6341.5
2016011609,9,1/16/2016,19.12,6404.7
2016011610,10,1/16/2016,19.12,6404.7
2016011611,11,1/16/2016,25.01,6568.3
2016011612,12,1/16/2016,25.01,6568.3
2016011613,13,1/16/2016,29.93,6820.1
2016011614,14,1/16/2016,29.93,6820.1
2016011615,15,1/16/2016,27.96,6895.9
2016011616,16,1/16/2016,27.96,6895.9
2016011617,17,1/16/2016,32.5,6781.5
2016011618,18,1/16/2016,32.5,6781.5
2016011619,19,1/16/2016,35.17,6912.2
2016011620,20,1/16/2016,35.17,6912.2
2016011621,21,1/16/2016,37.97,7177.7
2016011622,22,1/16/2016,37.97,7177.7
2016011623,23,1/16/2016,37.82,6918.7
2016011624,24,1/16/2016,37.82,6918.7
2016011625,25,1/16/2016,36.48,6803.7
2016011626,26,1/16/2016,36.48,6803.7
2016011627,27,1/16/2016,34.52,6724
2016011628,28,1/16/2016,34.52,6724
2016011629,29,1/16/2016,30.51,6717.6
2016011630,30,1/16/2016,30.51,6717.6
2016011631,31,1/16/2016,29.35,7334.6
2016011632,32,1/16/2016,29.35,7334.6
2016011633,33,1/16/2016,40.06,7335.6
2016011634,34,1/16/2016,40.06,7335.6
2016011635,35,1/16/2016,70.01,7458.8
2016011636,36,1/16/2016,70.01,7458.8
2016011637,37,1/16/2016,50.01,7650.4
2016011638,38,1/16/2016,50.01,7650.4
2016011639,39,1/16/2016,39.98,7580.4
2016011640,40,1/16/2016,39.98,7580.4
2016011641,41,1/16/2016,35.88,7303
2016011642,42,1/16/2016,35.88,7303
2016011643,43,1/16/2016,33.26,6828.2
2016011644,44,1/16/2016,33.26,6828.2
2016011645,45,1/16/2016,29.75,6372.7
2016011646,46,1/16/2016,29.75,6372.7
2016011747,47,1/17/2016,34.95,7642.4
2016011748,48,1/17/2016,34.95,7642.4
2016011701,1,1/17/2016,32.95,7731.8
2016011702,2,1/17/2016,32.95,7731.8
2016011703,3,1/17/2016,33.98,7215
2016011704,4,1/17/2016,33.98,7215
2016011705,5,1/17/2016,33,7026.9
2016011706,6,1/17/2016,33,7026.9
2016011707,7,1/17/2016,29.99,7099.5
2016011708,8,1/17/2016,29.99,7099.5
2016011709,9,1/17/2016,29.03,6932.8
2016011710,10,1/17/2016,29.03,6932.8
2016011711,11,1/17/2016,29,6919.5
2016011712,12,1/17/2016,29,6919.5
2016011713,13,1/17/2016,28.8,7059.3
2016011714,14,1/17/2016,28.8,7059.3
2016011715,15,1/17/2016,27.97,7557.9
2016011716,16,1/17/2016,27.97,7557.9
2016011717,17,1/17/2016,29.01,6897.6
2016011718,18,1/17/2016,29.01,6897.6
2016011719,19,1/17/2016,30.5,6506.7
2016011720,20,1/17/2016,30.5,6506.7
2016011721,21,1/17/2016,35.04,6321.8
2016011722,22,1/17/2016,35.04,6321.8
2016011723,23,1/17/2016,40.07,5974.1
2016011724,24,1/17/2016,40.07,5974.1
2016011725,25,1/17/2016,46.7,6121.8
2016011726,26,1/17/2016,46.7,6121.8
2016011727,27,1/17/2016,44.9,6050.1
2016011728,28,1/17/2016,44.9,6050.1
2016011729,29,1/17/2016,34,6603.3
2016011730,30,1/17/2016,34,6603.3
2016011731,31,1/17/2016,30.5,6830.1
2016011732,32,1/17/2016,30.5,6830.1
2016011733,33,1/17/2016,36,6920.8
2016011734,34,1/17/2016,36,6920.8
2016011735,35,1/17/2016,66,6659.8
2016011736,36,1/17/2016,66,6659.8
2016011737,37,1/17/2016,44,6596.9
2016011738,38,1/17/2016,44,6596.9
2016011739,39,1/17/2016,34.81,6760.8
2016011740,40,1/17/2016,34.81,6760.8
2016011741,41,1/17/2016,32.07,6463.2
2016011742,42,1/17/2016,32.07,6463.2
2016011743,43,1/17/2016,30.42,6753.4
2016011744,44,1/17/2016,30.42,6753.4
2016011745,45,1/17/2016,29.04,7545.1
2016011746,46,1/17/2016,29.04,7545.1
2016011847,47,1/18/2016,28.6,8006.8
2016011848,48,1/18/2016,28.6,8006.8
2016011801,1,1/18/2016,27.94,7711.6
2016011802,2,1/18/2016,27.94,7711.6
2016011803,3,1/18/2016,25.04,7483.7
2016011804,4,1/18/2016,25.04,7483.7
2016011805,5,1/18/2016,20.35,7175.9
2016011806,6,1/18/2016,20.35,7175.9
2016011807,7,1/18/2016,18.57,6971.1
2016011808,8,1/18/2016,18.57,6971.1
2016011809,9,1/18/2016,24.49,7033.7
2016011810,10,1/18/2016,24.49,7033.7
2016011811,11,1/18/2016,29.43,7092.1
2016011812,12,1/18/2016,29.43,7092.1
2016011813,13,1/18/2016,38.36,7730.3
2016011814,14,1/18/2016,38.36,7730.3
2016011815,15,1/18/2016,37.42,8292.3
2016011816,16,1/18/2016,37.42,8292.3
2016011817,17,1/18/2016,37.84,7825.1
2016011818,18,1/18/2016,37.84,7825.1
2016011819,19,1/18/2016,37.81,7755.1
2016011820,20,1/18/2016,37.81,7755.1
2016011821,21,1/18/2016,38.19,7487.4
2016011822,22,1/18/2016,38.19,7487.4
2016011823,23,1/18/2016,37.71,7311.5
2016011824,24,1/18/2016,37.71,7311.5
2016011825,25,1/18/2016,39.68,7417
2016011826,26,1/18/2016,39.68,7417
2016011827,27,1/18/2016,40.58,7154.1
2016011828,28,1/18/2016,40.58,7154.1
2016011829,29,1/18/2016,38.98,7383.2
2016011830,30,1/18/2016,38.98,7383.2
2016011831,31,1/18/2016,37.18,7277.7
2016011832,32,1/18/2016,37.18,7277.7
2016011833,33,1/18/2016,52.35,6750.4
2016011834,34,1/18/2016,52.35,6750.4
2016011835,35,1/18/2016,169,6743.5
2016011836,36,1/18/2016,169,6743.5
2016011837,37,1/18/2016,95.06,6813.3
2016011838,38,1/18/2016,95.06,6813.3
2016011839,39,1/18/2016,80,6516.5
2016011840,40,1/18/2016,80,6516.5
2016011841,41,1/18/2016,40.64,6447.3
2016011842,42,1/18/2016,40.64,6447.3
2016011843,43,1/18/2016,38.06,6316.2
2016011844,44,1/18/2016,38.06,6316.2
2016011845,45,1/18/2016,35,6518.1
2016011846,46,1/18/2016,35,6518.1
2016011947,47,1/19/2016,29.62,6651.7
2016011948,48,1/19/2016,29.62,6651.7
2016011901,1,1/19/2016,29.31,6902.8
2016011902,2,1/19/2016,29.31,6902.8
2016011903,3,1/19/2016,29.05,7064.2
2016011904,4,1/19/2016,29.05,7064.2
2016011905,5,1/19/2016,28,7065.8
2016011906,6,1/19/2016,28,7065.8
2016011907,7,1/19/2016,24.82,6942
2016011908,8,1/19/2016,24.82,6942
2016011909,9,1/19/2016,28.93,7067.9
2016011910,10,1/19/2016,28.93,7067.9
2016011911,11,1/19/2016,32.35,7063.2
2016011912,12,1/19/2016,32.35,7063.2
2016011913,13,1/19/2016,40.26,7383.8
2016011914,14,1/19/2016,40.26,7383.8
2016011915,15,1/19/2016,48.9,7769.7
2016011916,16,1/19/2016,48.9,7769.7
2016011917,17,1/19/2016,48.63,7808.5
2016011918,18,1/19/2016,48.63,7808.5
2016011919,19,1/19/2016,48.03,8035.2
2016011920,20,1/19/2016,48.03,8035.2
2016011921,21,1/19/2016,46.14,8118.9
2016011922,22,1/19/2016,46.14,8118.9
2016011923,23,1/19/2016,43.89,8375.4
2016011924,24,1/19/2016,43.89,8375.4
2016011925,25,1/19/2016,43.56,8416.4
2016011926,26,1/19/2016,43.56,8416.4
2016011927,27,1/19/2016,41.53,8449.6
2016011928,28,1/19/2016,41.53,8449.6
2016011929,29,1/19/2016,41.3,8488.7
2016011930,30,1/19/2016,41.3,8488.7
2016011931,31,1/19/2016,41.83,7267.4
2016011932,32,1/19/2016,41.83,7267.4
2016011933,33,1/19/2016,90,6963.1
2016011934,34,1/19/2016,90,6963.1
2016011935,35,1/19/2016,245.01,6847.2
2016011936,36,1/19/2016,245.01,6847.2
2016011937,37,1/19/2016,90.02,6796.3
2016011938,38,1/19/2016,90.02,6796.3
2016011939,39,1/19/2016,59.91,6750.8
2016011940,40,1/19/2016,59.91,6750.8
2016011941,41,1/19/2016,39.46,6723.4
2016011942,42,1/19/2016,39.46,6723.4
2016011943,43,1/19/2016,37.01,6532.4
2016011944,44,1/19/2016,37.01,6532.4
2016011945,45,1/19/2016,31.99,6400.1
2016011946,46,1/19/2016,31.99,6400.1
2016012047,47,1/20/2016,31.34,7685.7
2016012048,48,1/20/2016,31.34,7685.7
2016012001,1,1/20/2016,29.46,7972.9
2016012002,2,1/20/2016,29.46,7972.9
2016012003,3,1/20/2016,28.5,8226.4
2016012004,4,1/20/2016,28.5,8226.4
2016012005,5,1/20/2016,26,7975.6
2016012006,6,1/20/2016,26,7975.6
2016012007,7,1/20/2016,24.86,7899.9
2016012008,8,1/20/2016,24.86,7899.9
2016012009,9,1/20/2016,27.67,8208.1
2016012010,10,1/20/2016,27.67,8208.1
2016012011,11,1/20/2016,30.94,8244.3
2016012012,12,1/20/2016,30.94,8244.3
2016012013,13,1/20/2016,40.89,8647.3
2016012014,14,1/20/2016,40.89,8647.3
2016012015,15,1/20/2016,45.35,8551.7
2016012016,16,1/20/2016,45.35,8551.7
2016012017,17,1/20/2016,46.4,8732.1
2016012018,18,1/20/2016,46.4,8732.1
2016012019,19,1/20/2016,47.99,9019.4
2016012020,20,1/20/2016,47.99,9019.4
2016012021,21,1/20/2016,45.72,9046.6
2016012022,22,1/20/2016,45.72,9046.6
2016012023,23,1/20/2016,43.51,9140.6
2016012024,24,1/20/2016,43.51,9140.6
2016012025,25,1/20/2016,42.91,9210.4
2016012026,26,1/20/2016,42.91,9210.4
2016012027,27,1/20/2016,40.8,9334.7
2016012028,28,1/20/2016,40.8,9334.7
2016012029,29,1/20/2016,38.92,9131.1
2016012030,30,1/20/2016,38.92,9131.1
2016012031,31,1/20/2016,53.08,7513.2
2016012032,32,1/20/2016,53.08,7513.2
2016012033,33,1/20/2016,76.6,7187.1
2016012034,34,1/20/2016,76.6,7187.1
2016012035,35,1/20/2016,113.62,6808.2
2016012036,36,1/20/2016,113.62,6808.2
2016012037,37,1/20/2016,72.84,6783
2016012038,38,1/20/2016,72.84,6783
2016012039,39,1/20/2016,52.61,7532.1
2016012040,40,1/20/2016,52.61,7532.1
2016012041,41,1/20/2016,44.79,7805.3
2016012042,42,1/20/2016,44.79,7805.3
2016012043,43,1/20/2016,38.84,7873.7
2016012044,44,1/20/2016,38.84,7873.7
2016012045,45,1/20/2016,34.17,6821.4
2016012046,46,1/20/2016,34.17,6821.4
2016012147,47,1/21/2016,31.4,7767.5
2016012148,48,1/21/2016,31.4,7767.5
2016012101,1,1/21/2016,30.17,7681.9
2016012102,2,1/21/2016,30.17,7681.9
2016012103,3,1/21/2016,28.99,7737.8
2016012104,4,1/21/2016,28.99,7737.8
2016012105,5,1/21/2016,28.09,7699.3
2016012106,6,1/21/2016,28.09,7699.3
2016012107,7,1/21/2016,27.55,7680
2016012108,8,1/21/2016,27.55,7680
2016012109,9,1/21/2016,28.9,7829.4
2016012110,10,1/21/2016,28.9,7829.4
2016012111,11,1/21/2016,30.48,8261.4
2016012112,12,1/21/2016,30.48,8261.4
2016012113,13,1/21/2016,38.08,8682.4
2016012114,14,1/21/2016,38.08,8682.4
2016012115,15,1/21/2016,38.21,10083.4
2016012116,16,1/21/2016,38.21,10083.4
2016012117,17,1/21/2016,44.1,10258.6
2016012118,18,1/21/2016,44.1,10258.6
2016012119,19,1/21/2016,49.06,10626.7
2016012120,20,1/21/2016,49.06,10626.7
2016012121,21,1/21/2016,47.82,10674
2016012122,22,1/21/2016,47.82,10674
2016012123,23,1/21/2016,41.18,10615
2016012124,24,1/21/2016,41.18,10615
2016012125,25,1/21/2016,40.94,10722.9
2016012126,26,1/21/2016,40.94,10722.9
2016012127,27,1/21/2016,34.1,10760.1
2016012128,28,1/21/2016,34.1,10760.1
2016012129,29,1/21/2016,38.07,10833.6
2016012130,30,1/21/2016,38.07,10833.6
2016012131,31,1/21/2016,42.91,10065.3
2016012132,32,1/21/2016,42.91,10065.3
2016012133,33,1/21/2016,57.15,10307.1
2016012134,34,1/21/2016,57.15,10307.1
2016012135,35,1/21/2016,68.31,9321
2016012136,36,1/21/2016,68.31,9321
2016012137,37,1/21/2016,47.75,9505.8
2016012138,38,1/21/2016,47.75,9505.8
2016012139,39,1/21/2016,45.16,9156
2016012140,40,1/21/2016,45.16,9156
2016012141,41,1/21/2016,34.9,7891
2016012142,42,1/21/2016,34.9,7891
2016012143,43,1/21/2016,34.48,7742.7
2016012144,44,1/21/2016,34.48,7742.7
2016012145,45,1/21/2016,33.54,7459.2
2016012146,46,1/21/2016,33.54,7459.2
2016012247,47,1/22/2016,30.43,7930.4
2016012248,48,1/22/2016,30.43,7930.4
2016012201,1,1/22/2016,30.91,8222.3
2016012202,2,1/22/2016,30.91,8222.3
2016012203,3,1/22/2016,29.5,8544.6
2016012204,4,1/22/2016,29.5,8544.6
2016012205,5,1/22/2016,27.14,8462.1
2016012206,6,1/22/2016,27.14,8462.1
2016012207,7,1/22/2016,25.99,8270.4
2016012208,8,1/22/2016,25.99,8270.4
2016012209,9,1/22/2016,25.99,8496.5
2016012210,10,1/22/2016,25.99,8496.5
2016012211,11,1/22/2016,29.94,8497.4
2016012212,12,1/22/2016,29.94,8497.4
2016012213,13,1/22/2016,37.06,8685.6
2016012214,14,1/22/2016,37.06,8685.6
2016012215,15,1/22/2016,39.22,9791.6
2016012216,16,1/22/2016,39.22,9791.6
2016012217,17,1/22/2016,39.51,9604.4
2016012218,18,1/22/2016,39.51,9604.4
2016012219,19,1/22/2016,37.9,9576
2016012220,20,1/22/2016,37.9,9576
2016012221,21,1/22/2016,36.91,9277.9
2016012222,22,1/22/2016,36.91,9277.9
2016012223,23,1/22/2016,37.9,9458.1
2016012224,24,1/22/2016,37.9,9458.1
2016012225,25,1/22/2016,33.24,9355.8
2016012226,26,1/22/2016,33.24,9355.8
2016012227,27,1/22/2016,30.84,9739.5
2016012228,28,1/22/2016,30.84,9739.5
2016012229,29,1/22/2016,28.42,9305.9
2016012230,30,1/22/2016,28.42,9305.9
2016012231,31,1/22/2016,28.01,8407.7
2016012232,32,1/22/2016,28.01,8407.7
2016012233,33,1/22/2016,35,8457.8
2016012234,34,1/22/2016,35,8457.8
2016012235,35,1/22/2016,56,8544.2
2016012236,36,1/22/2016,56,8544.2
2016012237,37,1/22/2016,39.62,8479
2016012238,38,1/22/2016,39.62,8479
2016012239,39,1/22/2016,40.06,7911.8
2016012240,40,1/22/2016,40.06,7911.8
2016012241,41,1/22/2016,32,7765.2
2016012242,42,1/22/2016,32,7765.2
2016012243,43,1/22/2016,32.02,8186
2016012244,44,1/22/2016,32.02,8186
2016012245,45,1/22/2016,29.99,7798.2
2016012246,46,1/22/2016,29.99,7798.2
2016012347,47,1/23/2016,33.59,6571.1
2016012348,48,1/23/2016,33.59,6571.1
2016012301,1,1/23/2016,33.59,6506.9
2016012302,2,1/23/2016,33.59,6506.9
2016012303,3,1/23/2016,33,6739.8
2016012304,4,1/23/2016,33,6739.8
2016012305,5,1/23/2016,30.07,6939.6
2016012306,6,1/23/2016,30.07,6939.6
2016012307,7,1/23/2016,29.48,6975.3
2016012308,8,1/23/2016,29.48,6975.3
2016012309,9,1/23/2016,27.92,7119.1
2016012310,10,1/23/2016,27.92,7119.1
2016012311,11,1/23/2016,28.11,6755.2
2016012312,12,1/23/2016,28.11,6755.2
2016012313,13,1/23/2016,32.62,6677.9
2016012314,14,1/23/2016,32.62,6677.9
2016012315,15,1/23/2016,27.99,6754.7
2016012316,16,1/23/2016,27.99,6754.7
2016012317,17,1/23/2016,31.94,7328.4
2016012318,18,1/23/2016,31.94,7328.4
2016012319,19,1/23/2016,33.06,7287.9
2016012320,20,1/23/2016,33.06,7287.9
2016012321,21,1/23/2016,37.23,7111.9
2016012322,22,1/23/2016,37.23,7111.9
2016012323,23,1/23/2016,34.04,6901.7
2016012324,24,1/23/2016,34.04,6901.7
2016012325,25,1/23/2016,33.03,6911.3
2016012326,26,1/23/2016,33.03,6911.3
2016012327,27,1/23/2016,30.96,6983.8
2016012328,28,1/23/2016,30.96,6983.8
2016012329,29,1/23/2016,31.8,7005.9
2016012330,30,1/23/2016,31.8,7005.9
2016012331,31,1/23/2016,27.84,7103.2
2016012332,32,1/23/2016,27.84,7103.2
2016012333,33,1/23/2016,34.96,7525.3
2016012334,34,1/23/2016,34.96,7525.3
2016012335,35,1/23/2016,68,7462.2
2016012336,36,1/23/2016,68,7462.2
2016012337,37,1/23/2016,49.1,7474.8
2016012338,38,1/23/2016,49.1,7474.8
2016012339,39,1/23/2016,42.9,7225.9
2016012340,40,1/23/2016,42.9,7225.9
2016012341,41,1/23/2016,33.1,6769
2016012342,42,1/23/2016,33.1,6769
2016012343,43,1/23/2016,33.54,7074.8
2016012344,44,1/23/2016,33.54,7074.8
2016012345,45,1/23/2016,32.05,6962.1
2016012346,46,1/23/2016,32.05,6962.1
2016012447,47,1/24/2016,41.19,7755.7
2016012448,48,1/24/2016,41.19,7755.7
2016012401,1,1/24/2016,33.57,7758.8
2016012402,2,1/24/2016,33.57,7758.8
2016012403,3,1/24/2016,33.53,7884.6
2016012404,4,1/24/2016,33.53,7884.6
2016012405,5,1/24/2016,33.42,7623.9
2016012406,6,1/24/2016,33.42,7623.9
2016012407,7,1/24/2016,31,7500
2016012408,8,1/24/2016,31,7500
2016012409,9,1/24/2016,26.06,7655.2
2016012410,10,1/24/2016,26.06,7655.2
2016012411,11,1/24/2016,24,7620.9
2016012412,12,1/24/2016,24,7620.9
2016012413,13,1/24/2016,30.95,7704.3
2016012414,14,1/24/2016,30.95,7704.3
2016012415,15,1/24/2016,30,8770.3
2016012416,16,1/24/2016,30,8770.3
2016012417,17,1/24/2016,30.76,8098.4
2016012418,18,1/24/2016,30.76,8098.4
2016012419,19,1/24/2016,32.96,8475.6
2016012420,20,1/24/2016,32.96,8475.6
2016012421,21,1/24/2016,33,7844
2016012422,22,1/24/2016,33,7844
2016012423,23,1/24/2016,33,7284.4
2016012424,24,1/24/2016,33,7284.4
2016012425,25,1/24/2016,40.91,7544.1
2016012426,26,1/24/2016,40.91,7544.1
2016012427,27,1/24/2016,35.43,7342
2016012428,28,1/24/2016,35.43,7342
2016012429,29,1/24/2016,33.02,7335
2016012430,30,1/24/2016,33.02,7335
2016012431,31,1/24/2016,33.01,7585.7
2016012432,32,1/24/2016,33.01,7585.7
2016012433,33,1/24/2016,36.52,7307
2016012434,34,1/24/2016,36.52,7307
2016012435,35,1/24/2016,71.46,7040.1
2016012436,36,1/24/2016,71.46,7040.1
2016012437,37,1/24/2016,50.28,7042.8
2016012438,38,1/24/2016,50.28,7042.8
2016012439,39,1/24/2016,33.08,7017.4
2016012440,40,1/24/2016,33.08,7017.4
2016012441,41,1/24/2016,33.07,6659.1
2016012442,42,1/24/2016,33.07,6659.1
2016012443,43,1/24/2016,31.97,7450.5
2016012444,44,1/24/2016,31.97,7450.5
2016012445,45,1/24/2016,30,7719.2
2016012446,46,1/24/2016,30,7719.2
2016012547,47,1/25/2016,30.95,6893.8
2016012548,48,1/25/2016,30.95,6893.8
2016012501,1,1/25/2016,30.96,6838.7
2016012502,2,1/25/2016,30.96,6838.7
2016012503,3,1/25/2016,32.75,6840.1
2016012504,4,1/25/2016,32.75,6840.1
2016012505,5,1/25/2016,30,6916.4
2016012506,6,1/25/2016,30,6916.4
2016012507,7,1/25/2016,24.42,7171.9
2016012508,8,1/25/2016,24.42,7171.9
2016012509,9,1/25/2016,21,7007.4
2016012510,10,1/25/2016,21,7007.4
2016012511,11,1/25/2016,26.92,7042.9
2016012512,12,1/25/2016,26.92,7042.9
2016012513,13,1/25/2016,34.03,7027.7
2016012514,14,1/25/2016,34.03,7027.7
2016012515,15,1/25/2016,33.02,7577.1
2016012516,16,1/25/2016,33.02,7577.1
2016012517,17,1/25/2016,30.61,7391.1
2016012518,18,1/25/2016,30.61,7391.1
2016012519,19,1/25/2016,34.49,7422.4
2016012520,20,1/25/2016,34.49,7422.4
2016012521,21,1/25/2016,30.01,7578.9
2016012522,22,1/25/2016,30.01,7578.9
2016012523,23,1/25/2016,31.01,7688
2016012524,24,1/25/2016,31.01,7688
2016012525,25,1/25/2016,32.02,7648.3
2016012526,26,1/25/2016,32.02,7648.3
2016012527,27,1/25/2016,32.02,7758.4
2016012528,28,1/25/2016,32.02,7758.4
2016012529,29,1/25/2016,31.87,7707.7
2016012530,30,1/25/2016,31.87,7707.7
2016012531,31,1/25/2016,29.4,7796.4
2016012532,32,1/25/2016,29.4,7796.4
2016012533,33,1/25/2016,29.99,7607.6
2016012534,34,1/25/2016,29.99,7607.6
2016012535,35,1/25/2016,64.92,7991.6
2016012536,36,1/25/2016,64.92,7991.6
2016012537,37,1/25/2016,49,7839.3
2016012538,38,1/25/2016,49,7839.3
2016012539,39,1/25/2016,40.79,7850.4
2016012540,40,1/25/2016,40.79,7850.4
2016012541,41,1/25/2016,33.53,7788
2016012542,42,1/25/2016,33.53,7788
2016012543,43,1/25/2016,33.03,8160.5
2016012544,44,1/25/2016,33.03,8160.5
2016012545,45,1/25/2016,28.47,7958.9
2016012546,46,1/25/2016,28.47,7958.9
2016012647,47,1/26/2016,29.6,6625.4
2016012648,48,1/26/2016,29.6,6625.4
2016012601,1,1/26/2016,28.94,6641.2
2016012602,2,1/26/2016,28.94,6641.2
2016012603,3,1/26/2016,29.42,6965.3
2016012604,4,1/26/2016,29.42,6965.3
2016012605,5,1/26/2016,24.14,6884.8
2016012606,6,1/26/2016,24.14,6884.8
2016012607,7,1/26/2016,18,6589
2016012608,8,1/26/2016,18,6589
2016012609,9,1/26/2016,16.23,6593.5
2016012610,10,1/26/2016,16.23,6593.5
2016012611,11,1/26/2016,21.21,6617.4
2016012612,12,1/26/2016,21.21,6617.4
2016012613,13,1/26/2016,32.99,7169.1
2016012614,14,1/26/2016,32.99,7169.1
2016012615,15,1/26/2016,33.54,7606.3
2016012616,16,1/26/2016,33.54,7606.3
2016012617,17,1/26/2016,37,7431.2
2016012618,18,1/26/2016,37,7431.2
