,quantity,settlementDate,settlementPeriod
2016011841,48028,2016-01-18,41
2016011840,48783,2016-01-18,40
2016011839,49199,2016-01-18,39
2016011838,50423,2016-01-18,38
2016011837,51226,2016-01-18,37
2016011836,51358,2016-01-18,36
2016011835,51470,2016-01-18,35
2016011834,51170,2016-01-18,34
2016011833,50947,2016-01-18,33
2016011832,50471,2016-01-18,32
2016011831,50331,2016-01-18,31
2016011830,50315,2016-01-18,30
2016011829,49815,2016-01-18,29
2016011828,49913,2016-01-18,28
2016011827,49934,2016-01-18,27
2016011826,50121,2016-01-18,26
2016011825,50186,2016-01-18,25
2016011824,50284,2016-01-18,24
2016011823,50246,2016-01-18,23
2016011822,50222,2016-01-18,22
2016011821,50198,2016-01-18,21
2016011820,50022,2016-01-18,20
2016011819,49952,2016-01-18,19
2016011818,49738,2016-01-18,18
2016011817,49366,2016-01-18,17
2016011816,48642,2016-01-18,16
2016011815,46671,2016-01-18,15
2016011814,39958,2016-01-18,14
2016011813,35962,2016-01-18,13
2016011812,33151,2016-01-18,12
2016011811,32206,2016-01-18,11
2016011810,32026,2016-01-18,10
2016011809,31968,2016-01-18,9
2016011808,31899,2016-01-18,8
2016011807,31966,2016-01-18,7
2016011806,32031,2016-01-18,6
2016011805,32064,2016-01-18,5
2016011804,32096,2016-01-18,4
2016011803,32138,2016-01-18,3
2016011802,32205,2016-01-18,2
2016011801,32218,2016-01-18,1
2016011948,33075,2016-01-19,48
2016011947,37266,2016-01-19,47
2016011946,43499,2016-01-19,46
2016011945,45286,2016-01-19,45
2016011944,45979,2016-01-19,44
2016011943,46600,2016-01-19,43
2016011942,48491,2016-01-19,42
2016011941,50126,2016-01-19,41
2016011940,50977,2016-01-19,40
2016011939,51031,2016-01-19,39
2016011938,51257,2016-01-19,38
2016011937,51354,2016-01-19,37
2016011936,51406,2016-01-19,36
2016011935,51496,2016-01-19,35
2016011934,50974,2016-01-19,34
2016011933,50901,2016-01-19,33
2016011932,50901,2016-01-19,32
2016011931,51113,2016-01-19,31
2016011930,51319,2016-01-19,30
2016011929,51486,2016-01-19,29
2016011928,51538,2016-01-19,28
2016011927,51681,2016-01-19,27
2016011926,51883,2016-01-19,26
2016011925,51777,2016-01-19,25
2016011924,51769,2016-01-19,24
2016011923,51499,2016-01-19,23
2016011922,51182,2016-01-19,22
2016011921,50863,2016-01-19,21
2016011920,50505,2016-01-19,20
2016011919,50271,2016-01-19,19
2016011918,49916,2016-01-19,18
2016011917,49523,2016-01-19,17
2016011916,48504,2016-01-19,16
2016011915,47141,2016-01-19,15
2016011914,42790,2016-01-19,14
2016011913,39380,2016-01-19,13
2016011912,36240,2016-01-19,12
2016011911,35263,2016-01-19,11
2016011910,34307,2016-01-19,10
2016011909,34108,2016-01-19,9
2016011908,33942,2016-01-19,8
2016011907,33946,2016-01-19,7
2016011906,34177,2016-01-19,6
2016011905,34240,2016-01-19,5
2016011904,34474,2016-01-19,4
2016011903,34508,2016-01-19,3
2016011902,34394,2016-01-19,2
2016011901,34748,2016-01-19,1
2016012048,33608,2016-01-20,48
2016012047,35315,2016-01-20,47
2016012046,40278,2016-01-20,46
2016012045,42686,2016-01-20,45
2016012044,44807,2016-01-20,44
2016012043,47171,2016-01-20,43
2016012042,49301,2016-01-20,42
2016012041,49782,2016-01-20,41
2016012040,50086,2016-01-20,40
2016012039,50878,2016-01-20,39
2016012038,51865,2016-01-20,38
2016012037,52082,2016-01-20,37
2016012036,52063,2016-01-20,36
2016012035,52098,2016-01-20,35
2016012034,51882,2016-01-20,34
2016012033,51589,2016-01-20,33
2016012032,51563,2016-01-20,32
2016012031,51730,2016-01-20,31
2016012030,51727,2016-01-20,30
2016012029,51788,2016-01-20,29
2016012028,51844,2016-01-20,28
2016012027,51918,2016-01-20,27
2016012026,52110,2016-01-20,26
2016012025,52005,2016-01-20,25
2016012024,51956,2016-01-20,24
2016012023,51724,2016-01-20,23
2016012022,51524,2016-01-20,22
2016012021,51169,2016-01-20,21
2016012020,50840,2016-01-20,20
2016012019,50529,2016-01-20,19
2016012018,50126,2016-01-20,18
2016012017,49910,2016-01-20,17
2016012016,49175,2016-01-20,16
2016012015,48088,2016-01-20,15
2016012014,43901,2016-01-20,14
2016012013,39978,2016-01-20,13
2016012012,37371,2016-01-20,12
2016012011,36502,2016-01-20,11
2016012010,34890,2016-01-20,10
2016012009,34488,2016-01-20,9
2016012008,34471,2016-01-20,8
2016012007,34472,2016-01-20,7
2016012006,34260,2016-01-20,6
2016012005,34131,2016-01-20,5
2016012004,34349,2016-01-20,4
2016012003,34444,2016-01-20,3
2016012002,34637,2016-01-20,2
2016012001,35380,2016-01-20,1
2016012148,38696,2016-01-21,48
2016012147,40798,2016-01-21,47
2016012146,45583,2016-01-21,46
2016012145,46918,2016-01-21,45
2016012144,47241,2016-01-21,44
2016012143,48374,2016-01-21,43
2016012142,50557,2016-01-21,42
2016012141,52403,2016-01-21,41
2016012140,54581,2016-01-21,40
2016012139,56092,2016-01-21,39
2016012138,57468,2016-01-21,38
2016012137,57499,2016-01-21,37
2016012136,57555,2016-01-21,36
2016012135,57493,2016-01-21,35
2016012134,56813,2016-01-21,34
2016012133,56569,2016-01-21,33
2016012132,56302,2016-01-21,32
2016012131,56218,2016-01-21,31
2016012130,55806,2016-01-21,30
2016012129,55790,2016-01-21,29
2016012128,55839,2016-01-21,28
2016012127,55876,2016-01-21,27
2016012126,55910,2016-01-21,26
2016012125,55909,2016-01-21,25
2016012124,55805,2016-01-21,24
2016012123,55533,2016-01-21,23
2016012122,55398,2016-01-21,22
2016012121,55094,2016-01-21,21
2016012120,54836,2016-01-21,20
2016012119,54587,2016-01-21,19
2016012118,54164,2016-01-21,18
2016012117,53576,2016-01-21,17
2016012116,52527,2016-01-21,16
2016012115,51158,2016-01-21,15
2016012114,46144,2016-01-21,14
2016012113,41919,2016-01-21,13
2016012112,38491,2016-01-21,12
2016012111,37004,2016-01-21,11
2016012110,35879,2016-01-21,10
2016012109,35706,2016-01-21,9
2016012108,35110,2016-01-21,8
2016012107,34693,2016-01-21,7
2016012106,34551,2016-01-21,6
2016012105,34786,2016-01-21,5
2016012104,35478,2016-01-21,4
2016012103,35517,2016-01-21,3
2016012102,35911,2016-01-21,2
2016012101,35939,2016-01-21,1
2016012248,28947,2016-01-22,48
2016012247,31604,2016-01-22,47
2016012246,37312,2016-01-22,46
2016012245,40542,2016-01-22,45
2016012244,42963,2016-01-22,44
2016012243,44297,2016-01-22,43
2016012242,46368,2016-01-22,42
2016012241,47677,2016-01-22,41
2016012240,48620,2016-01-22,40
2016012239,49365,2016-01-22,39
2016012238,50184,2016-01-22,38
2016012237,50254,2016-01-22,37
2016012236,50423,2016-01-22,36
2016012235,50517,2016-01-22,35
2016012234,50239,2016-01-22,34
2016012233,50108,2016-01-22,33
2016012232,48848,2016-01-22,32
2016012231,48139,2016-01-22,31
2016012230,47846,2016-01-22,30
2016012229,47847,2016-01-22,29
2016012228,48636,2016-01-22,28
2016012227,48914,2016-01-22,27
2016012226,49269,2016-01-22,26
2016012225,49432,2016-01-22,25
2016012224,49354,2016-01-22,24
2016012223,49280,2016-01-22,23
2016012222,49273,2016-01-22,22
2016012221,49253,2016-01-22,21
2016012220,49206,2016-01-22,20
2016012219,49285,2016-01-22,19
2016012218,49293,2016-01-22,18
2016012217,49107,2016-01-22,17
2016012216,48371,2016-01-22,16
2016012215,46354,2016-01-22,15
2016012214,41226,2016-01-22,14
2016012213,36892,2016-01-22,13
2016012212,34053,2016-01-22,12
2016012211,33671,2016-01-22,11
2016012210,32880,2016-01-22,10
2016012209,32506,2016-01-22,9
2016012208,32653,2016-01-22,8
2016012207,32564,2016-01-22,7
2016012206,32474,2016-01-22,6
2016012205,32509,2016-01-22,5
2016012204,32629,2016-01-22,4
2016012203,32630,2016-01-22,3
2016012202,32840,2016-01-22,2
2016012201,32799,2016-01-22,1
2016012348,27320,2016-01-23,48
2016012347,30552,2016-01-23,47
2016012346,35405,2016-01-23,46
2016012345,36753,2016-01-23,45
2016012344,38122,2016-01-23,44
2016012343,39188,2016-01-23,43
2016012342,40035,2016-01-23,42
2016012341,40590,2016-01-23,41
2016012340,41253,2016-01-23,40
2016012339,42075,2016-01-23,39
2016012338,43358,2016-01-23,38
2016012337,43429,2016-01-23,37
2016012336,43483,2016-01-23,36
2016012335,43507,2016-01-23,35
2016012334,43020,2016-01-23,34
2016012333,42232,2016-01-23,33
2016012332,41267,2016-01-23,32
2016012331,40912,2016-01-23,31
2016012330,40685,2016-01-23,30
2016012329,40402,2016-01-23,29
2016012328,40719,2016-01-23,28
2016012327,40821,2016-01-23,27
2016012326,41067,2016-01-23,26
2016012325,41025,2016-01-23,25
2016012324,40957,2016-01-23,24
2016012323,40804,2016-01-23,23
2016012322,40671,2016-01-23,22
2016012321,40442,2016-01-23,21
2016012320,40161,2016-01-23,20
2016012319,39702,2016-01-23,19
2016012318,39062,2016-01-23,18
2016012317,38209,2016-01-23,17
2016012316,37091,2016-01-23,16
2016012315,35509,2016-01-23,15
2016012314,32029,2016-01-23,14
2016012313,29419,2016-01-23,13
2016012312,28863,2016-01-23,12
2016012311,28904,2016-01-23,11
2016012310,28593,2016-01-23,10
2016012309,28813,2016-01-23,9
2016012308,29069,2016-01-23,8
2016012307,29457,2016-01-23,7
2016012306,30024,2016-01-23,6
2016012305,30114,2016-01-23,5
2016012304,30130,2016-01-23,4
2016012303,30411,2016-01-23,3
2016012302,30808,2016-01-23,2
2016012301,30782,2016-01-23,1
2016012448,28914,2016-01-24,48
2016012447,31398,2016-01-24,47
2016012446,35583,2016-01-24,46
2016012445,37231,2016-01-24,45
2016012444,37824,2016-01-24,44
2016012443,38191,2016-01-24,43
2016012442,39641,2016-01-24,42
2016012441,41045,2016-01-24,41
2016012440,42276,2016-01-24,40
2016012439,43799,2016-01-24,39
2016012438,44790,2016-01-24,38
2016012437,44883,2016-01-24,37
2016012436,44932,2016-01-24,36
2016012435,44919,2016-01-24,35
2016012434,44471,2016-01-24,34
2016012433,43475,2016-01-24,33
2016012432,41760,2016-01-24,32
2016012431,40573,2016-01-24,31
2016012430,40075,2016-01-24,30
2016012429,39863,2016-01-24,29
2016012428,39880,2016-01-24,28
2016012427,39979,2016-01-24,27
2016012426,40084,2016-01-24,26
2016012425,40098,2016-01-24,25
2016012424,40077,2016-01-24,24
2016012423,39870,2016-01-24,23
2016012422,39034,2016-01-24,22
2016012421,38064,2016-01-24,21
2016012420,37200,2016-01-24,20
2016012419,35893,2016-01-24,19
2016012418,34273,2016-01-24,18
2016012417,33369,2016-01-24,17
2016012416,32008,2016-01-24,16
2016012415,30962,2016-01-24,15
2016012414,29164,2016-01-24,14
2016012413,28238,2016-01-24,13
2016012412,27804,2016-01-24,12
2016012411,27869,2016-01-24,11
2016012410,27796,2016-01-24,10
2016012409,27898,2016-01-24,9
2016012408,28143,2016-01-24,8
2016012407,28213,2016-01-24,7
2016012406,28576,2016-01-24,6
2016012405,28629,2016-01-24,5
2016012404,28692,2016-01-24,4
2016012403,28765,2016-01-24,3
2016012402,29055,2016-01-24,2
2016012401,29365,2016-01-24,1
2016012548,32732,2016-01-25,48
2016012547,34135,2016-01-25,47
2016012546,37680,2016-01-25,46
2016012545,38967,2016-01-25,45
2016012544,40184,2016-01-25,44
2016012543,40961,2016-01-25,43
2016012542,42877,2016-01-25,42
2016012541,44823,2016-01-25,41
2016012540,46626,2016-01-25,40
2016012539,48445,2016-01-25,39
2016012538,49467,2016-01-25,38
2016012537,49718,2016-01-25,37
2016012536,49859,2016-01-25,36
2016012535,49951,2016-01-25,35
2016012534,49162,2016-01-25,34
2016012533,47172,2016-01-25,33
2016012532,45672,2016-01-25,32
2016012531,45308,2016-01-25,31
2016012530,45452,2016-01-25,30
2016012529,45363,2016-01-25,29
2016012528,45490,2016-01-25,28
2016012527,45548,2016-01-25,27
2016012526,45636,2016-01-25,26
2016012525,45526,2016-01-25,25
2016012524,45178,2016-01-25,24
2016012523,44722,2016-01-25,23
2016012522,44451,2016-01-25,22
2016012521,44139,2016-01-25,21
2016012520,43849,2016-01-25,20
2016012519,43472,2016-01-25,19
2016012518,42518,2016-01-25,18
2016012517,41654,2016-01-25,17
2016012516,40745,2016-01-25,16
2016012515,38497,2016-01-25,15
2016012514,34500,2016-01-25,14
2016012513,32092,2016-01-25,13
2016012512,30000,2016-01-25,12
2016012511,28947,2016-01-25,11
2016012510,28424,2016-01-25,10
2016012509,28136,2016-01-25,9
2016012508,27989,2016-01-25,8
2016012507,27958,2016-01-25,7
2016012506,27931,2016-01-25,6
2016012505,27935,2016-01-25,5
2016012504,27979,2016-01-25,4
2016012503,28202,2016-01-25,3
2016012502,28204,2016-01-25,2
2016012501,28178,2016-01-25,1
2016012648,29504,2016-01-26,48
2016012647,32089,2016-01-26,47
2016012646,36583,2016-01-26,46
2016012645,38722,2016-01-26,45
2016012644,39930,2016-01-26,44
2016012643,41253,2016-01-26,43
2016012642,43205,2016-01-26,42
2016012641,44752,2016-01-26,41
2016012640,47202,2016-01-26,40
2016012639,48655,2016-01-26,39
2016012638,50036,2016-01-26,38
2016012637,50450,2016-01-26,37
2016012636,50655,2016-01-26,36
2016012635,50692,2016-01-26,35
2016012634,49856,2016-01-26,34
2016012633,48927,2016-01-26,33
2016012632,47587,2016-01-26,32
2016012631,46636,2016-01-26,31
2016012630,45571,2016-01-26,30
2016012629,45366,2016-01-26,29
2016012628,45698,2016-01-26,28
2016012627,45648,2016-01-26,27
2016012626,45589,2016-01-26,26
2016012625,45600,2016-01-26,25
2016012624,45674,2016-01-26,24
2016012623,45811,2016-01-26,23
2016012622,45697,2016-01-26,22
2016012621,45342,2016-01-26,21
2016012620,44916,2016-01-26,20
2016012619,44567,2016-01-26,19
2016012618,44087,2016-01-26,18
2016012617,43217,2016-01-26,17
2016012616,42052,2016-01-26,16
2016012615,40385,2016-01-26,15
2016012614,35877,2016-01-26,14
2016012613,32682,2016-01-26,13
2016012612,30943,2016-01-26,12
2016012611,30473,2016-01-26,11
2016012610,30215,2016-01-26,10
2016012609,30018,2016-01-26,9
2016012608,29789,2016-01-26,8
2016012607,29597,2016-01-26,7
2016012606,29407,2016-01-26,6
2016012605,29341,2016-01-26,5
2016012604,29574,2016-01-26,4
2016012603,29983,2016-01-26,3
2016012602,30112,2016-01-26,2
2016012601,30156,2016-01-26,1
2016012748,31299,2016-01-27,48
2016012747,32328,2016-01-27,47
2016012746,35309,2016-01-27,46
2016012745,37180,2016-01-27,45
2016012744,39006,2016-01-27,44
2016012743,40373,2016-01-27,43
2016012742,41991,2016-01-27,42
2016012741,43641,2016-01-27,41
2016012740,45320,2016-01-27,40
2016012739,46306,2016-01-27,39
2016012738,47390,2016-01-27,38
2016012737,47683,2016-01-27,37
2016012736,47685,2016-01-27,36
2016012735,47717,2016-01-27,35
2016012734,47228,2016-01-27,34
2016012733,46448,2016-01-27,33
2016012732,45258,2016-01-27,32
2016012731,44604,2016-01-27,31
2016012730,44243,2016-01-27,30
2016012729,44095,2016-01-27,29
2016012728,44027,2016-01-27,28
2016012727,44006,2016-01-27,27
2016012726,43941,2016-01-27,26
2016012725,43821,2016-01-27,25
2016012724,43628,2016-01-27,24
2016012723,43255,2016-01-27,23
2016012722,42992,2016-01-27,22
2016012721,42748,2016-01-27,21
2016012720,42565,2016-01-27,20
2016012719,42515,2016-01-27,19
2016012718,42241,2016-01-27,18
2016012717,41676,2016-01-27,17
2016012716,40568,2016-01-27,16
2016012715,39570,2016-01-27,15
2016012714,35359,2016-01-27,14
2016012713,32476,2016-01-27,13
2016012712,30171,2016-01-27,12
2016012711,28938,2016-01-27,11
2016012710,28416,2016-01-27,10
2016012709,28220,2016-01-27,9
2016012708,28043,2016-01-27,8
2016012707,27794,2016-01-27,7
2016012706,27592,2016-01-27,6
2016012705,27664,2016-01-27,5
2016012704,27784,2016-01-27,4
2016012703,27903,2016-01-27,3
2016012702,28291,2016-01-27,2
2016012701,28269,2016-01-27,1
2016012848,34346,2016-01-28,48
2016012847,36752,2016-01-28,47
2016012846,38786,2016-01-28,46
2016012845,40224,2016-01-28,45
2016012844,41256,2016-01-28,44
2016012843,41758,2016-01-28,43
2016012842,43643,2016-01-28,42
2016012841,46025,2016-01-28,41
2016012840,47812,2016-01-28,40
2016012839,48629,2016-01-28,39
2016012838,49578,2016-01-28,38
2016012837,49831,2016-01-28,37
2016012836,49833,2016-01-28,36
2016012835,49871,2016-01-28,35
2016012834,49092,2016-01-28,34
2016012833,47752,2016-01-28,33
2016012832,46606,2016-01-28,32
2016012831,45880,2016-01-28,31
2016012830,45430,2016-01-28,30
2016012829,45453,2016-01-28,29
2016012828,45748,2016-01-28,28
2016012827,45906,2016-01-28,27
2016012826,46116,2016-01-28,26
2016012825,46041,2016-01-28,25
2016012824,45942,2016-01-28,24
2016012823,45827,2016-01-28,23
2016012822,45894,2016-01-28,22
2016012821,45480,2016-01-28,21
2016012820,45007,2016-01-28,20
2016012819,44583,2016-01-28,19
2016012818,44028,2016-01-28,18
2016012817,43565,2016-01-28,17
2016012816,42747,2016-01-28,16
2016012815,41519,2016-01-28,15
2016012814,37157,2016-01-28,14
2016012813,32377,2016-01-28,13
2016012812,30566,2016-01-28,12
2016012811,30032,2016-01-28,11
2016012810,29518,2016-01-28,10
2016012809,29326,2016-01-28,9
2016012808,29291,2016-01-28,8
2016012807,29346,2016-01-28,7
2016012806,29401,2016-01-28,6
2016012805,29456,2016-01-28,5
2016012804,29502,2016-01-28,4
2016012803,29606,2016-01-28,3
2016012802,29919,2016-01-28,2
2016012801,29928,2016-01-28,1
2016012948,31768,2016-01-29,48
2016012947,33573,2016-01-29,47
2016012946,36688,2016-01-29,46
2016012945,37885,2016-01-29,45
2016012944,38319,2016-01-29,44
2016012943,38856,2016-01-29,43
2016012942,40272,2016-01-29,42
2016012941,41833,2016-01-29,41
2016012940,42746,2016-01-29,40
2016012939,43850,2016-01-29,39
2016012938,45973,2016-01-29,38
2016012937,46392,2016-01-29,37
2016012936,46435,2016-01-29,36
2016012935,46549,2016-01-29,35
2016012934,46058,2016-01-29,34
2016012933,45233,2016-01-29,33
2016012932,44229,2016-01-29,32
2016012931,43991,2016-01-29,31
2016012930,44163,2016-01-29,30
2016012929,44169,2016-01-29,29
2016012928,44278,2016-01-29,28
2016012927,44376,2016-01-29,27
2016012926,44578,2016-01-29,26
2016012925,44477,2016-01-29,25
2016012924,44383,2016-01-29,24
2016012923,44057,2016-01-29,23
2016012922,43814,2016-01-29,22
2016012921,43512,2016-01-29,21
2016012920,43075,2016-01-29,20
2016012919,42760,2016-01-29,19
2016012918,42423,2016-01-29,18
2016012917,42068,2016-01-29,17
2016012916,41403,2016-01-29,16
2016012915,39904,2016-01-29,15
2016012914,35025,2016-01-29,14
2016012913,31549,2016-01-29,13
2016012912,30285,2016-01-29,12
2016012911,30120,2016-01-29,11
2016012910,30104,2016-01-29,10
2016012909,30134,2016-01-29,9
2016012908,30094,2016-01-29,8
2016012907,30131,2016-01-29,7
2016012906,30295,2016-01-29,6
2016012905,30288,2016-01-29,5
2016012904,30268,2016-01-29,4
2016012903,30200,2016-01-29,3
2016012902,30168,2016-01-29,2
2016012901,30090,2016-01-29,1
2016013048,29146,2016-01-30,48
2016013047,30722,2016-01-30,47
2016013046,34585,2016-01-30,46
2016013045,36212,2016-01-30,45
2016013044,36807,2016-01-30,44
2016013043,37899,2016-01-30,43
2016013042,39456,2016-01-30,42
2016013041,40620,2016-01-30,41
2016013040,41906,2016-01-30,40
2016013039,43089,2016-01-30,39
2016013038,43901,2016-01-30,38
2016013037,44068,2016-01-30,37
2016013036,44224,2016-01-30,36
2016013035,44334,2016-01-30,35
2016013034,43059,2016-01-30,34
2016013033,41196,2016-01-30,33
2016013032,40374,2016-01-30,32
2016013031,40116,2016-01-30,31
2016013030,40224,2016-01-30,30
2016013029,40105,2016-01-30,29
2016013028,40066,2016-01-30,28
2016013027,39952,2016-01-30,27
2016013026,40019,2016-01-30,26
2016013025,39864,2016-01-30,25
2016013024,39702,2016-01-30,24
2016013023,39337,2016-01-30,23
2016013022,38746,2016-01-30,22
2016013021,38053,2016-01-30,21
2016013020,37642,2016-01-30,20
2016013019,37386,2016-01-30,19
2016013018,36887,2016-01-30,18
2016013017,36329,2016-01-30,17
2016013016,34693,2016-01-30,16
2016013015,32771,2016-01-30,15
2016013014,30056,2016-01-30,14
2016013013,27906,2016-01-30,13
2016013012,27386,2016-01-30,12
2016013011,27275,2016-01-30,11
2016013010,27193,2016-01-30,10
2016013009,27189,2016-01-30,9
2016013008,27209,2016-01-30,8
2016013007,27216,2016-01-30,7
2016013006,27262,2016-01-30,6
2016013005,27314,2016-01-30,5
2016013004,27347,2016-01-30,4
2016013003,27627,2016-01-30,3
2016013002,27951,2016-01-30,2
2016013001,28004,2016-01-30,1
2016013148,27056,2016-01-31,48
2016013147,28371,2016-01-31,47
2016013146,32861,2016-01-31,46
2016013145,34636,2016-01-31,45
2016013144,35373,2016-01-31,44
2016013143,36957,2016-01-31,43
2016013142,39260,2016-01-31,42
2016013141,41303,2016-01-31,41
2016013140,42310,2016-01-31,40
2016013139,43215,2016-01-31,39
2016013138,43962,2016-01-31,38
2016013137,43858,2016-01-31,37
2016013136,43558,2016-01-31,36
2016013135,43430,2016-01-31,35
2016013134,42870,2016-01-31,34
2016013133,41819,2016-01-31,33
2016013132,40968,2016-01-31,32
2016013131,40124,2016-01-31,31
2016013130,40061,2016-01-31,30
2016013129,40061,2016-01-31,29
2016013128,40099,2016-01-31,28
2016013127,40292,2016-01-31,27
2016013126,40291,2016-01-31,26
2016013125,40192,2016-01-31,25
2016013124,40109,2016-01-31,24
2016013123,40079,2016-01-31,23
2016013122,39350,2016-01-31,22
2016013121,38163,2016-01-31,21
2016013120,37462,2016-01-31,20
2016013119,36128,2016-01-31,19
2016013118,34745,2016-01-31,18
2016013117,33686,2016-01-31,17
2016013116,32514,2016-01-31,16
2016013115,30348,2016-01-31,15
2016013114,28042,2016-01-31,14
2016013113,27006,2016-01-31,13
2016013112,26705,2016-01-31,12
2016013111,26816,2016-01-31,11
