,settlementDate,settlementPeriod,solar,wind_off,wind_on
2018090540,9/5/2018,40,241,1890.23,2150.883
2018090539,9/5/2018,39,577,1890.23,2150.883
2018090538,9/5/2018,38,913,1932.38,2181.12
2018090537,9/5/2018,37,1347,1932.38,2181.12
2018090536,9/5/2018,36,1781,2002.078,2186.827
2018090535,9/5/2018,35,2200,2002.078,2186.827
2018090534,9/5/2018,34,2619,2029.032,2148.395
2018090533,9/5/2018,33,2966,2029.032,2148.395
2018090532,9/5/2018,32,3312,1980.602,2031.904
2018090531,9/5/2018,31,3579,1980.602,2031.904
2018090530,9/5/2018,30,3845,1945.936,1921.885
2018090529,9/5/2018,29,4018,1945.936,1921.885
2018090528,9/5/2018,28,4190,1935.498,1782.412
2018090527,9/5/2018,27,4204,1935.498,1782.412
2018090526,9/5/2018,26,4217,1946.215,1652.614
2018090525,9/5/2018,25,4029,1946.215,1652.614
2018090524,9/5/2018,24,3841,2002.801,1550.664
2018090523,9/5/2018,23,3493,2002.801,1550.664
2018090522,9/5/2018,22,3145,2096.554,1484.331
2018090521,9/5/2018,21,2712,2096.554,1484.331
2018090520,9/5/2018,20,2279,2167.504,1450.697
2018090519,9/5/2018,19,1812,2167.504,1450.697
2018090518,9/5/2018,18,1344,2224.562,1457.905
2018090517,9/5/2018,17,935,2224.562,1457.905
2018090516,9/5/2018,16,525,2271.828,1476.691
2018090515,9/5/2018,15,305,2271.828,1476.691
2018090514,9/5/2018,14,85,2265.996,1483.168
2018090513,9/5/2018,13,43,2265.996,1483.168
2018090512,9/5/2018,12,0,2237.683,1466.541
2018090511,9/5/2018,11,0,2237.683,1466.541
2018090510,9/5/2018,10,0,2137.697,1430.203
2018090509,9/5/2018,9,0,2137.697,1430.203
2018090508,9/5/2018,8,0,2040.182,1400.941
2018090507,9/5/2018,7,0,2040.182,1400.941
2018090506,9/5/2018,6,0,1990.192,1377.914
2018090505,9/5/2018,5,0,1990.192,1377.914
2018090504,9/5/2018,4,0,1922.554,1359.302
2018090503,9/5/2018,3,0,1922.554,1359.302
2018090502,9/5/2018,2,0,1823.608,1247.987
2018090501,9/5/2018,1,0,1823.608,1247.987
2018090648,9/6/2018,48,0,1285.743,2358.493
2018090647,9/6/2018,47,0,1285.743,2358.493
2018090646,9/6/2018,46,0,1253.029,2346.43
2018090645,9/6/2018,45,0,1253.029,2346.43
2018090644,9/6/2018,44,0,1252.483,2362.698
2018090643,9/6/2018,43,0,1252.483,2362.698
2018090642,9/6/2018,42,0,1247.642,2403.892
2018090641,9/6/2018,41,71,1247.642,2403.892
2018090640,9/6/2018,40,142,1255.674,2477.532
2018090639,9/6/2018,39,355,1255.674,2477.532
2018090638,9/6/2018,38,567,1126.487,2605.598
2018090637,9/6/2018,37,886,1126.487,2605.598
2018090636,9/6/2018,36,1204,960.348,2516.464
2018090635,9/6/2018,35,1541,960.348,2516.464
2018090634,9/6/2018,34,1877,801.08,2392.575
2018090633,9/6/2018,33,2164,801.08,2392.575
2018090632,9/6/2018,32,2451,717.077,2153.978
2018090631,9/6/2018,31,2726,717.077,2153.978
2018090630,9/6/2018,30,3000,671.724,2026.272
2018090629,9/6/2018,29,3224,671.724,2026.272
2018090628,9/6/2018,28,3447,698.303,1924.316
2018090627,9/6/2018,27,3602,698.303,1924.316
2018090626,9/6/2018,26,3756,784.08,1862.049
2018090625,9/6/2018,25,3834,784.08,1862.049
2018090624,9/6/2018,24,3912,924.718,1818.216
2018090623,9/6/2018,23,3801,924.718,1818.216
2018090622,9/6/2018,22,3689,1082.581,1782.668
2018090621,9/6/2018,21,3345,1082.581,1782.668
2018090620,9/6/2018,20,3000,1251.004,1773.973
2018090619,9/6/2018,19,2468,1251.004,1773.973
2018090618,9/6/2018,18,1936,1462.794,1831.544
2018090617,9/6/2018,17,1376,1462.794,1831.544
2018090616,9/6/2018,16,815,1670.061,1980.107
2018090615,9/6/2018,15,478,1670.061,1980.107
2018090614,9/6/2018,14,141,1794.706,2091.414
2018090613,9/6/2018,13,71,1794.706,2091.414
2018090612,9/6/2018,12,0,1903.029,2239.533
2018090611,9/6/2018,11,0,1903.029,2239.533
2018090610,9/6/2018,10,0,1896.001,2355.279
2018090609,9/6/2018,9,0,1896.001,2355.279
2018090608,9/6/2018,8,0,1886.958,2404.719
2018090607,9/6/2018,7,0,1886.958,2404.719
2018090606,9/6/2018,6,0,1871.091,2488.622
2018090605,9/6/2018,5,0,1871.091,2488.622
2018090604,9/6/2018,4,0,1799.114,2523.802
2018090603,9/6/2018,3,0,1799.114,2523.802
2018090602,9/6/2018,2,0,1652.866,2386.928
2018090601,9/6/2018,1,0,1652.866,2386.928
2018090748,9/7/2018,48,0,2818.018,3315.175
2018090747,9/7/2018,47,0,2818.018,3315.175
2018090746,9/7/2018,46,0,3004.175,3509.607
2018090745,9/7/2018,45,0,3004.175,3509.607
2018090744,9/7/2018,44,0,3222.371,3853.742
2018090743,9/7/2018,43,0,3222.371,3853.742
2018090742,9/7/2018,42,0,3347.381,4130.867
2018090741,9/7/2018,41,112,3347.381,4130.867
2018090740,9/7/2018,40,224,3504.684,4495.189
2018090739,9/7/2018,39,595,3504.684,4495.189
2018090738,9/7/2018,38,966,3693.643,5014.362
2018090737,9/7/2018,37,1499,3693.643,5014.362
2018090736,9/7/2018,36,2032,3900.184,5468.209
2018090735,9/7/2018,35,2557,3900.184,5468.209
2018090734,9/7/2018,34,3081,3756.335,5511.849
2018090733,9/7/2018,33,3571,3756.335,5511.849
2018090732,9/7/2018,32,4060,3804.204,5542.645
2018090731,9/7/2018,31,4375,3804.204,5542.645
2018090730,9/7/2018,30,4690,4130.552,5704.451
2018090729,9/7/2018,29,4811,4130.552,5704.451
2018090728,9/7/2018,28,4932,4101.494,5631.986
2018090727,9/7/2018,27,4945,4101.494,5631.986
2018090726,9/7/2018,26,4958,3952.601,5500.643
2018090725,9/7/2018,25,4817,3952.601,5500.643
2018090724,9/7/2018,24,4676,3807.752,5258.891
2018090723,9/7/2018,23,4414,3807.752,5258.891
2018090722,9/7/2018,22,4152,3711.07,4996.811
2018090721,9/7/2018,21,3694,3711.07,4996.811
2018090720,9/7/2018,20,3235,3662.378,4829.962
2018090719,9/7/2018,19,2622,3662.378,4829.962
2018090718,9/7/2018,18,2009,3629.562,4774.202
2018090717,9/7/2018,17,1427,3629.562,4774.202
2018090716,9/7/2018,16,845,3536.377,4725.163
2018090715,9/7/2018,15,497,3536.377,4725.163
2018090714,9/7/2018,14,148,3458.686,4587.946
2018090713,9/7/2018,13,74,3458.686,4587.946
2018090712,9/7/2018,12,0,3255.83,4421.815
2018090711,9/7/2018,11,0,3255.83,4421.815
2018090710,9/7/2018,10,0,3044.748,4234.356
2018090709,9/7/2018,9,0,3044.748,4234.356
2018090708,9/7/2018,8,0,2810.939,4079.318
2018090707,9/7/2018,7,0,2810.939,4079.318
2018090706,9/7/2018,6,0,2591.903,3885.723
2018090705,9/7/2018,5,0,2591.903,3885.723
2018090704,9/7/2018,4,0,2377.581,3679.291
2018090703,9/7/2018,3,0,2377.581,3679.291
2018090702,9/7/2018,2,0,1375.396,2495.573
2018090701,9/7/2018,1,0,1375.396,2495.573
2018090848,9/8/2018,48,0,2658.431,2202.748
2018090847,9/8/2018,47,0,2658.431,2202.748
2018090846,9/8/2018,46,0,2740.34,2222.391
2018090845,9/8/2018,45,0,2740.34,2222.391
2018090844,9/8/2018,44,0,2821.099,2328.736
2018090843,9/8/2018,43,0,2821.099,2328.736
2018090842,9/8/2018,42,0,2854.166,2437.105
2018090841,9/8/2018,41,53,2854.166,2437.105
2018090840,9/8/2018,40,105,2881.98,2572.198
2018090839,9/8/2018,39,271,2881.98,2572.198
2018090838,9/8/2018,38,437,2890.186,2786.999
2018090837,9/8/2018,37,660,2890.186,2786.999
2018090836,9/8/2018,36,882,2885.91,3020.448
2018090835,9/8/2018,35,1088,2885.91,3020.448
2018090834,9/8/2018,34,1293,2866.358,3147.581
2018090833,9/8/2018,33,1467,2866.358,3147.581
2018090832,9/8/2018,32,1640,2948.52,3137.384
2018090831,9/8/2018,31,1753,2948.52,3137.384
2018090830,9/8/2018,30,1865,3041.92,3170.172
2018090829,9/8/2018,29,1880,3041.92,3170.172
2018090828,9/8/2018,28,1895,3103.216,3215.74
2018090827,9/8/2018,27,1835,3103.216,3215.74
2018090826,9/8/2018,26,1774,3084.867,3232.929
2018090825,9/8/2018,25,1684,3084.867,3232.929
2018090824,9/8/2018,24,1594,2962.021,3205.003
2018090823,9/8/2018,23,1479,2962.021,3205.003
2018090822,9/8/2018,22,1364,2779.146,3171.122
2018090821,9/8/2018,21,1221,2779.146,3171.122
2018090820,9/8/2018,20,1077,2412.284,2940.585
2018090819,9/8/2018,19,895,2412.284,2940.585
2018090818,9/8/2018,18,713,2127.203,2775.538
2018090817,9/8/2018,17,512,2127.203,2775.538
2018090816,9/8/2018,16,310,1973.883,2740.021
2018090815,9/8/2018,15,185,1973.883,2740.021
2018090814,9/8/2018,14,60,2013.995,2830.414
2018090813,9/8/2018,13,30,2013.995,2830.414
2018090812,9/8/2018,12,0,2069.015,2925.306
2018090811,9/8/2018,11,0,2069.015,2925.306
2018090810,9/8/2018,10,0,2189.958,3053.144
2018090809,9/8/2018,9,0,2189.958,3053.144
2018090808,9/8/2018,8,0,2307.202,3173.789
2018090807,9/8/2018,7,0,2307.202,3173.789
2018090806,9/8/2018,6,0,2377.963,3248.916
2018090805,9/8/2018,5,0,2377.963,3248.916
2018090804,9/8/2018,4,0,2453.221,3238.891
2018090803,9/8/2018,3,0,2453.221,3238.891
2018090802,9/8/2018,2,0,2699.771,3227.193
2018090801,9/8/2018,1,0,2699.771,3227.193
2018090948,9/9/2018,48,0,4134.098,6645.213
2018090947,9/9/2018,47,0,4134.098,6645.213
2018090946,9/9/2018,46,0,3826.298,6392.556
2018090945,9/9/2018,45,0,3826.298,6392.556
2018090944,9/9/2018,44,0,3341.788,6025.634
2018090943,9/9/2018,43,0,3341.788,6025.634
2018090942,9/9/2018,42,0,2631.502,5608.556
2018090941,9/9/2018,41,66,2631.502,5608.556
2018090940,9/9/2018,40,131,2121.34,5151.738
2018090939,9/9/2018,39,383,2121.34,5151.738
2018090938,9/9/2018,38,634,2060.019,4994.522
2018090937,9/9/2018,37,1032,2060.019,4994.522
2018090936,9/9/2018,36,1429,2155.666,5082.901
2018090935,9/9/2018,35,1850,2155.666,5082.901
2018090934,9/9/2018,34,2270,2357.738,5352.484
2018090933,9/9/2018,33,2656,2357.738,5352.484
2018090932,9/9/2018,32,3042,2506.532,5663.975
2018090931,9/9/2018,31,3330,2506.532,5663.975
2018090930,9/9/2018,30,3618,2691.566,6011.005
2018090929,9/9/2018,29,3763,2691.566,6011.005
2018090928,9/9/2018,28,3908,2799.636,6354.41
2018090927,9/9/2018,27,3880,2799.636,6354.41
2018090926,9/9/2018,26,3852,2755.325,6529.41
2018090925,9/9/2018,25,3698,2755.325,6529.41
2018090924,9/9/2018,24,3543,2687.557,6638.934
2018090923,9/9/2018,23,3306,2687.557,6638.934
2018090922,9/9/2018,22,3068,2640.487,6588.443
2018090921,9/9/2018,21,2699,2640.487,6588.443
2018090920,9/9/2018,20,2330,2618.376,6376.199
2018090919,9/9/2018,19,1871,2618.376,6376.199
2018090918,9/9/2018,18,1412,2614.959,6316.762
2018090917,9/9/2018,17,981,2614.959,6316.762
2018090916,9/9/2018,16,550,2596.62,6398.294
2018090915,9/9/2018,15,313,2596.62,6398.294
2018090914,9/9/2018,14,75,2695.987,6566.293
2018090913,9/9/2018,13,38,2695.987,6566.293
2018090912,9/9/2018,12,0,2885.046,6712.232
2018090911,9/9/2018,11,0,2885.046,6712.232
2018090910,9/9/2018,10,0,3095.037,6819.704
2018090909,9/9/2018,9,0,3095.037,6819.704
2018090908,9/9/2018,8,0,3186.25,6906.366
2018090907,9/9/2018,7,0,3186.25,6906.366
2018090906,9/9/2018,6,0,3180.384,6993.624
2018090905,9/9/2018,5,0,3180.384,6993.624
2018090904,9/9/2018,4,0,3125.367,7021.43
2018090903,9/9/2018,3,0,3125.367,7021.43
2018090902,9/9/2018,2,0,2626.189,2239.932
2018090901,9/9/2018,1,0,2626.189,2239.932
2018091048,9/10/2018,48,0,4134.098,6645.213
2018091047,9/10/2018,47,0,4134.098,6645.213
2018091046,9/10/2018,46,0,3826.298,6392.556
2018091045,9/10/2018,45,0,3826.298,6392.556
2018091044,9/10/2018,44,0,3341.788,6025.634
2018091043,9/10/2018,43,0,3341.788,6025.634
2018091042,9/10/2018,42,0,2631.502,5608.556
2018091041,9/10/2018,41,66,2631.502,5608.556
2018091040,9/10/2018,40,131,2121.34,5151.738
2018091039,9/10/2018,39,383,2121.34,5151.738
2018091038,9/10/2018,38,634,2060.019,4994.522
2018091037,9/10/2018,37,1032,2060.019,4994.522
2018091036,9/10/2018,36,1429,2155.666,5082.901
2018091035,9/10/2018,35,1850,2155.666,5082.901
2018091034,9/10/2018,34,2270,2357.738,5352.484
2018091033,9/10/2018,33,2656,2357.738,5352.484
2018091032,9/10/2018,32,3042,2506.532,5663.975
2018091031,9/10/2018,31,3330,2506.532,5663.975
2018091030,9/10/2018,30,3618,2691.566,6011.005
2018091029,9/10/2018,29,3763,2691.566,6011.005
2018091028,9/10/2018,28,3908,2799.636,6354.41
2018091027,9/10/2018,27,3880,2799.636,6354.41
2018091026,9/10/2018,26,3852,2755.325,6529.41
2018091025,9/10/2018,25,3698,2755.325,6529.41
2018091024,9/10/2018,24,3543,2687.557,6638.934
2018091023,9/10/2018,23,3306,2687.557,6638.934
2018091022,9/10/2018,22,3068,2640.487,6588.443
2018091021,9/10/2018,21,2699,2640.487,6588.443
2018091020,9/10/2018,20,2330,2618.376,6376.199
2018091019,9/10/2018,19,1871,2618.376,6376.199
2018091018,9/10/2018,18,1412,2614.959,6316.762
2018091017,9/10/2018,17,981,2614.959,6316.762
2018091016,9/10/2018,16,550,2596.62,6398.294
2018091015,9/10/2018,15,313,2596.62,6398.294
2018091014,9/10/2018,14,75,2695.987,6566.293
2018091013,9/10/2018,13,38,2695.987,6566.293
2018091012,9/10/2018,12,0,2885.046,6712.232
2018091011,9/10/2018,11,0,2885.046,6712.232
2018091010,9/10/2018,10,0,3095.037,6819.704
2018091009,9/10/2018,9,0,3095.037,6819.704
2018091008,9/10/2018,8,0,3186.25,6906.366
2018091007,9/10/2018,7,0,3186.25,6906.366
2018091006,9/10/2018,6,0,3180.384,6993.624
2018091005,9/10/2018,5,0,3180.384,6993.624
2018091004,9/10/2018,4,0,3125.367,7021.43
2018091003,9/10/2018,3,0,3125.367,7021.43
2018091002,9/10/2018,2,0,4351.992,6861.446
2018091001,9/10/2018,1,0,4351.992,6861.446
2018091148,9/11/2018,48,0,2891.648,6063.209
2018091147,9/11/2018,47,0,2891.648,6063.209
2018091146,9/11/2018,46,0,2881.791,5988.311
2018091145,9/11/2018,45,0,2881.791,5988.311
2018091144,9/11/2018,44,0,2864.774,5951.872
2018091143,9/11/2018,43,0,2864.774,5951.872
2018091142,9/11/2018,42,0,2847.606,6011.894
2018091141,9/11/2018,41,29,2847.606,6011.894
2018091140,9/11/2018,40,58,2844.07,6153.962
2018091139,9/11/2018,39,174,2844.07,6153.962
2018091138,9/11/2018,38,290,2866.375,6386.604
2018091137,9/11/2018,37,479,2866.375,6386.604
2018091136,9/11/2018,36,668,2891.859,6654.222
2018091135,9/11/2018,35,866,2891.859,6654.222
2018091134,9/11/2018,34,1063,2907.431,6888.033
2018091133,9/11/2018,33,1249,2907.431,6888.033
2018091132,9/11/2018,32,1434,3006.283,6996.577
2018091131,9/11/2018,31,1582,3006.283,6996.577
2018091130,9/11/2018,30,1729,3141.807,7058.65
2018091129,9/11/2018,29,1828,3141.807,7058.65
2018091128,9/11/2018,28,1926,3382.742,7166.106
2018091127,9/11/2018,27,1974,3382.742,7166.106
2018091126,9/11/2018,26,2021,3637.157,7174.127
2018091125,9/11/2018,25,1974,3637.157,7174.127
2018091124,9/11/2018,24,1927,3912.867,7200.929
2018091123,9/11/2018,23,1797,3912.867,7200.929
2018091122,9/11/2018,22,1667,4122.369,7116.428
2018091121,9/11/2018,21,1476,4122.369,7116.428
2018091120,9/11/2018,20,1285,4238.077,7011.419
2018091119,9/11/2018,19,1050,4238.077,7011.419
2018091118,9/11/2018,18,814,4270.62,6952.755
2018091117,9/11/2018,17,576,4270.62,6952.755
2018091116,9/11/2018,16,338,4329.087,7051.351
2018091115,9/11/2018,15,195,4329.087,7051.351
2018091114,9/11/2018,14,52,4375.403,7112.615
2018091113,9/11/2018,13,26,4375.403,7112.615
2018091112,9/11/2018,12,0,4437.399,7146.201
2018091111,9/11/2018,11,0,4437.399,7146.201
2018091110,9/11/2018,10,0,4498.195,7214.5
2018091109,9/11/2018,9,0,4498.195,7214.5
2018091108,9/11/2018,8,0,4525.048,7275.332
2018091107,9/11/2018,7,0,4525.048,7275.332
2018091106,9/11/2018,6,0,4478.959,7220.213
2018091105,9/11/2018,5,0,4478.959,7220.213
2018091104,9/11/2018,4,0,4406.927,7028.302
2018091103,9/11/2018,3,0,4406.927,7028.302
2018091102,9/11/2018,2,0,4351.992,6861.446
2018091101,9/11/2018,1,0,4351.992,6861.446
2018091248,9/12/2018,48,0,1447.696,4827.793
2018091247,9/12/2018,47,0,1447.696,4827.793
2018091246,9/12/2018,46,0,1388.814,4320.278
2018091245,9/12/2018,45,0,1388.814,4320.278
2018091244,9/12/2018,44,0,1296.32,4007.118
2018091243,9/12/2018,43,0,1296.32,4007.118
2018091242,9/12/2018,42,0,1207.816,3826.222
2018091241,9/12/2018,41,77,1207.816,3826.222
2018091240,9/12/2018,40,153,1136.317,3787.079
2018091239,9/12/2018,39,489,1136.317,3787.079
2018091238,9/12/2018,38,824,1110.208,4224.12
2018091237,9/12/2018,37,1364,1110.208,4224.12
2018091236,9/12/2018,36,1904,1141.525,4784.288
2018091235,9/12/2018,35,2415,1141.525,4784.288
2018091234,9/12/2018,34,2926,1165.636,5102.169
2018091233,9/12/2018,33,3328,1165.636,5102.169
2018091232,9/12/2018,32,3729,1231.54,5236.718
2018091231,9/12/2018,31,3953,1231.54,5236.718
2018091230,9/12/2018,30,4177,1312.838,5377.02
2018091229,9/12/2018,29,4201,1312.838,5377.02
2018091228,9/12/2018,28,4225,1442.75,5519.222
2018091227,9/12/2018,27,4082,1442.75,5519.222
2018091226,9/12/2018,26,3938,1629.254,5647.951
2018091225,9/12/2018,25,3621,1629.254,5647.951
2018091224,9/12/2018,24,3303,1848.9,5765.738
2018091223,9/12/2018,23,2879,1848.9,5765.738
2018091222,9/12/2018,22,2454,2067.33,5828.523
2018091221,9/12/2018,21,2032,2067.33,5828.523
2018091220,9/12/2018,20,1610,2135.23,5660.921
2018091219,9/12/2018,19,1242,2135.23,5660.921
2018091218,9/12/2018,18,874,2137.91,5646.447
2018091217,9/12/2018,17,588,2137.91,5646.447
2018091216,9/12/2018,16,301,2236.542,5779.373
2018091215,9/12/2018,15,167,2236.542,5779.373
2018091214,9/12/2018,14,32,2440.701,5931.524
2018091213,9/12/2018,13,16,2440.701,5931.524
2018091212,9/12/2018,12,0,2623.935,6027.172
2018091211,9/12/2018,11,0,2623.935,6027.172
2018091210,9/12/2018,10,0,2649.709,6063.536
2018091209,9/12/2018,9,0,2649.709,6063.536
2018091208,9/12/2018,8,0,2612.08,6147.336
2018091207,9/12/2018,7,0,2612.08,6147.336
2018091206,9/12/2018,6,0,2511.761,6294.761
2018091205,9/12/2018,5,0,2511.761,6294.761
2018091204,9/12/2018,4,0,2491.331,6399.169
2018091203,9/12/2018,3,0,2491.331,6399.169
2018091202,9/12/2018,2,0,2870.483,6157.491
2018091201,9/12/2018,1,0,2870.483,6157.491
2018091348,9/13/2018,48,0,1674.461,3977.843
2018091347,9/13/2018,47,0,1674.461,3977.843
2018091346,9/13/2018,46,0,1582.181,3642.465
2018091345,9/13/2018,45,0,1582.181,3642.465
2018091344,9/13/2018,44,0,1655.304,3710.858
2018091343,9/13/2018,43,0,1655.304,3710.858
2018091342,9/13/2018,42,0,1693.607,3836.048
2018091341,9/13/2018,41,111,1693.607,3836.048
2018091340,9/13/2018,40,111,1794.28,4120.136
2018091339,9/13/2018,39,667,1794.28,4120.136
2018091338,9/13/2018,38,667,1901.588,4749.508
2018091337,9/13/2018,37,1590,1901.588,4749.508
2018091336,9/13/2018,36,1590,1981.823,5395.801
2018091335,9/13/2018,35,2580,1981.823,5395.801
2018091334,9/13/2018,34,2580,2035.194,5899.077
2018091333,9/13/2018,33,3569,2035.194,5899.077
2018091332,9/13/2018,32,3569,2071.347,6103.432
2018091331,9/13/2018,31,4341,2071.347,6103.432
2018091330,9/13/2018,30,4341,2102.968,6227.555
2018091329,9/13/2018,29,4871,2102.968,6227.555
2018091328,9/13/2018,28,4871,2114.526,6331.782
2018091327,9/13/2018,27,5107,2114.526,6331.782
2018091326,9/13/2018,26,5107,2094.011,6277.348
2018091325,9/13/2018,25,4852,2094.011,6277.348
2018091324,9/13/2018,24,4852,2040.219,6122.748
2018091323,9/13/2018,23,4100,2040.219,6122.748
2018091322,9/13/2018,22,4100,1947.341,5869.105
2018091321,9/13/2018,21,3034,1947.341,5869.105
2018091320,9/13/2018,20,3034,1858.8,5534.384
2018091319,9/13/2018,19,1861,1858.8,5534.384
2018091318,9/13/2018,18,1861,1772.128,5352.457
2018091317,9/13/2018,17,713,1772.128,5352.457
2018091316,9/13/2018,16,713,1703.554,5330.52
2018091315,9/13/2018,15,83,1703.554,5330.52
2018091314,9/13/2018,14,83,1638.807,5333.631
2018091313,9/13/2018,13,0,1638.807,5333.631
2018091312,9/13/2018,12,0,1548.821,5299.672
2018091311,9/13/2018,11,0,1548.821,5299.672
2018091310,9/13/2018,10,0,1474.621,5268.246
2018091309,9/13/2018,9,0,1474.621,5268.246
2018091308,9/13/2018,8,0,1424.473,5202.501
2018091307,9/13/2018,7,0,1424.473,5202.501
2018091306,9/13/2018,6,0,1368.833,5088.712
2018091305,9/13/2018,5,0,1368.833,5088.712
2018091304,9/13/2018,4,0,1294.074,4867.115
2018091303,9/13/2018,3,0,1294.074,4867.115
2018091302,9/13/2018,2,0,1498.258,5213.106
2018091301,9/13/2018,1,0,1498.258,5213.106
2018091448,9/14/2018,48,0,3453.475,4027.789
2018091447,9/14/2018,47,0,3453.475,4027.789
2018091446,9/14/2018,46,0,3491.805,4121.642
2018091445,9/14/2018,45,0,3491.805,4121.642
2018091444,9/14/2018,44,0,3552.392,4237.79
2018091443,9/14/2018,43,0,3552.392,4237.79
2018091442,9/14/2018,42,0,3597.043,4413.474
2018091441,9/14/2018,41,48,3597.043,4413.474
2018091440,9/14/2018,40,95,3621.369,4597.952
2018091439,9/14/2018,39,325,3621.369,4597.952
2018091438,9/14/2018,38,555,3646.575,4890.802
2018091437,9/14/2018,37,939,3646.575,4890.802
2018091436,9/14/2018,36,1322,3648.496,5270.755
2018091435,9/14/2018,35,1705,3648.496,5270.755
2018091434,9/14/2018,34,2087,3600.747,5466.779
2018091433,9/14/2018,33,2362,3600.747,5466.779
2018091432,9/14/2018,32,2636,3290.728,5282.893
2018091431,9/14/2018,31,2792,3290.728,5282.893
2018091430,9/14/2018,30,2948,3368.565,5453.839
2018091429,9/14/2018,29,3020,3368.565,5453.839
2018091428,9/14/2018,28,3092,3324.942,5470.085
2018091427,9/14/2018,27,3109,3324.942,5470.085
2018091426,9/14/2018,26,3126,3178.498,5425.675
2018091425,9/14/2018,25,3111,3178.498,5425.675
2018091424,9/14/2018,24,3095,2953.768,5295.576
2018091423,9/14/2018,23,2948,2953.768,5295.576
2018091422,9/14/2018,22,2801,2755.55,5181.57
2018091421,9/14/2018,21,2494,2755.55,5181.57
2018091420,9/14/2018,20,2186,2619.445,5182.438
2018091419,9/14/2018,19,1774,2619.445,5182.438
2018091418,9/14/2018,18,1362,2522.341,5206.823
2018091417,9/14/2018,17,940,2522.341,5206.823
2018091416,9/14/2018,16,518,2390.896,5217.86
2018091415,9/14/2018,15,292,2390.896,5217.86
2018091414,9/14/2018,14,65,2310.659,5143.712
2018091413,9/14/2018,13,33,2310.659,5143.712
2018091412,9/14/2018,12,0,2242.913,5079.516
2018091411,9/14/2018,11,0,2242.913,5079.516
2018091410,9/14/2018,10,0,2202.147,5014.806
2018091409,9/14/2018,9,0,2202.147,5014.806
2018091408,9/14/2018,8,0,2166.243,4960.643
2018091407,9/14/2018,7,0,2166.243,4960.643
2018091406,9/14/2018,6,0,2075.227,4883.818
2018091405,9/14/2018,5,0,2075.227,4883.818
2018091404,9/14/2018,4,0,1952.905,4747.815
2018091403,9/14/2018,3,0,1952.905,4747.815
2018091402,9/14/2018,2,0,1784.198,4297.035
2018091401,9/14/2018,1,0,1784.198,4297.035
2018091548,9/15/2018,48,0,2280.919,5320.118
2018091547,9/15/2018,47,0,2280.919,5320.118
2018091546,9/15/2018,46,0,2053.535,4621.885
2018091545,9/15/2018,45,0,2053.535,4621.885
2018091544,9/15/2018,44,0,1786.396,4040.349
2018091543,9/15/2018,43,0,1786.396,4040.349
2018091542,9/15/2018,42,0,1489.924,3480.168
2018091541,9/15/2018,41,40,1489.924,3480.168
2018091540,9/15/2018,40,80,1260.216,3013.217
2018091539,9/15/2018,39,321,1260.216,3013.217
2018091538,9/15/2018,38,561,1059.848,2675.916
2018091537,9/15/2018,37,974,1059.848,2675.916
2018091536,9/15/2018,36,1387,993.332,2616.128
2018091535,9/15/2018,35,1809,993.332,2616.128
2018091534,9/15/2018,34,2231,946.049,2597.601
2018091533,9/15/2018,33,2628,946.049,2597.601
2018091532,9/15/2018,32,3025,922.773,2487.833
2018091531,9/15/2018,31,3399,922.773,2487.833
2018091530,9/15/2018,30,3772,907.971,2362.227
2018091529,9/15/2018,29,4067,907.971,2362.227
2018091528,9/15/2018,28,4362,938.349,2260.479
2018091527,9/15/2018,27,4448,938.349,2260.479
2018091526,9/15/2018,26,4533,996.9,2235.513
2018091525,9/15/2018,25,4428,996.9,2235.513
2018091524,9/15/2018,24,4322,1041.651,2159.357
2018091523,9/15/2018,23,4045,1041.651,2159.357
2018091522,9/15/2018,22,3768,1120.56,2093.45
2018091521,9/15/2018,21,3305,1120.56,2093.45
2018091520,9/15/2018,20,2841,1175.663,2058.685
2018091519,9/15/2018,19,2283,1175.663,2058.685
2018091518,9/15/2018,18,1725,1238.645,2139.849
2018091517,9/15/2018,17,1179,1238.645,2139.849
2018091516,9/15/2018,16,632,1309.041,2234.156
2018091515,9/15/2018,15,347,1309.041,2234.156
2018091514,9/15/2018,14,61,1554.57,2424.816
2018091513,9/15/2018,13,31,1554.57,2424.816
2018091512,9/15/2018,12,0,1836.068,2621.721
2018091511,9/15/2018,11,0,1836.068,2621.721
2018091510,9/15/2018,10,0,2172.742,2844.625
2018091509,9/15/2018,9,0,2172.742,2844.625
2018091508,9/15/2018,8,0,2519.409,3071.187
2018091507,9/15/2018,7,0,2519.409,3071.187
2018091506,9/15/2018,6,0,2820.28,3265.041
2018091505,9/15/2018,5,0,2820.28,3265.041
2018091504,9/15/2018,4,0,2966.532,3425.647
2018091503,9/15/2018,3,0,2966.532,3425.647
2018091502,9/15/2018,2,0,3328.013,3837.459
2018091501,9/15/2018,1,0,3328.013,3837.459
2018091648,9/16/2018,48,0,2016.633,3411.044
2018091647,9/16/2018,47,0,2016.633,3411.044
2018091646,9/16/2018,46,0,2094.204,3246.21
2018091645,9/16/2018,45,0,2094.204,3246.21
2018091644,9/16/2018,44,0,2058.509,3205.7
2018091643,9/16/2018,43,0,2058.509,3205.7
2018091642,9/16/2018,42,0,2061.9,3204.145
2018091641,9/16/2018,41,30,2061.9,3204.145
2018091640,9/16/2018,40,60,2125.338,3364.145
2018091639,9/16/2018,39,248,2125.338,3364.145
