,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPumpedStorage,HydroRunOfRiver,Nuclear,OffWind,OnWind,Other,Solar,settlementDate,settlementPeriod
2016010710,0,6410,1672,0,0,508,7734,3594,4790,2084,0,1/7/2016,10
2016010709,0,6454,1679,0,0,507,7737,3610,4832,2073,0,1/7/2016,9
2016010708,0,7060,1692,0,0,507,7743,3471,4767,2072,0,1/7/2016,8
2016010707,0,7818,1873,0,0,507,7731,3209,4589,2091,0,1/7/2016,7
2016010706,0,8069,2074,0,0,507,7733,3077,4416,2095,0,1/7/2016,6
2016010705,0,7846,2155,0,0,509,7732,3330,4475,2034,0,1/7/2016,5
2016010704,0,8537,2155,0,0,507,7741,3272,4272,2082,0,1/7/2016,4
2016010703,0,9151,2160,0,0,508,7746,3074,4206,2086,0,1/7/2016,3
2016010702,0,9104,2207,0,0,509,7738,2747,4344,2088,0,1/7/2016,2
2016010701,0,8148,2535,0,0,506,7751,2300,4334,1958,0,1/7/2016,1
2016010848,0,10824,6154,0,40,491,6765,1784,916,2096,0,1/8/2016,48
2016010847,0,11956,6813,0,41,497,6773,1823,917,2098,0,1/8/2016,47
2016010846,0,13086,7383,0,421,567,6779,1704,943,2099,0,1/8/2016,46
2016010845,0,15062,7420,0,350,569,6701,1877,934,2095,0,1/8/2016,45
2016010844,0,17145,7130,0,439,644,6681,1626,931,2091,0,1/8/2016,44
2016010843,0,17857,7862,0,593,653,6850,1647,1068,2091,0,1/8/2016,43
2016010842,0,18246,9029,0,441,697,6818,1825,1106,2091,0,1/8/2016,42
2016010841,0,18946,10256,0,342,697,6829,1890,1065,2096,0,1/8/2016,41
2016010840,0,20035,10579,0,918,706,6830,1827,1020,2096,0,1/8/2016,40
2016010839,0,21412,10766,0,521,708,6821,1925,1041,2098,0,1/8/2016,39
2016010838,0,21628,10840,0,890,970,6751,2045,1136,2095,0,1/8/2016,38
2016010837,0,21802,10993,0,778,1007,6711,2054,1136,2089,0,1/8/2016,37
2016010836,0,21408,11026,0,1083,1017,6718,2248,1188,2094,13,1/8/2016,36
2016010835,0,21457,11187,0,1006,1019,6714,2153,1270,2093,26,1/8/2016,35
2016010834,0,21139,10432,0,367,993,6714,2170,1314,2087,232,1/8/2016,34
2016010833,0,20600,9559,0,191,745,6723,2091,1272,2092,437,1/8/2016,33
2016010832,0,19536,8580,0,377,670,6716,2214,1322,2092,664,1/8/2016,32
2016010831,0,18796,8406,0,347,671,6771,2459,1391,2092,891,1/8/2016,31
2016010830,0,18960,7980,0,343,671,6885,2736,1540,2093,1094,1/8/2016,30
2016010829,0,18967,7766,0,353,675,6972,2772,1580,2094,1296,1/8/2016,29
2016010828,0,18949,7710,0,419,633,6816,2826,1694,2090,1364,1/8/2016,28
2016010827,0,18578,7997,0,438,659,6803,2927,1731,2047,1432,1/8/2016,27
2016010826,0,18917,8092,0,343,684,6817,3064,1752,2087,1352,1/8/2016,26
2016010825,0,19020,8198,0,398,712,6803,2778,1756,2073,1272,1/8/2016,25
2016010824,0,18804,8192,0,474,738,6808,2789,1621,2098,1190,1/8/2016,24
2016010823,0,19160,8370,0,414,753,6816,2915,1534,2095,1107,1/8/2016,23
2016010822,0,19017,8387,0,424,854,6982,2711,1455,2095,866,1/8/2016,22
2016010821,0,19298,8510,0,343,966,6989,2638,1456,2040,625,1/8/2016,21
2016010820,0,19298,8475,0,643,956,7066,2284,1393,2039,361,1/8/2016,20
2016010819,0,19637,8300,0,343,1018,7061,2020,1397,2050,96,1/8/2016,19
2016010818,0,19507,8324,0,502,990,7070,1608,1305,2092,48,1/8/2016,18
2016010817,0,19738,8034,0,812,986,7071,1513,1235,2092,0,1/8/2016,17
2016010816,0,18932,7404,0,753,823,7069,1538,1137,2093,0,1/8/2016,16
2016010815,0,16816,6662,0,201,623,7069,1422,1116,2096,0,1/8/2016,15
2016010814,0,13113,6254,0,58,557,7069,1335,1147,2096,0,1/8/2016,14
2016010813,0,11735,5417,0,62,557,7069,1387,1268,2090,0,1/8/2016,13
2016010812,0,10775,4574,0,50,546,7072,1525,1314,2093,0,1/8/2016,12
2016010811,0,10363,4012,0,0,547,7063,1939,1258,2095,0,1/8/2016,11
2016010810,0,10123,4010,0,0,547,7068,1928,1298,2096,0,1/8/2016,10
2016010809,0,10208,3915,0,0,549,7068,1936,1346,2091,0,1/8/2016,9
2016010808,0,10165,3843,0,0,551,7068,2275,1401,2090,0,1/8/2016,8
2016010807,0,10022,3965,0,0,550,7063,2692,1454,2094,0,1/8/2016,7
2016010806,0,10121,3935,0,0,552,7064,2672,1765,2095,0,1/8/2016,6
2016010805,0,10217,3801,0,0,551,7067,2664,1872,2093,0,1/8/2016,5
2016010804,0,10636,3780,0,0,554,7060,2744,2072,2090,0,1/8/2016,4
2016010803,0,10420,3766,0,0,554,7072,2835,2173,2089,0,1/8/2016,3
2016010802,0,8945,3529,0,0,580,7074,3000,2535,2092,0,1/8/2016,2
2016010801,0,8758,3149,0,0,580,7186,3168,2660,2096,0,1/8/2016,1
2016010948,0,6761,4431,0,41,452,6639,3627,3304,2096,0,1/9/2016,48
2016010947,0,7385,5017,0,55,454,6603,3576,3321,2097,0,1/9/2016,47
2016010946,0,8332,5729,0,344,534,6597,3468,3335,2096,0,1/9/2016,46
2016010945,0,9285,6256,0,373,534,6590,3310,3228,2097,0,1/9/2016,45
2016010944,0,10423,6860,0,342,535,6680,3466,3015,2079,0,1/9/2016,44
2016010943,0,11532,7592,0,392,542,6791,3318,2721,2096,0,1/9/2016,43
2016010942,0,12241,8441,0,223,658,6847,3163,2417,2095,0,1/9/2016,42
2016010941,0,13735,8704,0,351,688,6845,3100,2324,2097,0,1/9/2016,41
2016010940,0,14609,9159,0,458,700,6841,3209,2246,2095,0,1/9/2016,40
2016010939,0,15281,9514,0,587,718,6837,3401,2308,2096,0,1/9/2016,39
2016010938,0,15625,10461,0,410,738,6853,3568,2433,2093,0,1/9/2016,38
2016010937,0,15828,10910,0,448,883,6811,3485,2545,2095,0,1/9/2016,37
2016010936,0,16104,11058,0,790,951,6701,3423,2520,2097,5,1/9/2016,36
2016010935,0,16134,10827,0,473,946,6699,3460,2459,2094,10,1/9/2016,35
2016010934,0,15369,10599,0,451,866,6674,3305,2352,2093,71,1/9/2016,34
2016010933,0,14511,9605,0,469,643,6617,3104,2372,2085,132,1/9/2016,33
2016010932,0,14141,8879,0,386,629,6528,2945,2241,2093,250,1/9/2016,32
2016010931,0,14577,8046,0,374,630,6532,3041,2243,2093,367,1/9/2016,31
2016010930,0,14401,7754,0,413,657,6528,3045,2271,2096,506,1/9/2016,30
2016010929,0,14727,7455,0,650,657,6533,3016,2300,2072,645,1/9/2016,29
2016010928,0,14871,7546,0,486,656,6548,3094,2287,2092,721,1/9/2016,28
2016010927,0,14937,7563,0,461,657,6558,3115,2220,2092,797,1/9/2016,27
2016010926,0,14896,7625,0,572,670,6585,3079,2148,2095,797,1/9/2016,26
2016010925,0,14910,7642,0,346,663,6556,3151,2151,2095,797,1/9/2016,25
2016010924,0,15105,7397,0,388,684,6548,3017,2077,2095,715,1/9/2016,24
2016010923,0,15056,7309,0,365,686,6562,2963,2069,2096,632,1/9/2016,23
2016010922,0,15102,7226,0,353,692,6570,3004,2009,2078,471,1/9/2016,22
2016010921,0,15035,7033,0,471,675,6575,2665,1952,2096,310,1/9/2016,21
2016010920,0,14342,6430,0,518,689,6644,2522,1785,2094,188,1/9/2016,20
2016010919,0,13359,6173,0,401,687,6802,2674,1802,2092,66,1/9/2016,19
2016010918,0,12365,5909,0,342,560,6812,2541,1731,2079,33,1/9/2016,18
2016010917,0,10923,5545,0,449,553,6799,2326,1557,2096,0,1/9/2016,17
2016010916,0,9730,5611,0,192,467,6805,2237,1423,2095,0,1/9/2016,16
2016010915,0,8602,5696,0,49,444,6811,2331,1355,2097,0,1/9/2016,15
2016010914,0,8775,5542,0,0,433,6807,2187,1275,2094,1,1/9/2016,14
2016010913,0,8748,5437,0,0,435,6812,2134,1218,2079,1,1/9/2016,13
2016010912,0,7787,5434,0,0,434,6807,2147,1113,2092,1,1/9/2016,12
2016010911,0,7827,5445,0,0,438,6798,2215,1128,2097,0,1/9/2016,11
2016010910,0,7846,5703,0,0,445,6784,2138,990,2096,0,1/9/2016,10
2016010909,0,8445,5678,0,0,446,6698,2169,980,2096,0,1/9/2016,9
2016010908,0,9170,5703,0,0,448,6724,2083,972,2097,0,1/9/2016,8
2016010907,0,9819,5801,0,0,451,6721,1891,987,2097,0,1/9/2016,7
2016010906,0,10343,5809,0,0,455,6722,1731,945,2093,0,1/9/2016,6
2016010905,0,9975,5963,0,0,454,6789,1613,941,2098,0,1/9/2016,5
2016010904,0,10265,6051,0,0,455,6869,1626,908,2097,0,1/9/2016,4
2016010903,0,10797,6199,0,0,476,6771,1594,928,2096,0,1/9/2016,3
2016010902,0,10537,6055,0,0,571,6776,1496,918,2096,0,1/9/2016,2
2016010901,0,10585,6064,0,81,491,6768,1519,945,2095,0,1/9/2016,1
2016011048,0,7388,4733,0,48,478,6686,2902,2954,2036,0,1/10/2016,48
2016011047,0,7663,5467,0,110,485,6681,3035,3031,2035,0,1/10/2016,47
2016011046,0,8491,6153,0,334,551,6800,3170,3138,2036,0,1/10/2016,46
2016011045,0,10154,6318,0,441,557,6919,3145,3089,2056,0,1/10/2016,45
2016011044,0,11650,6474,0,366,568,6910,3292,3135,2090,0,1/10/2016,44
2016011043,0,12992,7043,0,845,744,6909,3307,3214,2089,0,1/10/2016,43
2016011042,0,14293,7494,0,494,786,6910,3419,3194,2090,0,1/10/2016,42
2016011041,0,15117,8141,0,604,974,6913,3386,3100,2091,0,1/10/2016,41
2016011040,0,15804,8837,0,499,979,6824,3342,3077,2089,0,1/10/2016,40
2016011039,0,16431,9429,0,354,983,6812,3469,3176,2091,0,1/10/2016,39
2016011038,0,17243,9689,0,604,1062,6718,3394,3256,2062,0,1/10/2016,38
2016011037,0,17570,9740,0,1220,1063,6674,3250,3198,2088,0,1/10/2016,37
2016011036,0,17483,10098,0,1364,1062,6618,3162,3283,2089,9,1/10/2016,36
2016011035,0,17241,10038,0,1453,1053,6614,3191,3332,2090,17,1/10/2016,35
2016011034,0,16388,9634,0,767,913,6528,3117,3471,2090,193,1/10/2016,34
2016011033,0,14568,8861,0,702,577,6512,3248,3481,2089,368,1/10/2016,33
2016011032,0,13243,8062,0,341,549,6577,3469,3819,2091,523,1/10/2016,32
2016011031,0,12879,7111,0,508,540,6670,3454,3864,2089,677,1/10/2016,31
2016011030,0,12358,6631,0,430,540,6682,3533,4004,2082,937,1/10/2016,30
2016011029,0,12534,6368,0,513,559,6690,3606,3872,2060,1196,1/10/2016,29
2016011028,0,12609,6297,0,491,602,6685,3547,3888,2047,1397,1/10/2016,28
2016011027,0,12927,6012,0,445,600,6677,3516,3777,2027,1598,1/10/2016,27
2016011026,0,12874,5818,0,346,688,6693,3559,3822,2081,1416,1/10/2016,26
2016011025,0,12663,5795,0,350,706,6681,3524,3810,2085,1234,1/10/2016,25
2016011024,0,12520,5556,0,343,710,6678,3623,3658,2088,1121,1/10/2016,24
2016011023,0,11606,5780,0,345,720,6627,3839,3643,2093,1008,1/10/2016,23
2016011022,0,11132,5722,0,359,763,6626,3850,3599,2091,756,1/10/2016,22
2016011021,0,10401,5542,0,450,754,6655,3821,3416,2084,504,1/10/2016,21
2016011020,0,9487,5318,0,362,752,6651,3778,3378,2079,284,1/10/2016,20
2016011019,0,8276,4881,0,490,747,6654,3793,3292,2070,64,1/10/2016,19
2016011018,0,6913,4927,0,201,556,6653,3792,3285,2093,32,1/10/2016,18
2016011017,0,6094,4261,0,47,535,6657,3795,3259,2094,0,1/10/2016,17
2016011016,0,5706,4315,0,0,517,6650,3764,3268,1942,0,1/10/2016,16
2016011015,0,5839,4271,0,0,503,6657,3782,3273,1728,0,1/10/2016,15
2016011014,0,5806,4086,0,0,476,6646,3717,3361,1867,0,1/10/2016,14
2016011013,0,5778,3712,0,0,476,6757,3713,3484,1645,0,1/10/2016,13
2016011012,0,5477,3599,0,0,474,6866,3732,3532,1448,0,1/10/2016,12
2016011011,0,5440,3548,0,0,475,6881,3689,3543,1399,0,1/10/2016,11
2016011010,0,5462,3475,0,0,475,6881,3716,3768,1428,0,1/10/2016,10
2016011009,0,5549,3446,0,0,469,6877,3677,3967,1486,0,1/10/2016,9
2016011008,0,5607,3432,0,0,469,6859,3663,3981,1750,0,1/10/2016,8
2016011007,0,5771,3732,0,0,477,6797,3677,3937,1726,0,1/10/2016,7
2016011006,0,5660,3735,0,0,476,6798,3734,3910,2048,0,1/10/2016,6
2016011005,0,5674,3829,0,0,476,6784,3769,3961,2045,0,1/10/2016,5
2016011004,0,5757,3928,0,0,467,6740,3769,3961,2089,0,1/10/2016,4
2016011003,0,6136,3971,0,0,476,6741,3739,3929,2060,0,1/10/2016,3
2016011002,0,6246,4035,0,0,446,6743,3761,4027,2097,0,1/10/2016,2
2016011001,0,6176,4284,0,0,453,6729,3692,3847,2072,0,1/10/2016,1
2016011148,0,9600,4318,0,45,480,6971,2649,1959,2030,0,1/11/2016,48
2016011147,0,10753,5306,0,49,481,6959,2789,1959,2031,0,1/11/2016,47
2016011146,0,12416,5905,0,539,528,6964,2683,1934,2029,0,1/11/2016,46
2016011145,0,14857,6091,0,530,529,6965,2686,1901,2026,0,1/11/2016,45
2016011144,0,16691,6684,0,371,541,6962,2711,1833,2027,0,1/11/2016,44
2016011143,0,17915,7994,0,501,548,6922,2677,1882,2030,0,1/11/2016,43
2016011142,0,18903,9037,0,593,584,6898,2412,1846,2029,0,1/11/2016,42
2016011141,0,19620,10297,0,642,583,6908,2339,1805,2026,0,1/11/2016,41
2016011140,0,20695,10862,0,970,600,6905,2106,1565,2028,0,1/11/2016,40
2016011139,0,22001,11229,0,391,608,6909,2002,1647,2039,0,1/11/2016,39
2016011138,0,21535,11742,0,348,698,6910,1945,1639,2041,0,1/11/2016,38
2016011137,0,21556,11776,0,761,870,6918,1774,1703,2041,0,1/11/2016,37
2016011136,0,21408,11830,0,992,966,6907,1843,1609,2039,21,1/11/2016,36
2016011135,0,21437,11872,0,1035,1004,6900,1914,1459,2034,41,1/11/2016,35
2016011134,0,21114,11725,0,341,822,6890,1927,1332,2040,191,1/11/2016,34
2016011133,0,21414,10861,0,341,588,6821,1979,1300,2029,341,1/11/2016,33
2016011132,0,20244,10179,0,387,594,6737,1917,1293,2031,506,1/11/2016,32
2016011131,0,19778,10067,0,278,588,6739,1858,1362,2032,671,1/11/2016,31
2016011130,0,19755,10202,0,340,589,6740,1725,1331,2057,859,1/11/2016,30
2016011129,0,20591,9667,0,661,596,6737,1716,1199,2096,1046,1/11/2016,29
2016011128,0,20836,9526,0,746,698,6738,1708,1112,2096,1121,1/11/2016,28
2016011127,0,21172,9726,0,492,696,6746,1560,1100,2095,1195,1/11/2016,27
2016011126,0,21213,9469,0,793,694,6803,1328,1035,2029,1128,1/11/2016,26
2016011125,0,20917,9878,0,588,746,6843,1263,1054,2090,1061,1/11/2016,25
2016011124,0,20921,9709,0,708,747,6817,1316,1077,2085,955,1/11/2016,24
2016011123,0,20930,9942,0,559,708,6806,1175,1081,2091,848,1/11/2016,23
2016011122,0,20843,9809,0,497,732,6815,1404,1132,2089,590,1/11/2016,22
2016011121,0,20765,9585,0,509,733,6814,1607,1132,2093,332,1/11/2016,21
2016011120,0,20772,9490,0,507,759,6817,2152,1239,2095,186,1/11/2016,20
2016011119,0,20103,9238,0,507,677,6772,2327,1313,2095,40,1/11/2016,19
2016011118,0,19618,9116,0,341,629,6698,2386,1427,2091,20,1/11/2016,18
2016011117,0,19462,8906,0,953,596,6687,2114,1374,2091,0,1/11/2016,17
2016011116,0,18800,8134,0,546,596,6684,2241,1472,2091,0,1/11/2016,16
2016011115,0,15706,7841,0,191,611,6681,2176,1498,2090,0,1/11/2016,15
2016011114,0,12314,7145,0,41,479,6682,2254,1638,2089,0,1/11/2016,14
2016011113,0,9931,6045,0,20,475,6683,2240,1698,2090,0,1/11/2016,13
2016011112,0,9025,5184,0,0,476,6683,2157,1882,2091,0,1/11/2016,12
2016011111,0,8190,4992,0,0,477,6697,2278,1998,2092,0,1/11/2016,11
2016011110,0,8081,4880,0,0,475,6731,2340,1970,2091,0,1/11/2016,10
2016011109,0,7461,4838,0,0,476,6733,2462,2070,2035,0,1/11/2016,9
2016011108,0,7637,4832,0,0,478,6731,2359,2270,2015,0,1/11/2016,8
2016011107,0,7820,4842,0,0,479,6731,2650,2382,2014,0,1/11/2016,7
2016011106,0,8191,4705,0,0,476,6651,2713,2417,2006,0,1/11/2016,6
2016011105,0,8236,4490,0,0,474,6641,2767,2551,1956,0,1/11/2016,5
2016011104,0,8115,4487,0,0,486,6808,2657,2895,1957,0,1/11/2016,4
2016011103,0,8387,4524,0,0,494,6770,2549,2961,1973,0,1/11/2016,3
2016011102,0,7593,4368,0,0,477,6679,2307,2887,2034,0,1/11/2016,2
2016011101,0,6992,4570,0,105,477,6677,2499,2846,2033,0,1/11/2016,1
2016011248,0,8954,4206,0,153,491,6824,3518,3217,2092,0,1/12/2016,48
2016011247,0,10230,4973,0,46,494,6829,3538,3215,2095,0,1/12/2016,47
2016011246,0,10980,5718,0,443,562,6822,3674,3296,2092,0,1/12/2016,46
2016011245,0,12729,6506,0,713,573,6817,3707,3295,2096,0,1/12/2016,45
2016011244,0,14715,6985,0,496,589,6824,3769,3330,2089,0,1/12/2016,44
2016011243,0,16641,7738,0,570,591,6820,3738,3260,2085,0,1/12/2016,43
2016011242,0,17501,8869,0,342,653,6985,3718,3194,2089,0,1/12/2016,42
2016011241,0,18396,9636,0,391,767,6997,3685,3158,2092,0,1/12/2016,41
2016011240,0,19018,10424,0,361,769,6993,3603,3034,2092,0,1/12/2016,40
2016011239,0,19735,11123,0,458,795,6996,3422,3028,2092,0,1/12/2016,39
2016011238,0,19791,11293,0,1097,816,6994,3327,3059,2095,0,1/12/2016,38
2016011237,0,19519,10934,0,1209,842,7002,3483,2990,2094,0,1/12/2016,37
2016011236,0,19881,10810,0,991,846,6995,3608,3057,2092,16,1/12/2016,36
2016011235,0,19424,10931,0,1183,989,6994,3659,3090,2096,32,1/12/2016,35
2016011234,0,18901,10640,0,984,906,6990,3708,3074,2092,167,1/12/2016,34
2016011233,0,18365,10016,0,341,627,7000,3620,2994,2094,301,1/12/2016,33
2016011232,0,17545,9244,0,358,608,6994,3643,2982,2088,463,1/12/2016,32
2016011231,0,17566,8453,0,351,597,7000,3560,2958,2093,624,1/12/2016,31
2016011230,0,18171,8210,0,342,640,6992,3521,2947,2094,748,1/12/2016,30
2016011229,0,18119,8065,0,624,588,6986,3518,2944,2090,871,1/12/2016,29
2016011228,0,18100,8029,0,366,585,6998,3540,2869,2092,995,1/12/2016,28
2016011227,0,17633,7927,0,919,574,6983,3603,2977,2094,1118,1/12/2016,27
2016011226,0,17428,8454,0,424,603,6995,3736,3091,2055,1112,1/12/2016,26
2016011225,0,16716,8643,0,833,599,6998,3683,3113,2097,1106,1/12/2016,25
2016011224,0,16376,8699,0,391,611,6993,3607,3110,2085,1052,1/12/2016,24
2016011223,0,15910,8810,0,638,607,6994,3602,3178,2091,997,1/12/2016,23
2016011222,0,15996,8831,0,353,560,7000,3466,3228,2090,776,1/12/2016,22
2016011221,0,16011,8750,0,497,568,6992,3415,3380,2090,554,1/12/2016,21
2016011220,0,16328,8750,0,341,566,6992,3431,3443,2081,324,1/12/2016,20
2016011219,0,16360,8386,0,387,534,6992,3432,3416,2030,93,1/12/2016,19
2016011218,0,16340,8194,0,342,509,6984,3317,3449,2011,47,1/12/2016,18
2016011217,0,16332,8077,0,477,511,6987,3389,3508,2011,0,1/12/2016,17
2016011216,0,15464,7683,0,441,511,6993,3280,3412,2012,0,1/12/2016,16
2016011215,0,12895,6536,0,569,510,6990,3486,3362,2011,0,1/12/2016,15
2016011214,0,10534,5402,0,46,455,7015,3480,3350,2014,1,1/12/2016,14
2016011213,0,9354,4452,0,41,448,6993,3317,3173,2033,1,1/12/2016,13
2016011212,0,8615,3490,0,0,447,6976,3492,3100,2024,1,1/12/2016,12
2016011211,0,8504,3041,0,0,448,6978,3383,2987,1844,0,1/12/2016,11
2016011210,0,8482,2943,0,0,432,6984,3460,2926,1811,0,1/12/2016,10
2016011209,0,8430,2958,0,0,432,6982,3544,2842,2000,0,1/12/2016,9
2016011208,0,8744,3055,0,0,436,6975,3455,2640,2041,0,1/12/2016,8
2016011207,0,9312,3476,0,0,435,6903,3556,2561,2041,0,1/12/2016,7
2016011206,0,9487,3695,0,0,436,6817,3444,2402,2041,0,1/12/2016,6
2016011205,0,9486,4070,0,0,433,6814,3347,2433,2031,0,1/12/2016,5
2016011204,0,10029,4242,0,0,433,6792,3134,2300,2036,0,1/12/2016,4
2016011203,0,10397,4249,0,0,436,6802,2938,2202,2038,0,1/12/2016,3
2016011202,0,10176,4185,0,0,452,6801,2865,2193,2036,0,1/12/2016,2
2016011201,0,9323,4158,0,0,476,6952,2652,2069,2035,0,1/12/2016,1
2016011348,0,11252,3982,0,45,450,7216,2777,1594,2089,0,1/13/2016,48
2016011347,0,13192,4674,0,53,451,7218,2582,1468,2082,0,1/13/2016,47
2016011346,0,14901,5551,0,347,491,7204,2328,1269,2096,0,1/13/2016,46
2016011345,0,16039,6780,0,740,490,7203,2316,1216,2094,0,1/13/2016,45
2016011344,0,17479,8005,0,349,581,7204,2278,1126,2097,0,1/13/2016,44
2016011343,0,18762,8768,0,489,653,7207,2492,1036,2096,0,1/13/2016,43
2016011342,0,19356,10268,0,341,670,7212,2643,1073,2097,0,1/13/2016,42
2016011341,0,20012,11444,0,629,670,7187,2435,1028,2091,0,1/13/2016,41
2016011340,0,20501,11827,0,857,673,7135,2426,934,2095,0,1/13/2016,40
2016011339,0,21191,12363,0,817,727,7090,2319,1013,2096,0,1/13/2016,39
2016011338,0,20986,12562,0,393,793,7086,2080,1080,2084,0,1/13/2016,38
2016011337,0,21454,12605,0,528,817,7063,1907,1093,2097,0,1/13/2016,37
2016011336,0,21832,12292,0,670,911,7045,1959,1101,2095,27,1/13/2016,36
2016011335,0,21960,12194,0,948,862,7051,1803,1107,2096,53,1/13/2016,35
2016011334,0,21662,11514,0,971,809,7029,1784,1090,2098,238,1/13/2016,34
2016011333,0,20995,11337,0,342,638,6983,1712,1203,2094,423,1/13/2016,33
2016011332,0,20479,10375,0,341,585,6975,1637,1216,2094,682,1/13/2016,32
2016011331,0,20487,9560,0,659,608,6967,1308,1213,2094,940,1/13/2016,31
2016011330,0,20364,9102,0,656,725,6939,1491,1262,2095,1294,1/13/2016,30
2016011329,0,19885,8982,0,681,725,6934,1695,1218,2089,1648,1/13/2016,29
2016011328,0,19545,8958,0,557,724,6955,1726,1381,2093,1736,1/13/2016,28
2016011327,0,19596,8786,0,342,722,6998,2133,1396,2093,1823,1/13/2016,27
2016011326,0,19714,8784,0,356,757,6990,2418,1352,2093,1752,1/13/2016,26
2016011325,0,19451,8690,0,390,756,6994,2549,1296,2094,1681,1/13/2016,25
2016011324,0,19845,8505,0,341,757,6988,2473,1378,2095,1522,1/13/2016,24
2016011323,0,20103,8491,0,341,719,6985,2324,1404,2070,1363,1/13/2016,23
2016011322,0,20270,8483,0,425,699,6831,2584,1568,2057,1031,1/13/2016,22
2016011321,0,20318,8618,0,358,702,6837,2751,1577,2069,699,1/13/2016,21
2016011320,0,20060,8680,0,563,706,6819,2818,1751,2070,411,1/13/2016,20
2016011319,0,19469,8908,0,345,687,6828,2949,1825,2070,123,1/13/2016,19
2016011318,0,19579,8899,0,366,656,6817,2899,1995,2072,62,1/13/2016,18
2016011317,0,19518,8714,0,526,646,6831,2805,2048,2096,0,1/13/2016,17
2016011316,0,19385,7977,0,720,648,6828,2907,2159,2097,0,1/13/2016,16
2016011315,0,16242,6514,0,202,616,6987,3085,2189,2095,0,1/13/2016,15
2016011314,0,12964,5194,0,45,424,6993,3129,2397,2096,0,1/13/2016,14
2016011313,0,11537,4181,0,40,425,7033,3341,2556,2096,0,1/13/2016,13
2016011312,0,10471,3371,0,40,424,7042,3189,2578,2096,0,1/13/2016,12
2016011311,0,10044,3130,0,0,424,7033,3051,2616,2097,0,1/13/2016,11
2016011310,0,9582,3136,0,0,458,7027,3161,2758,2095,0,1/13/2016,10
2016011309,0,9365,3221,0,0,470,7029,3332,2897,2097,0,1/13/2016,9
2016011308,0,9692,3409,0,0,471,7022,3347,3006,2095,0,1/13/2016,8
2016011307,0,10248,3448,0,0,471,7024,3275,3099,2096,0,1/13/2016,7
2016011306,0,9881,3453,0,0,471,6995,3349,3105,2092,0,1/13/2016,6
2016011305,0,9971,3411,0,0,471,6987,3508,3196,2087,0,1/13/2016,5
2016011304,0,9657,3887,0,0,478,6984,3531,3198,2067,0,1/13/2016,4
2016011303,0,10047,3888,0,0,488,6979,3596,3221,2050,0,1/13/2016,3
2016011302,0,9640,3933,0,0,489,6834,3583,3150,2091,0,1/13/2016,2
2016011301,0,8820,3747,0,0,490,6836,3549,3176,2093,0,1/13/2016,1
2016011448,0,8824,4375,0,55,406,7497,3675,3103,2082,0,1/14/2016,48
2016011447,0,10358,4967,0,54,410,7500,3631,3093,2042,0,1/14/2016,47
2016011446,0,11433,6100,0,558,473,7494,3456,3104,2003,0,1/14/2016,46
2016011445,0,13977,6407,0,347,497,7498,3383,3183,2013,0,1/14/2016,45
2016011444,0,15638,7077,0,340,499,7496,3125,3354,2015,0,1/14/2016,44
2016011443,0,17112,8118,0,663,500,7490,2829,3513,2095,0,1/14/2016,43
2016011442,0,17791,9472,0,513,547,7489,2777,3642,2089,0,1/14/2016,42
2016011441,0,18174,10185,0,852,582,7471,2816,3645,2088,0,1/14/2016,41
2016011440,0,19036,10496,0,1116,602,7452,3020,3596,2096,1,1/14/2016,40
2016011439,0,19846,10674,0,1078,590,7431,3098,3404,2089,1,1/14/2016,39
2016011438,0,20221,10594,0,941,725,7430,3082,3513,2028,1,1/14/2016,38
2016011437,0,19878,10670,0,1365,784,7426,2955,3332,2097,0,1/14/2016,37
2016011436,0,19817,10608,0,1394,785,7427,3000,3404,2094,36,1/14/2016,36
2016011435,0,19479,10584,0,1193,805,7424,3160,3388,2080,71,1/14/2016,35
2016011434,0,18543,10202,0,549,667,7432,3289,3442,2073,320,1/14/2016,34
2016011433,0,18358,9716,0,233,624,7426,3326,3407,2072,568,1/14/2016,33
2016011432,0,17398,9413,0,359,506,7412,3381,3499,2062,798,1/14/2016,32
2016011431,0,17622,8379,0,410,494,7427,3381,3596,2049,1028,1/14/2016,31
2016011430,0,17769,7879,0,353,497,7428,3386,3717,2034,1171,1/14/2016,30
2016011429,0,17749,7796,0,340,493,7431,3414,3763,2048,1314,1/14/2016,29
2016011428,0,18018,7766,0,348,508,7416,3498,3772,2054,1331,1/14/2016,28
