,drm2HourForecast,lolp1HourForecast,settlementDate,settlementPeriod
2016080333,10646.8420000,0.000000000,2016-08-03,33
2016080334,9990.4390000,0.000000000,2016-08-03,34
2016080335,8971.1100000,0.000000000,2016-08-03,35
2016080336,8278.8110000,0.000000000,2016-08-03,36
2016080337,7998.6230000,0.000000000,2016-08-03,37
2016080338,8332.9400000,0.000000000,2016-08-03,38
2016080339,8281.4310000,0.000000000,2016-08-03,39
2016080340,9393.8850000,0.000000000,2016-08-03,40
2016080341,9489.2650000,0.000000000,2016-08-03,41
2016080342,9623.9620000,0.000000000,2016-08-03,42
2016080343,9137.3350000,0.000000000,2016-08-03,43
2016080344,9602.5920000,0.000000000,2016-08-03,44
2016080345,10974.7330000,0.000000000,2016-08-03,45
2016080346,12736.8480000,0.000000000,2016-08-03,46
2016080347,13270.9810000,0.000000000,2016-08-03,47
2016080348,14467.0500000,0.000000000,2016-08-03,48
2016080401,15535.4840000,0.000000000,2016-08-04,1
2016080402,15944.9740000,0.000000000,2016-08-04,2
2016080403,16046.1410000,0.000000000,2016-08-04,3
2016080404,16056.1370000,0.000000000,2016-08-04,4
2016080405,15942.4700000,0.000000000,2016-08-04,5
2016080406,16369.8970000,0.000000000,2016-08-04,6
2016080407,16947.5020000,0.000000000,2016-08-04,7
2016080408,17047.6620000,0.000000000,2016-08-04,8
2016080409,17172.8870000,0.000000000,2016-08-04,9
2016080410,16860.7190000,0.000000000,2016-08-04,10
2016080411,16901.6580000,0.000000000,2016-08-04,11
2016080412,16287.2260000,0.000000000,2016-08-04,12
2016080413,15126.0360000,0.000000000,2016-08-04,13
2016080414,13378.4660000,0.000000000,2016-08-04,14
2016080415,12984.0790000,0.000000000,2016-08-04,15
2016080416,12104.9520000,0.000000000,2016-08-04,16
2016080417,10577.8930000,0.000000000,2016-08-04,17
2016080418,9602.5180000,0.000000000,2016-08-04,18
2016080419,9443.7080000,0.000000000,2016-08-04,19
2016080420,9676.8780000,0.000000000,2016-08-04,20
2016080421,9759.0690000,0.000000000,2016-08-04,21
2016080422,9594.1010000,0.000000000,2016-08-04,22
2016080423,9458.7980000,0.000000000,2016-08-04,23
2016080424,10012.6770000,0.000000000,2016-08-04,24
2016080425,9953.0540000,0.000000000,2016-08-04,25
2016080426,10018.0580000,0.000000000,2016-08-04,26
2016080427,11323.4830000,0.000000000,2016-08-04,27
2016080428,11625.9190000,0.000000000,2016-08-04,28
2016080429,11620.0770000,0.000000000,2016-08-04,29
2016080430,11817.4240000,0.000000000,2016-08-04,30
2016080431,11676.3030000,0.000000000,2016-08-04,31
2016080432,11075.2590000,0.000000000,2016-08-04,32
2016080433,11183.0920000,0.000000000,2016-08-04,33
2016080434,10553.9590000,0.000000000,2016-08-04,34
2016080435,9526.1875000,0.000000000,2016-08-04,35
2016080436,8978.0420000,0.000000000,2016-08-04,36
2016080437,7758.7324000,0.000000000,2016-08-04,37
2016080438,7837.2800000,0.000000000,2016-08-04,38
2016080439,7539.6840000,0.000000000,2016-08-04,39
2016080440,8654.4380000,0.000000000,2016-08-04,40
2016080441,8871.1380000,0.000000000,2016-08-04,41
2016080442,8893.6650000,0.000000000,2016-08-04,42
2016080443,7790.3630000,0.000000000,2016-08-04,43
2016080444,7394.4300000,0.000000000,2016-08-04,44
2016080445,8129.4360000,0.000000000,2016-08-04,45
2016080446,10089.3720000,0.000000000,2016-08-04,46
2016080447,11147.8710000,0.000000000,2016-08-04,47
2016080448,11641.6300000,0.000000000,2016-08-04,48
2016080501,12842.2750000,0.000000000,2016-08-05,1
2016080502,13949.0550000,0.000000000,2016-08-05,2
2016080503,14106.6740000,0.000000000,2016-08-05,3
2016080504,14242.2810000,0.000000000,2016-08-05,4
2016080505,13626.8540000,0.000000000,2016-08-05,5
2016080506,14225.9690000,0.000000000,2016-08-05,6
2016080507,14420.5180000,0.000000000,2016-08-05,7
2016080508,14624.8560000,0.000000000,2016-08-05,8
2016080509,14555.0210000,0.000000000,2016-08-05,9
2016080510,14395.8890000,0.000000000,2016-08-05,10
2016080511,13779.6110000,0.000000000,2016-08-05,11
2016080512,13268.1430000,0.000000000,2016-08-05,12
2016080513,11279.7710000,0.000000000,2016-08-05,13
2016080514,9845.8400000,0.000000000,2016-08-05,14
2016080515,9021.0330000,0.000000000,2016-08-05,15
2016080516,7283.3804000,0.000000000,2016-08-05,16
2016080517,5404.7210000,0.000000000,2016-08-05,17
2016080518,4068.0903000,0.000000000,2016-08-05,18
2016080519,3596.4944000,0.000000200,2016-08-05,19
2016080520,4008.8882000,0.000000000,2016-08-05,20
2016080521,3942.6416000,0.000000000,2016-08-05,21
2016080522,4476.6640000,0.000000000,2016-08-05,22
2016080523,4431.4927000,0.000000000,2016-08-05,23
2016080524,4322.5464000,0.000000000,2016-08-05,24
2016080525,4779.1360000,0.000000000,2016-08-05,25
2016080526,5260.5570000,0.000000000,2016-08-05,26
2016080527,5597.2490000,0.000000000,2016-08-05,27
2016080528,6503.2480000,0.000000000,2016-08-05,28
2016080529,6336.4730000,0.000000000,2016-08-05,29
2016080530,7184.0093000,0.000000000,2016-08-05,30
2016080531,7375.8013000,0.000000000,2016-08-05,31
2016080532,6818.4395000,0.000000000,2016-08-05,32
2016080533,7630.8630000,0.000000000,2016-08-05,33
2016080534,7044.8477000,0.000000000,2016-08-05,34
2016080535,6577.2450000,0.000000000,2016-08-05,35
2016080536,6272.2925000,0.000000000,2016-08-05,36
2016080537,5787.0625000,0.000000000,2016-08-05,37
2016080538,5799.6880000,0.000000000,2016-08-05,38
2016080539,6577.5225000,0.000000000,2016-08-05,39
2016080540,7232.3613000,0.000000000,2016-08-05,40
2016080541,7434.0913000,0.000000000,2016-08-05,41
2016080542,7157.6987000,0.000000000,2016-08-05,42
2016080543,7228.3467000,0.000000000,2016-08-05,43
2016080544,7773.4434000,0.000000000,2016-08-05,44
2016080545,8660.7660000,0.000000000,2016-08-05,45
2016080546,9951.7810000,0.000000000,2016-08-05,46
2016080547,10373.1480000,0.000000000,2016-08-05,47
2016080548,11696.0530000,0.000000000,2016-08-05,48
2016080601,12876.8430000,0.000000000,2016-08-06,1
2016080602,13782.3100000,0.000000000,2016-08-06,2
2016080603,14465.7490000,0.000000000,2016-08-06,3
2016080604,15013.1080000,0.000000000,2016-08-06,4
2016080605,14750.9910000,0.000000000,2016-08-06,5
2016080606,14987.7050000,0.000000000,2016-08-06,6
2016080607,14692.0720000,0.000000000,2016-08-06,7
2016080608,14815.3250000,0.000000000,2016-08-06,8
2016080609,14807.9100000,0.000000000,2016-08-06,9
2016080610,14501.7620000,0.000000000,2016-08-06,10
2016080611,14685.7770000,0.000000000,2016-08-06,11
2016080612,14442.5510000,0.000000000,2016-08-06,12
2016080613,13483.6290000,0.000000000,2016-08-06,13
2016080614,12441.0590000,0.000000000,2016-08-06,14
2016080615,11352.1730000,0.000000000,2016-08-06,15
2016080616,10623.2930000,0.000000000,2016-08-06,16
2016080617,9423.1250000,0.000000000,2016-08-06,17
2016080618,8391.5920000,0.000000000,2016-08-06,18
2016080619,8035.3984000,0.000000000,2016-08-06,19
2016080620,8134.7210000,0.000000000,2016-08-06,20
2016080621,8253.6710000,0.000000000,2016-08-06,21
2016080622,8759.2610000,0.000000000,2016-08-06,22
2016080623,8812.9760000,0.000000000,2016-08-06,23
2016080624,9656.9110000,0.000000000,2016-08-06,24
2016080625,9967.4420000,0.000000000,2016-08-06,25
2016080626,10146.8920000,0.000000000,2016-08-06,26
2016080627,9677.9830000,0.000000000,2016-08-06,27
2016080628,9901.5830000,0.000000000,2016-08-06,28
2016080629,10365.9340000,0.000000000,2016-08-06,29
2016080630,10540.9470000,0.000000000,2016-08-06,30
2016080631,11505.8470000,0.000000000,2016-08-06,31
2016080632,10401.7660000,0.000000000,2016-08-06,32
2016080633,10823.9150000,0.000000000,2016-08-06,33
2016080634,10086.4990000,0.000000000,2016-08-06,34
2016080635,10365.1670000,0.000000000,2016-08-06,35
2016080636,10129.3930000,0.000000000,2016-08-06,36
2016080637,9231.2340000,0.000000000,2016-08-06,37
2016080638,8780.4770000,0.000000000,2016-08-06,38
2016080639,8701.6910000,0.000000000,2016-08-06,39
2016080640,9614.0640000,0.000000000,2016-08-06,40
2016080641,10120.0310000,0.000000000,2016-08-06,41
2016080642,10154.7410000,0.000000000,2016-08-06,42
2016080643,11206.1200000,0.000000000,2016-08-06,43
2016080644,11320.7740000,0.000000000,2016-08-06,44
2016080645,12820.7090000,0.000000000,2016-08-06,45
2016080646,13565.5730000,0.000000000,2016-08-06,46
2016080647,15162.1500000,0.000000000,2016-08-06,47
2016080648,15832.1950000,0.000000000,2016-08-06,48
2016080701,15567.8740000,0.000000000,2016-08-07,1
2016080702,15861.3660000,0.000000000,2016-08-07,2
2016080703,16967.9380000,0.000000000,2016-08-07,3
2016080704,17312.6390000,0.000000000,2016-08-07,4
2016080705,16711.6640000,0.000000000,2016-08-07,5
2016080706,17039.8800000,0.000000000,2016-08-07,6
2016080707,17434.6450000,0.000000000,2016-08-07,7
2016080708,17737.4080000,0.000000000,2016-08-07,8
2016080709,17168.8850000,0.000000000,2016-08-07,9
2016080710,17565.6970000,0.000000000,2016-08-07,10
2016080711,17168.8520000,0.000000000,2016-08-07,11
2016080712,17637.4020000,0.000000000,2016-08-07,12
2016080713,16802.1210000,0.000000000,2016-08-07,13
2016080714,16087.6770000,0.000000000,2016-08-07,14
2016080715,15175.9050000,0.000000000,2016-08-07,15
2016080716,14016.1210000,0.000000000,2016-08-07,16
2016080717,14206.1280000,0.000000000,2016-08-07,17
2016080718,13650.6270000,0.000000000,2016-08-07,18
2016080719,13860.1600000,0.000000000,2016-08-07,19
2016080720,13681.4570000,0.000000000,2016-08-07,20
2016080721,13395.6720000,0.000000000,2016-08-07,21
2016080722,13506.8020000,0.000000000,2016-08-07,22
2016080723,13613.1620000,0.000000000,2016-08-07,23
2016080724,13595.5950000,0.000000000,2016-08-07,24
2016080725,12664.8040000,0.000000000,2016-08-07,25
2016080726,12644.5390000,0.000000000,2016-08-07,26
2016080727,12562.8520000,0.000000000,2016-08-07,27
2016080728,12913.2640000,0.000000000,2016-08-07,28
2016080729,13370.6050000,0.000000000,2016-08-07,29
2016080730,13470.0270000,0.000000000,2016-08-07,30
2016080731,14492.2630000,0.000000000,2016-08-07,31
2016080732,13368.5240000,0.000000000,2016-08-07,32
2016080733,13433.0340000,0.000000000,2016-08-07,33
2016080734,12992.2010000,0.000000000,2016-08-07,34
2016080735,12499.0820000,0.000000000,2016-08-07,35
2016080736,11926.3300000,0.000000000,2016-08-07,36
2016080737,11081.8940000,0.000000000,2016-08-07,37
2016080738,11555.3300000,0.000000000,2016-08-07,38
2016080739,11322.7330000,0.000000000,2016-08-07,39
2016080740,12513.0520000,0.000000000,2016-08-07,40
2016080741,12687.0230000,0.000000000,2016-08-07,41
2016080742,12778.3400000,0.000000000,2016-08-07,42
2016080743,12133.4030000,0.000000000,2016-08-07,43
2016080744,12354.3470000,0.000000000,2016-08-07,44
2016080745,13032.9800000,0.000000000,2016-08-07,45
2016080746,14244.6360000,0.000000000,2016-08-07,46
2016080747,15445.3890000,0.000000000,2016-08-07,47
2016080748,16912.9510000,0.000000000,2016-08-07,48
2016080801,16983.7170000,0.000000000,2016-08-08,1
2016080802,17386.5760000,0.000000000,2016-08-08,2
2016080803,16547.9900000,0.000000000,2016-08-08,3
2016080804,16967.8220000,0.000000000,2016-08-08,4
2016080805,17301.8710000,0.000000000,2016-08-08,5
2016080806,17645.0350000,0.000000000,2016-08-08,6
2016080807,17724.0140000,0.000000000,2016-08-08,7
2016080808,17925.7200000,0.000000000,2016-08-08,8
2016080809,17973.7460000,0.000000000,2016-08-08,9
2016080810,17728.6580000,0.000000000,2016-08-08,10
2016080811,16963.0310000,0.000000000,2016-08-08,11
2016080812,17111.8550000,0.000000000,2016-08-08,12
2016080813,16177.9820000,0.000000000,2016-08-08,13
2016080814,14079.7240000,0.000000000,2016-08-08,14
2016080815,14146.8160000,0.000000000,2016-08-08,15
2016080816,13540.2400000,0.000000000,2016-08-08,16
2016080817,14074.0625000,0.000000000,2016-08-08,17
2016080818,13187.5810000,0.000000000,2016-08-08,18
2016080819,13102.8860000,0.000000000,2016-08-08,19
2016080820,13239.1820000,0.000000000,2016-08-08,20
2016080821,13335.7070000,0.000000000,2016-08-08,21
2016080822,13322.3850000,0.000000000,2016-08-08,22
2016080823,14285.0410000,0.000000000,2016-08-08,23
2016080824,14463.9040000,0.000000000,2016-08-08,24
2016080825,13706.6860000,0.000000000,2016-08-08,25
2016080826,13967.3100000,0.000000000,2016-08-08,26
2016080827,13975.5680000,0.000000000,2016-08-08,27
2016080828,14021.0460000,0.000000000,2016-08-08,28
2016080829,13303.5520000,0.000000000,2016-08-08,29
2016080830,13727.2560000,0.000000000,2016-08-08,30
2016080831,13288.3240000,0.000000000,2016-08-08,31
2016080832,12587.2690000,0.000000000,2016-08-08,32
2016080833,12191.7620000,0.000000000,2016-08-08,33
2016080834,11477.7390000,0.000000000,2016-08-08,34
2016080835,10411.0130000,0.000000000,2016-08-08,35
2016080836,9944.1030000,0.000000000,2016-08-08,36
2016080837,9275.0610000,0.000000000,2016-08-08,37
2016080838,8530.7570000,0.000000000,2016-08-08,38
2016080839,8554.4780000,0.000000000,2016-08-08,39
2016080840,9043.8900000,0.000000000,2016-08-08,40
2016080841,9252.7360000,0.000000000,2016-08-08,41
2016080842,10056.6400000,0.000000000,2016-08-08,42
2016080843,9890.4550000,0.000000000,2016-08-08,43
2016080844,10533.5650000,0.000000000,2016-08-08,44
2016080845,11831.9420000,0.000000000,2016-08-08,45
2016080846,13696.3220000,0.000000000,2016-08-08,46
2016080847,14356.8210000,0.000000000,2016-08-08,47
2016080848,15447.5830000,0.000000000,2016-08-08,48
2016080901,15147.8630000,0.000000000,2016-08-09,1
2016080902,15506.8500000,0.000000000,2016-08-09,2
2016080903,16259.1230000,0.000000000,2016-08-09,3
2016080904,16374.1660000,0.000000000,2016-08-09,4
2016080905,16530.4770000,0.000000000,2016-08-09,5
2016080906,16718.9900000,0.000000000,2016-08-09,6
2016080907,16430.9550000,0.000000000,2016-08-09,7
2016080908,16563.2970000,0.000000000,2016-08-09,8
2016080909,16575.9570000,0.000000000,2016-08-09,9
2016080910,16439.3000000,0.000000000,2016-08-09,10
2016080911,15674.2310000,0.000000000,2016-08-09,11
2016080912,15161.1920000,0.000000000,2016-08-09,12
2016080913,14328.8330000,0.000000000,2016-08-09,13
2016080914,12342.1240000,0.000000000,2016-08-09,14
2016080915,12038.7510000,0.000000000,2016-08-09,15
2016080916,10786.1290000,0.000000000,2016-08-09,16
2016080917,9450.0840000,0.000000000,2016-08-09,17
2016080918,8699.5130000,0.000000000,2016-08-09,18
2016080919,9345.8150000,0.000000000,2016-08-09,19
2016080920,9468.9450000,0.000000000,2016-08-09,20
2016080921,9754.6070000,0.000000000,2016-08-09,21
2016080922,9790.8220000,0.000000000,2016-08-09,22
2016080923,10122.3310000,0.000000000,2016-08-09,23
2016080924,10362.2295000,0.000000000,2016-08-09,24
2016080925,10589.5160000,0.000000000,2016-08-09,25
2016080926,10954.1090000,0.000000000,2016-08-09,26
2016080927,11228.2240000,0.000000000,2016-08-09,27
2016080928,11028.7480000,0.000000000,2016-08-09,28
2016080929,10567.9190000,0.000000000,2016-08-09,29
2016080930,10659.2640000,0.000000000,2016-08-09,30
2016080931,10530.7140000,0.000000000,2016-08-09,31
2016080932,8568.6870000,0.000000000,2016-08-09,32
2016080933,8611.5820000,0.000000000,2016-08-09,33
2016080934,7996.4990000,0.000000000,2016-08-09,34
2016080935,7150.5444000,0.000000000,2016-08-09,35
2016080936,6665.3290000,0.000000000,2016-08-09,36
2016080937,5499.4800000,0.000000000,2016-08-09,37
2016080938,6047.1000000,0.000000000,2016-08-09,38
2016080939,6172.1500000,0.000000000,2016-08-09,39
2016080940,6873.7060000,0.000000000,2016-08-09,40
2016080941,6853.8640000,0.000000000,2016-08-09,41
2016080942,6915.6914000,0.000000000,2016-08-09,42
2016080943,6334.5186000,0.000000000,2016-08-09,43
2016080944,6600.4580000,0.000000000,2016-08-09,44
2016080945,8325.9170000,0.000000000,2016-08-09,45
2016080946,10231.1330000,0.000000000,2016-08-09,46
2016080947,12085.9900000,0.000000000,2016-08-09,47
2016080948,13568.2680000,0.000000000,2016-08-09,48
2016081001,14808.3630000,0.000000000,2016-08-10,1
2016081002,15546.1950000,0.000000000,2016-08-10,2
2016081003,16121.9030000,0.000000000,2016-08-10,3
2016081004,15804.3680000,0.000000000,2016-08-10,4
2016081005,15624.1430000,0.000000000,2016-08-10,5
2016081006,15939.6490000,0.000000000,2016-08-10,6
2016081007,15914.0750000,0.000000000,2016-08-10,7
2016081008,15995.0280000,0.000000000,2016-08-10,8
2016081009,16445.8400000,0.000000000,2016-08-10,9
2016081010,16214.9370000,0.000000000,2016-08-10,10
2016081011,15356.8970000,0.000000000,2016-08-10,11
2016081012,14409.8280000,0.000000000,2016-08-10,12
2016081013,11955.2470000,0.000000000,2016-08-10,13
2016081014,10828.7520000,0.000000000,2016-08-10,14
2016081015,8800.4380000,0.000000000,2016-08-10,15
2016081016,8323.7730000,0.000000000,2016-08-10,16
2016081017,5966.0280000,0.000000000,2016-08-10,17
2016081018,5405.9090000,0.000000000,2016-08-10,18
2016081019,5126.1543000,0.000000000,2016-08-10,19
2016081020,5242.2050000,0.000000000,2016-08-10,20
2016081021,5229.8936000,0.000000000,2016-08-10,21
2016081022,5340.5660000,0.000000000,2016-08-10,22
2016081023,5232.8560000,0.000000000,2016-08-10,23
2016081024,5254.7920000,0.000000000,2016-08-10,24
2016081025,5265.3660000,0.000000000,2016-08-10,25
2016081026,5376.1553000,0.000000000,2016-08-10,26
2016081027,5463.6240000,0.000000000,2016-08-10,27
2016081028,5818.8623000,0.000000000,2016-08-10,28
2016081029,5732.6284000,0.000000000,2016-08-10,29
2016081030,6010.6143000,0.000000000,2016-08-10,30
2016081031,6583.1430000,0.000000000,2016-08-10,31
2016081032,6261.1733000,0.000000000,2016-08-10,32
2016081033,6191.9790000,0.000000000,2016-08-10,33
2016081034,5399.5107000,0.000000000,2016-08-10,34
2016081035,4518.4263000,0.000000000,2016-08-10,35
2016081036,4608.6210000,0.000000000,2016-08-10,36
2016081037,4060.6870000,0.000000000,2016-08-10,37
2016081038,4003.0776000,0.000000000,2016-08-10,38
2016081039,4584.6120000,0.000000000,2016-08-10,39
2016081040,5397.7876000,0.000000000,2016-08-10,40
2016081041,6051.2970000,0.000000000,2016-08-10,41
2016081042,6364.1880000,0.000000000,2016-08-10,42
2016081043,5900.3280000,0.000000000,2016-08-10,43
2016081044,6851.6465000,0.000000000,2016-08-10,44
2016081045,8354.8020000,0.000000000,2016-08-10,45
2016081046,10447.7590000,0.000000000,2016-08-10,46
2016081047,12143.2250000,0.000000000,2016-08-10,47
2016081048,13781.5430000,0.000000000,2016-08-10,48
2016081101,15055.0010000,0.000000000,2016-08-11,1
2016081102,16272.0150000,0.000000000,2016-08-11,2
2016081103,17104.8440000,0.000000000,2016-08-11,3
2016081104,17391.9770000,0.000000000,2016-08-11,4
2016081105,18164.3950000,0.000000000,2016-08-11,5
2016081106,18546.0590000,0.000000000,2016-08-11,6
2016081107,19085.8550000,0.000000000,2016-08-11,7
2016081108,19023.1210000,0.000000000,2016-08-11,8
2016081109,19238.1390000,0.000000000,2016-08-11,9
2016081110,19168.0200000,0.000000000,2016-08-11,10
2016081111,18781.3670000,0.000000000,2016-08-11,11
2016081112,18276.7300000,0.000000000,2016-08-11,12
2016081113,16392.1000000,0.000000000,2016-08-11,13
2016081114,14474.2000000,0.000000000,2016-08-11,14
2016081115,13581.2500000,0.000000000,2016-08-11,15
2016081116,11977.6690000,0.000000000,2016-08-11,16
2016081117,10238.3080000,0.000000000,2016-08-11,17
2016081118,8894.6620000,0.000000000,2016-08-11,18
2016081119,8156.8380000,0.000000000,2016-08-11,19
2016081120,8280.5280000,0.000000000,2016-08-11,20
2016081121,8607.4910000,0.000000000,2016-08-11,21
2016081122,8964.9480000,0.000000000,2016-08-11,22
2016081123,9374.7340000,0.000000000,2016-08-11,23
2016081124,9296.0900000,0.000000000,2016-08-11,24
2016081125,9605.3890000,0.000000000,2016-08-11,25
2016081126,10418.1410000,0.000000000,2016-08-11,26
2016081127,10871.4420000,0.000000000,2016-08-11,27
2016081128,10559.2540000,0.000000000,2016-08-11,28
2016081129,10036.1150000,0.000000000,2016-08-11,29
2016081130,10340.4290000,0.000000000,2016-08-11,30
2016081131,10551.4375000,0.000000000,2016-08-11,31
2016081132,9955.1150000,0.000000000,2016-08-11,32
2016081133,9899.6040000,0.000000000,2016-08-11,33
2016081134,9958.4720000,0.000000000,2016-08-11,34
2016081135,9332.8390000,0.000000000,2016-08-11,35
2016081136,8553.9520000,0.000000000,2016-08-11,36
2016081137,7805.2236000,0.000000000,2016-08-11,37
2016081138,7894.2150000,0.000000000,2016-08-11,38
2016081139,8110.9414000,0.000000000,2016-08-11,39
2016081140,9024.1600000,0.000000000,2016-08-11,40
2016081141,9348.1460000,0.000000000,2016-08-11,41
2016081142,8230.2090000,0.000000000,2016-08-11,42
2016081143,8211.0340000,0.000000000,2016-08-11,43
2016081144,9928.1260000,0.000000000,2016-08-11,44
2016081145,12604.2990000,0.000000000,2016-08-11,45
2016081146,14135.2400000,0.000000000,2016-08-11,46
2016081147,14952.6130000,0.000000000,2016-08-11,47
2016081148,16010.6650000,0.000000000,2016-08-11,48
2016081201,17355.4120000,0.000000000,2016-08-12,1
2016081202,18777.3870000,0.000000000,2016-08-12,2
2016081203,18380.0620000,0.000000000,2016-08-12,3
2016081204,18704.9340000,0.000000000,2016-08-12,4
2016081205,18108.9500000,0.000000000,2016-08-12,5
2016081206,18402.1050000,0.000000000,2016-08-12,6
2016081207,18665.8000000,0.000000000,2016-08-12,7
2016081208,18691.1370000,0.000000000,2016-08-12,8
2016081209,18740.3520000,0.000000000,2016-08-12,9
2016081210,18459.0250000,0.000000000,2016-08-12,10
2016081211,18422.0800000,0.000000000,2016-08-12,11
2016081212,17321.6370000,0.000000000,2016-08-12,12
2016081213,15815.1550000,0.000000000,2016-08-12,13
2016081214,14151.2510000,0.000000000,2016-08-12,14
2016081215,12723.0770000,0.000000000,2016-08-12,15
2016081216,11329.6710000,0.000000000,2016-08-12,16
2016081217,10156.7870000,0.000000000,2016-08-12,17
2016081218,9441.9040000,0.000000000,2016-08-12,18
2016081219,9119.4770000,0.000000000,2016-08-12,19
2016081220,9451.2530000,0.000000000,2016-08-12,20
2016081221,9800.9200000,0.000000000,2016-08-12,21
2016081222,10235.7960000,0.000000000,2016-08-12,22
2016081223,10231.9770000,0.000000000,2016-08-12,23
2016081224,10715.7320000,0.000000000,2016-08-12,24
2016081225,11338.9030000,0.000000000,2016-08-12,25
2016081226,11585.6455000,0.000000000,2016-08-12,26
2016081227,12159.1200000,0.000000000,2016-08-12,27
2016081228,13767.2980000,0.000000000,2016-08-12,28
2016081229,13431.3170000,0.000000000,2016-08-12,29
2016081230,13435.8930000,0.000000000,2016-08-12,30
2016081231,13493.1720000,0.000000000,2016-08-12,31
2016081232,12709.2730000,0.000000000,2016-08-12,32
2016081233,13112.7800000,0.000000000,2016-08-12,33
2016081234,12026.5580000,0.000000000,2016-08-12,34
2016081235,11288.2680000,0.000000000,2016-08-12,35
2016081236,10711.0230000,0.000000000,2016-08-12,36
2016081237,10048.3010000,0.000000000,2016-08-12,37
2016081238,10395.1410000,0.000000000,2016-08-12,38
2016081239,9642.5870000,0.000000000,2016-08-12,39
2016081240,9988.7230000,0.000000000,2016-08-12,40
2016081241,10292.0270000,0.000000000,2016-08-12,41
2016081242,10515.1875000,0.000000000,2016-08-12,42
2016081243,9498.7240000,0.000000000,2016-08-12,43
2016081244,9562.9130000,0.000000000,2016-08-12,44
2016081245,11061.1380000,0.000000000,2016-08-12,45
2016081246,12911.6045000,0.000000000,2016-08-12,46
2016081247,13468.6700000,0.000000000,2016-08-12,47
2016081248,14403.2000000,0.000000000,2016-08-12,48
2016081301,16312.1950000,0.000000000,2016-08-13,1
2016081302,17113.4200000,0.000000000,2016-08-13,2
2016081303,17493.8200000,0.000000000,2016-08-13,3
2016081304,17719.0780000,0.000000000,2016-08-13,4
2016081305,18000.3830000,0.000000000,2016-08-13,5
2016081306,18291.1840000,0.000000000,2016-08-13,6
2016081307,17200.8400000,0.000000000,2016-08-13,7
2016081308,17089.1070000,0.000000000,2016-08-13,8
2016081309,16716.2400000,0.000000000,2016-08-13,9
2016081310,16528.5200000,0.000000000,2016-08-13,10
2016081311,16182.4090000,0.000000000,2016-08-13,11
2016081312,16306.3040000,0.000000000,2016-08-13,12
2016081313,15507.9730000,0.000000000,2016-08-13,13
2016081314,14873.8680000,0.000000000,2016-08-13,14
2016081315,13956.4590000,0.000000000,2016-08-13,15
2016081316,13488.8960000,0.000000000,2016-08-13,16
2016081317,13729.4580000,0.000000000,2016-08-13,17
2016081318,13109.8790000,0.000000000,2016-08-13,18
2016081319,11794.3820000,0.000000000,2016-08-13,19
2016081320,11553.2580000,0.000000000,2016-08-13,20
2016081321,10989.9840000,0.000000000,2016-08-13,21
2016081322,11819.0250000,0.000000000,2016-08-13,22
2016081323,11671.6850000,0.000000000,2016-08-13,23
2016081324,11876.2100000,0.000000000,2016-08-13,24
2016081325,11392.2770000,0.000000000,2016-08-13,25
2016081326,11734.4490000,0.000000000,2016-08-13,26
2016081327,11891.4360000,0.000000000,2016-08-13,27
2016081328,12152.3955000,0.000000000,2016-08-13,28
2016081329,11900.5170000,0.000000000,2016-08-13,29
2016081330,12005.6870000,0.000000000,2016-08-13,30
2016081331,11955.8550000,0.000000000,2016-08-13,31
2016081332,10160.6170000,0.000000000,2016-08-13,32
2016081333,9941.6760000,0.000000000,2016-08-13,33
2016081334,9215.6020000,0.000000000,2016-08-13,34
2016081335,9123.0470000,0.000000000,2016-08-13,35
2016081336,8520.2850000,0.000000000,2016-08-13,36
2016081337,7451.9814000,0.000000000,2016-08-13,37
2016081338,7505.5210000,0.000000000,2016-08-13,38
2016081339,7302.0654000,0.000000000,2016-08-13,39
2016081340,7972.3910000,0.000000000,2016-08-13,40
2016081341,8255.1050000,0.000000000,2016-08-13,41
2016081342,7827.0815000,0.000000000,2016-08-13,42
2016081343,7631.4750000,0.000000000,2016-08-13,43
2016081344,7277.8315000,0.000000000,2016-08-13,44
2016081345,7439.2817000,0.000000000,2016-08-13,45
2016081346,9251.6650000,0.000000000,2016-08-13,46
2016081347,10551.8310000,0.000000000,2016-08-13,47
2016081348,10780.0390000,0.000000000,2016-08-13,48
2016081401,12177.8100000,0.000000000,2016-08-14,1
2016081402,12862.7630000,0.000000000,2016-08-14,2
2016081403,13472.5860000,0.000000000,2016-08-14,3
2016081404,14314.6150000,0.000000000,2016-08-14,4
2016081405,14704.9060000,0.000000000,2016-08-14,5
2016081406,15093.7830000,0.000000000,2016-08-14,6
2016081407,15423.2130000,0.000000000,2016-08-14,7
2016081408,15812.4650000,0.000000000,2016-08-14,8
2016081409,15902.0760000,0.000000000,2016-08-14,9
2016081410,15927.0205000,0.000000000,2016-08-14,10
2016081411,15659.7260000,0.000000000,2016-08-14,11
2016081412,15831.7980000,0.000000000,2016-08-14,12
2016081413,15593.0430000,0.000000000,2016-08-14,13
2016081414,15446.1720000,0.000000000,2016-08-14,14
2016081415,14456.2290000,0.000000000,2016-08-14,15
2016081416,13616.5230000,0.000000000,2016-08-14,16
2016081417,11939.5430000,0.000000000,2016-08-14,17
2016081418,11433.4560000,0.000000000,2016-08-14,18
2016081419,10794.3480000,0.000000000,2016-08-14,19
2016081420,9666.5650000,0.000000000,2016-08-14,20
2016081421,9407.3470000,0.000000000,2016-08-14,21
