,TSDF,settlementDate,settlementPeriod
2017050542,31962,5/5/2017,42
2017050543,32200,5/5/2017,43
2017050544,31218,5/5/2017,44
2017050545,29995,5/5/2017,45
2017050546,28047,5/5/2017,46
2017050547,26295,5/5/2017,47
2017050548,24600,5/5/2017,48
2017050601,24043,5/6/2017,1
2017050602,24002,5/6/2017,2
2017050603,23648,5/6/2017,3
2017050604,23848,5/6/2017,4
2017050605,23520,5/6/2017,5
2017050606,23060,5/6/2017,6
2017050607,22929,5/6/2017,7
2017050608,22844,5/6/2017,8
2017050609,22841,5/6/2017,9
2017050610,22627,5/6/2017,10
2017050611,22358,5/6/2017,11
2017050612,22336,5/6/2017,12
2017050613,23385,5/6/2017,13
2017050614,23564,5/6/2017,14
2017050615,24665,5/6/2017,15
2017050616,25972,5/6/2017,16
2017050617,27547,5/6/2017,17
2017050618,28400,5/6/2017,18
2017050619,29700,5/6/2017,19
2017050620,29670,5/6/2017,20
2017050621,29462,5/6/2017,21
2017050622,29000,5/6/2017,22
2017050623,28549,5/6/2017,23
2017050624,28027,5/6/2017,24
2017050625,27676,5/6/2017,25
2017050626,27193,5/6/2017,26
2017050627,26719,5/6/2017,27
2017050628,26706,5/6/2017,28
2017050629,26612,5/6/2017,29
2017050630,26588,5/6/2017,30
2017050631,26753,5/6/2017,31
2017050632,26866,5/6/2017,32
2017050633,27294,5/6/2017,33
2017050634,28180,5/6/2017,34
2017050635,29310,5/6/2017,35
2017050636,29992,5/6/2017,36
2017050637,30365,5/6/2017,37
2017050638,30565,5/6/2017,38
2017050639,30523,5/6/2017,39
2017050640,30347,5/6/2017,40
2017050641,30248,5/6/2017,41
2017050642,30308,5/6/2017,42
2017050643,30640,5/6/2017,43
2017050644,30143,5/6/2017,44
2017050645,29165,5/6/2017,45
2017050646,27947,5/6/2017,46
2017050647,26300,5/6/2017,47
2017050648,24920,5/6/2017,48
2017050701,24167,5/7/2017,1
2017050702,24032,5/7/2017,2
2017050703,24724,5/7/2017,3
2017050704,24330,5/7/2017,4
2017050705,24002,5/7/2017,5
2017050706,23566,5/7/2017,6
2017050707,23357,5/7/2017,7
2017050708,23249,5/7/2017,8
2017050709,23022,5/7/2017,9
2017050710,22863,5/7/2017,10
2017050711,22703,5/7/2017,11
2017050712,22410,5/7/2017,12
2017050713,22921,5/7/2017,13
2017050714,22669,5/7/2017,14
2017050715,23049,5/7/2017,15
2017050716,23983,5/7/2017,16
2017050717,25143,5/7/2017,17
2017050718,26020,5/7/2017,18
2017050719,27108,5/7/2017,19
2017050720,27667,5/7/2017,20
2017050721,28120,5/7/2017,21
2017050722,27520,5/7/2017,22
2017050723,27168,5/7/2017,23
2017050724,26740,5/7/2017,24
2017050725,26717,5/7/2017,25
2017050726,26391,5/7/2017,26
2017050727,25877,5/7/2017,27
2017050728,25388,5/7/2017,28
2017050729,25092,5/7/2017,29
2017050730,24863,5/7/2017,30
2017050731,24700,5/7/2017,31
2017050732,25041,5/7/2017,32
2017050733,25666,5/7/2017,33
2017050734,26606,5/7/2017,34
2017050735,27577,5/7/2017,35
2017050736,28548,5/7/2017,36
2017050737,29515,5/7/2017,37
2017050738,30128,5/7/2017,38
2017050739,30252,5/7/2017,39
2017050740,30125,5/7/2017,40
2017050741,30203,5/7/2017,41
2017050742,30193,5/7/2017,42
2017050743,30725,5/7/2017,43
2017050744,29968,5/7/2017,44
2017050745,28765,5/7/2017,45
2017050746,26797,5/7/2017,46
2017050747,24894,5/7/2017,47
2017050748,23470,5/7/2017,48
2017050801,22989,5/8/2017,1
2017050802,22582,5/8/2017,2
2017050803,22665,5/8/2017,3
2017050804,23578,5/8/2017,4
2017050805,23273,5/8/2017,5
2017050806,22907,5/8/2017,6
2017050807,22758,5/8/2017,7
2017050808,22746,5/8/2017,8
2017050809,22621,5/8/2017,9
2017050810,22662,5/8/2017,10
2017050811,23072,5/8/2017,11
2017050812,24094,5/8/2017,12
2017050813,25872,5/8/2017,13
2017050814,28002,5/8/2017,14
2017050815,31245,5/8/2017,15
2017050816,32853,5/8/2017,16
2017050817,33500,5/8/2017,17
2017050818,32861,5/8/2017,18
2017050819,32879,5/8/2017,19
2017050820,32426,5/8/2017,20
2017050821,31871,5/8/2017,21
2017050822,31636,5/8/2017,22
2017050823,31548,5/8/2017,23
2017050824,31449,5/8/2017,24
2017050825,31276,5/8/2017,25
2017050826,30762,5/8/2017,26
2017050827,30346,5/8/2017,27
2017050828,31449,5/8/2017,28
2017050829,31257,5/8/2017,29
2017050830,31038,5/8/2017,30
2017050831,30750,5/8/2017,31
2017050832,31271,5/8/2017,32
2017050833,32038,5/8/2017,33
2017050834,32926,5/8/2017,34
2017050835,33594,5/8/2017,35
2017050836,33939,5/8/2017,36
2017050837,34169,5/8/2017,37
2017050838,34565,5/8/2017,38
2017050839,35222,5/8/2017,39
2017050840,35078,5/8/2017,40
2017050841,34665,5/8/2017,41
2017050842,34306,5/8/2017,42
2017050843,34728,5/8/2017,43
2017050844,34063,5/8/2017,44
2017050845,32564,5/8/2017,45
2017050846,30092,5/8/2017,46
2017050847,27910,5/8/2017,47
2017050848,26486,5/8/2017,48
2017050901,25497,5/9/2017,1
2017050902,25127,5/9/2017,2
2017050903,25624,5/9/2017,3
2017050904,26011,5/9/2017,4
2017050905,25924,5/9/2017,5
2017050906,25662,5/9/2017,6
2017050907,25261,5/9/2017,7
2017050908,24982,5/9/2017,8
2017050909,25089,5/9/2017,9
2017050910,25236,5/9/2017,10
2017050911,25511,5/9/2017,11
2017050912,26224,5/9/2017,12
2017050913,28256,5/9/2017,13
2017050914,30591,5/9/2017,14
2017050915,33881,5/9/2017,15
2017050916,35356,5/9/2017,16
2017050917,36030,5/9/2017,17
2017050918,35816,5/9/2017,18
2017050919,35958,5/9/2017,19
2017050920,35561,5/9/2017,20
2017050921,35048,5/9/2017,21
2017050922,35001,5/9/2017,22
2017050923,35181,5/9/2017,23
2017050924,35257,5/9/2017,24
2017050925,35022,5/9/2017,25
2017050926,34410,5/9/2017,26
2017050927,33949,5/9/2017,27
2017050928,33573,5/9/2017,28
2017050929,33575,5/9/2017,29
2017050930,33525,5/9/2017,30
2017050931,33250,5/9/2017,31
2017050932,34050,5/9/2017,32
2017050933,33951,5/9/2017,33
2017050934,35156,5/9/2017,34
2017050935,36062,5/9/2017,35
2017050936,36138,5/9/2017,36
2017050937,35982,5/9/2017,37
2017050938,35773,5/9/2017,38
2017050939,35716,5/9/2017,39
2017050940,35643,5/9/2017,40
2017050941,35573,5/9/2017,41
2017050942,35482,5/9/2017,42
2017050943,35828,5/9/2017,43
2017050944,34925,5/9/2017,44
2017050945,33012,5/9/2017,45
2017050946,30664,5/9/2017,46
2017050947,29152,5/9/2017,47
2017050948,28090,5/9/2017,48
2017051001,26889,5/10/2017,1
2017051002,26250,5/10/2017,2
2017051003,26154,5/10/2017,3
2017051004,26449,5/10/2017,4
2017051005,26323,5/10/2017,5
2017051006,26092,5/10/2017,6
2017051007,25870,5/10/2017,7
2017051008,25727,5/10/2017,8
2017051009,25650,5/10/2017,9
2017051010,25740,5/10/2017,10
2017051011,25984,5/10/2017,11
2017051012,26731,5/10/2017,12
2017051013,28167,5/10/2017,13
2017051014,30265,5/10/2017,14
2017051015,33368,5/10/2017,15
2017051016,34793,5/10/2017,16
2017051017,35306,5/10/2017,17
2017051018,34614,5/10/2017,18
2017051019,34436,5/10/2017,19
2017051020,33777,5/10/2017,20
2017051021,32924,5/10/2017,21
2017051022,32300,5/10/2017,22
2017051023,32057,5/10/2017,23
2017051024,31898,5/10/2017,24
2017051025,32148,5/10/2017,25
2017051026,31685,5/10/2017,26
2017051027,31190,5/10/2017,27
2017051028,29558,5/10/2017,28
2017051029,29403,5/10/2017,29
2017051030,29135,5/10/2017,30
2017051031,29105,5/10/2017,31
2017051032,29761,5/10/2017,32
2017051033,30645,5/10/2017,33
2017051034,31834,5/10/2017,34
2017051035,33038,5/10/2017,35
2017051036,33799,5/10/2017,36
2017051037,34024,5/10/2017,37
2017051038,34312,5/10/2017,38
2017051039,34288,5/10/2017,39
2017051040,34260,5/10/2017,40
2017051041,34143,5/10/2017,41
2017051042,34100,5/10/2017,42
2017051043,34700,5/10/2017,43
2017051044,33627,5/10/2017,44
2017051045,31880,5/10/2017,45
2017051046,29449,5/10/2017,46
2017051047,27012,5/10/2017,47
2017051048,26176,5/10/2017,48
2017051101,26256,5/11/2017,1
2017051102,25842,5/11/2017,2
2017051103,25769,5/11/2017,3
2017051104,26259,5/11/2017,4
2017051105,26113,5/11/2017,5
2017051106,25866,5/11/2017,6
2017051107,25515,5/11/2017,7
2017051108,25322,5/11/2017,8
2017051109,25220,5/11/2017,9
2017051110,25224,5/11/2017,10
2017051111,25418,5/11/2017,11
2017051112,26158,5/11/2017,12
2017051113,27557,5/11/2017,13
2017051114,29513,5/11/2017,14
2017051115,32545,5/11/2017,15
2017051116,34000,5/11/2017,16
2017051117,34593,5/11/2017,17
2017051118,33837,5/11/2017,18
2017051119,33574,5/11/2017,19
2017051120,32961,5/11/2017,20
2017051121,32241,5/11/2017,21
2017051122,31650,5/11/2017,22
2017051123,31503,5/11/2017,23
2017051124,31233,5/11/2017,24
2017051125,31262,5/11/2017,25
2017051126,30853,5/11/2017,26
2017051127,30431,5/11/2017,27
2017051128,30386,5/11/2017,28
2017051129,30221,5/11/2017,29
2017051130,29940,5/11/2017,30
2017051131,29905,5/11/2017,31
2017051132,30409,5/11/2017,32
2017051133,31182,5/11/2017,33
2017051134,32217,5/11/2017,34
2017051135,33166,5/11/2017,35
2017051136,33772,5/11/2017,36
2017051137,33832,5/11/2017,37
2017051138,33930,5/11/2017,38
2017051139,33863,5/11/2017,39
2017051140,33877,5/11/2017,40
2017051141,33562,5/11/2017,41
2017051142,33401,5/11/2017,42
2017051143,33981,5/11/2017,43
2017051144,33144,5/11/2017,44
2017051145,31549,5/11/2017,45
2017051146,29246,5/11/2017,46
2017051147,27058,5/11/2017,47
2017051148,25947,5/11/2017,48
2017051201,25274,5/12/2017,1
2017051202,24358,5/12/2017,2
2017051203,25027,5/12/2017,3
2017051204,25381,5/12/2017,4
2017051205,25240,5/12/2017,5
2017051206,24895,5/12/2017,6
2017051207,24709,5/12/2017,7
2017051208,24667,5/12/2017,8
2017051209,24510,5/12/2017,9
2017051210,24209,5/12/2017,10
2017051211,23984,5/12/2017,11
2017051212,24582,5/12/2017,12
2017051213,26005,5/12/2017,13
2017051214,28536,5/12/2017,14
2017051215,31816,5/12/2017,15
2017051216,33743,5/12/2017,16
2017051217,34738,5/12/2017,17
2017051218,34753,5/12/2017,18
2017051219,35205,5/12/2017,19
2017051220,35162,5/12/2017,20
2017051221,35008,5/12/2017,21
2017051222,34716,5/12/2017,22
2017051223,34469,5/12/2017,23
2017051224,34327,5/12/2017,24
2017051225,34336,5/12/2017,25
2017051226,34085,5/12/2017,26
2017051227,33548,5/12/2017,27
2017051228,33206,5/12/2017,28
2017051229,33126,5/12/2017,29
2017051230,32836,5/12/2017,30
2017051231,32606,5/12/2017,31
2017051232,32784,5/12/2017,32
2017051233,33030,5/12/2017,33
2017051234,33647,5/12/2017,34
2017051235,34050,5/12/2017,35
2017051236,34130,5/12/2017,36
2017051237,33977,5/12/2017,37
2017051238,33830,5/12/2017,38
2017051239,33699,5/12/2017,39
2017051240,33385,5/12/2017,40
2017051241,32983,5/12/2017,41
2017051242,32704,5/12/2017,42
2017051243,33108,5/12/2017,43
2017051244,32515,5/12/2017,44
2017051245,31347,5/12/2017,45
2017051246,29278,5/12/2017,46
2017051247,27261,5/12/2017,47
2017051248,25500,5/12/2017,48
2017051301,24189,5/13/2017,1
2017051302,23559,5/13/2017,2
2017051303,23403,5/13/2017,3
2017051304,23256,5/13/2017,4
2017051305,23319,5/13/2017,5
2017051306,22966,5/13/2017,6
2017051307,23109,5/13/2017,7
2017051308,22859,5/13/2017,8
2017051309,22660,5/13/2017,9
2017051310,22514,5/13/2017,10
2017051311,22358,5/13/2017,11
2017051312,22546,5/13/2017,12
2017051313,22911,5/13/2017,13
2017051314,23581,5/13/2017,14
2017051315,24247,5/13/2017,15
2017051316,25414,5/13/2017,16
2017051317,27051,5/13/2017,17
2017051318,27900,5/13/2017,18
2017051319,28595,5/13/2017,19
2017051320,28800,5/13/2017,20
2017051321,28794,5/13/2017,21
2017051322,27700,5/13/2017,22
2017051323,27484,5/13/2017,23
2017051324,27257,5/13/2017,24
2017051325,26975,5/13/2017,25
2017051326,26530,5/13/2017,26
2017051327,26098,5/13/2017,27
2017051328,25910,5/13/2017,28
2017051329,25548,5/13/2017,29
2017051330,25097,5/13/2017,30
2017051331,25052,5/13/2017,31
2017051332,25033,5/13/2017,32
2017051333,25677,5/13/2017,33
2017051334,26551,5/13/2017,34
2017051335,27480,5/13/2017,35
2017051336,28300,5/13/2017,36
2017051337,28642,5/13/2017,37
2017051338,28846,5/13/2017,38
2017051339,29002,5/13/2017,39
2017051340,28994,5/13/2017,40
2017051341,28556,5/13/2017,41
2017051342,28500,5/13/2017,42
2017051343,28785,5/13/2017,43
2017051344,29100,5/13/2017,44
2017051345,28157,5/13/2017,45
2017051346,26825,5/13/2017,46
2017051347,25481,5/13/2017,47
2017051348,24049,5/13/2017,48
2017051401,23643,5/14/2017,1
2017051402,23104,5/14/2017,2
2017051403,22502,5/14/2017,3
2017051404,22491,5/14/2017,4
2017051405,22194,5/14/2017,5
2017051406,21765,5/14/2017,6
2017051407,21463,5/14/2017,7
2017051408,21334,5/14/2017,8
2017051409,21073,5/14/2017,9
2017051410,20994,5/14/2017,10
2017051411,20722,5/14/2017,11
2017051412,20486,5/14/2017,12
2017051413,20987,5/14/2017,13
2017051414,21414,5/14/2017,14
2017051415,21638,5/14/2017,15
2017051416,22095,5/14/2017,16
2017051417,22791,5/14/2017,17
2017051418,23500,5/14/2017,18
2017051419,24349,5/14/2017,19
2017051420,24803,5/14/2017,20
2017051421,25110,5/14/2017,21
2017051422,24910,5/14/2017,22
2017051423,24705,5/14/2017,23
2017051424,24365,5/14/2017,24
2017051425,24126,5/14/2017,25
2017051426,23732,5/14/2017,26
2017051427,23277,5/14/2017,27
2017051428,22997,5/14/2017,28
2017051429,22765,5/14/2017,29
2017051430,22583,5/14/2017,30
2017051431,22438,5/14/2017,31
2017051432,22650,5/14/2017,32
2017051433,23337,5/14/2017,33
2017051434,24525,5/14/2017,34
2017051435,25796,5/14/2017,35
2017051436,26800,5/14/2017,36
2017051437,27666,5/14/2017,37
2017051438,28196,5/14/2017,38
2017051439,28800,5/14/2017,39
2017051440,29057,5/14/2017,40
2017051441,29358,5/14/2017,41
2017051442,29553,5/14/2017,42
2017051443,30300,5/14/2017,43
2017051444,29688,5/14/2017,44
2017051445,28466,5/14/2017,45
2017051446,26764,5/14/2017,46
2017051447,24934,5/14/2017,47
2017051448,23443,5/14/2017,48
2017051501,22638,5/15/2017,1
2017051502,21997,5/15/2017,2
2017051503,22713,5/15/2017,3
2017051504,22409,5/15/2017,4
2017051505,22203,5/15/2017,5
2017051506,21905,5/15/2017,6
2017051507,21736,5/15/2017,7
2017051508,21528,5/15/2017,8
2017051509,21598,5/15/2017,9
2017051510,22002,5/15/2017,10
2017051511,22323,5/15/2017,11
2017051512,22985,5/15/2017,12
2017051513,25156,5/15/2017,13
2017051514,28036,5/15/2017,14
2017051515,31679,5/15/2017,15
2017051516,33749,5/15/2017,16
2017051517,34730,5/15/2017,17
2017051518,35000,5/15/2017,18
2017051519,35731,5/15/2017,19
2017051520,34196,5/15/2017,20
2017051521,33968,5/15/2017,21
2017051522,34078,5/15/2017,22
2017051523,34267,5/15/2017,23
2017051524,34510,5/15/2017,24
2017051525,34700,5/15/2017,25
2017051526,34173,5/15/2017,26
2017051527,34149,5/15/2017,27
2017051528,33925,5/15/2017,28
2017051529,33892,5/15/2017,29
2017051530,33711,5/15/2017,30
2017051531,33707,5/15/2017,31
2017051532,34338,5/15/2017,32
2017051533,35292,5/15/2017,33
2017051534,36193,5/15/2017,34
2017051535,36830,5/15/2017,35
2017051536,36499,5/15/2017,36
2017051537,36068,5/15/2017,37
2017051538,35599,5/15/2017,38
2017051539,35000,5/15/2017,39
2017051540,34765,5/15/2017,40
2017051541,34399,5/15/2017,41
2017051542,34097,5/15/2017,42
2017051543,34225,5/15/2017,43
2017051544,33318,5/15/2017,44
2017051545,31625,5/15/2017,45
2017051546,29147,5/15/2017,46
2017051547,26808,5/15/2017,47
2017051548,24776,5/15/2017,48
2017051601,24024,5/16/2017,1
2017051602,23582,5/16/2017,2
2017051603,23329,5/16/2017,3
2017051604,23489,5/16/2017,4
2017051605,23055,5/16/2017,5
2017051606,22630,5/16/2017,6
2017051607,22435,5/16/2017,7
2017051608,22274,5/16/2017,8
2017051609,22128,5/16/2017,9
2017051610,22010,5/16/2017,10
2017051611,22414,5/16/2017,11
2017051612,22892,5/16/2017,12
2017051613,24346,5/16/2017,13
2017051614,27094,5/16/2017,14
2017051615,30300,5/16/2017,15
2017051616,32361,5/16/2017,16
2017051617,33600,5/16/2017,17
2017051618,33204,5/16/2017,18
2017051619,33100,5/16/2017,19
2017051620,33023,5/16/2017,20
2017051621,32944,5/16/2017,21
2017051622,32840,5/16/2017,22
2017051623,33124,5/16/2017,23
2017051624,32875,5/16/2017,24
2017051625,32880,5/16/2017,25
2017051626,32621,5/16/2017,26
2017051627,31290,5/16/2017,27
2017051628,31193,5/16/2017,28
2017051629,31146,5/16/2017,29
2017051630,31051,5/16/2017,30
2017051631,30750,5/16/2017,31
2017051632,31557,5/16/2017,32
2017051633,32454,5/16/2017,33
2017051634,33462,5/16/2017,34
2017051635,34495,5/16/2017,35
2017051636,34624,5/16/2017,36
2017051637,34866,5/16/2017,37
2017051638,34559,5/16/2017,38
2017051639,34439,5/16/2017,39
2017051640,34247,5/16/2017,40
2017051641,33996,5/16/2017,41
2017051642,33703,5/16/2017,42
2017051643,33903,5/16/2017,43
2017051644,32838,5/16/2017,44
2017051645,31178,5/16/2017,45
2017051646,28999,5/16/2017,46
2017051647,26841,5/16/2017,47
2017051648,25742,5/16/2017,48
2017051701,25570,5/17/2017,1
2017051702,25191,5/17/2017,2
2017051703,25622,5/17/2017,3
2017051704,25959,5/17/2017,4
2017051705,25456,5/17/2017,5
2017051706,25025,5/17/2017,6
2017051707,24692,5/17/2017,7
2017051708,24509,5/17/2017,8
2017051709,24441,5/17/2017,9
2017051710,24476,5/17/2017,10
2017051711,24774,5/17/2017,11
2017051712,25190,5/17/2017,12
2017051713,26652,5/17/2017,13
2017051714,29144,5/17/2017,14
2017051715,32451,5/17/2017,15
2017051716,34316,5/17/2017,16
2017051717,35400,5/17/2017,17
2017051718,35344,5/17/2017,18
2017051719,35846,5/17/2017,19
2017051720,35900,5/17/2017,20
2017051721,36071,5/17/2017,21
2017051722,36147,5/17/2017,22
2017051723,36112,5/17/2017,23
2017051724,36206,5/17/2017,24
2017051725,36362,5/17/2017,25
2017051726,36274,5/17/2017,26
2017051727,36105,5/17/2017,27
2017051728,36033,5/17/2017,28
2017051729,36111,5/17/2017,29
2017051730,36005,5/17/2017,30
2017051731,36030,5/17/2017,31
2017051732,36483,5/17/2017,32
2017051733,37451,5/17/2017,33
2017051734,38289,5/17/2017,34
2017051735,38700,5/17/2017,35
2017051736,38400,5/17/2017,36
2017051737,38053,5/17/2017,37
2017051738,37839,5/17/2017,38
2017051739,37354,5/17/2017,39
2017051740,36848,5/17/2017,40
2017051741,36136,5/17/2017,41
2017051742,35800,5/17/2017,42
2017051743,35772,5/17/2017,43
2017051744,34377,5/17/2017,44
2017051745,32649,5/17/2017,45
2017051746,30562,5/17/2017,46
2017051747,28750,5/17/2017,47
2017051748,27319,5/17/2017,48
2017051801,26868,5/18/2017,1
2017051802,26418,5/18/2017,2
2017051803,26034,5/18/2017,3
2017051804,26222,5/18/2017,4
2017051805,25929,5/18/2017,5
2017051806,25623,5/18/2017,6
2017051807,25587,5/18/2017,7
2017051808,25392,5/18/2017,8
2017051809,25373,5/18/2017,9
2017051810,24992,5/18/2017,10
2017051811,25367,5/18/2017,11
2017051812,25715,5/18/2017,12
2017051813,27020,5/18/2017,13
2017051814,29298,5/18/2017,14
2017051815,32269,5/18/2017,15
2017051816,33357,5/18/2017,16
2017051817,33700,5/18/2017,17
2017051818,33070,5/18/2017,18
2017051819,32800,5/18/2017,19
2017051820,32013,5/18/2017,20
2017051821,31712,5/18/2017,21
2017051822,31554,5/18/2017,22
2017051823,31436,5/18/2017,23
2017051824,31459,5/18/2017,24
2017051825,31594,5/18/2017,25
2017051826,30993,5/18/2017,26
2017051827,30890,5/18/2017,27
2017051828,30672,5/18/2017,28
2017051829,30519,5/18/2017,29
2017051830,30407,5/18/2017,30
2017051831,30396,5/18/2017,31
2017051832,31053,5/18/2017,32
2017051833,31874,5/18/2017,33
2017051834,33902,5/18/2017,34
2017051835,34919,5/18/2017,35
2017051836,35522,5/18/2017,36
2017051837,35679,5/18/2017,37
2017051838,35695,5/18/2017,38
2017051839,35557,5/18/2017,39
2017051840,35386,5/18/2017,40
2017051841,35063,5/18/2017,41
2017051842,34507,5/18/2017,42
2017051843,34500,5/18/2017,43
2017051844,34166,5/18/2017,44
2017051845,32845,5/18/2017,45
2017051846,30754,5/18/2017,46
2017051847,28331,5/18/2017,47
2017051848,26624,5/18/2017,48
2017051901,26400,5/19/2017,1
2017051902,25817,5/19/2017,2
2017051903,25537,5/19/2017,3
2017051904,25839,5/19/2017,4
2017051905,25629,5/19/2017,5
2017051906,25314,5/19/2017,6
2017051907,25096,5/19/2017,7
2017051908,24915,5/19/2017,8
2017051909,24904,5/19/2017,9
2017051910,24658,5/19/2017,10
2017051911,24839,5/19/2017,11
2017051912,24980,5/19/2017,12
2017051913,26659,5/19/2017,13
2017051914,29282,5/19/2017,14
2017051915,32344,5/19/2017,15
2017051916,33862,5/19/2017,16
2017051917,34700,5/19/2017,17
2017051918,34386,5/19/2017,18
2017051919,34500,5/19/2017,19
2017051920,33991,5/19/2017,20
2017051921,33499,5/19/2017,21
2017051922,33200,5/19/2017,22
