,ITSDO,settlementDate,settlementPeriod
2017081403,21622,2017-08-14,3
2017081404,21490,2017-08-14,4
2017081405,21371,2017-08-14,5
2017081406,21197,2017-08-14,6
2017081407,20900,2017-08-14,7
2017081408,20848,2017-08-14,8
2017081409,21190,2017-08-14,9
2017081410,21412,2017-08-14,10
2017081411,21870,2017-08-14,11
2017081412,22279,2017-08-14,12
2017081413,24114,2017-08-14,13
2017081414,25223,2017-08-14,14
2017081415,27484,2017-08-14,15
2017081416,29007,2017-08-14,16
2017081417,30499,2017-08-14,17
2017081418,31264,2017-08-14,18
2017081419,31666,2017-08-14,19
2017081420,31652,2017-08-14,20
2017081421,31105,2017-08-14,21
2017081422,30533,2017-08-14,22
2017081423,30228,2017-08-14,23
2017081424,30235,2017-08-14,24
2017081425,30254,2017-08-14,25
2017081426,30150,2017-08-14,26
2017081427,30218,2017-08-14,27
2017081428,30074,2017-08-14,28
2017081429,30244,2017-08-14,29
2017081430,30541,2017-08-14,30
2017081431,31105,2017-08-14,31
2017081432,31628,2017-08-14,32
2017081433,32099,2017-08-14,33
2017081434,32946,2017-08-14,34
2017081435,33780,2017-08-14,35
2017081436,34288,2017-08-14,36
2017081437,34441,2017-08-14,37
2017081438,34226,2017-08-14,38
2017081439,33886,2017-08-14,39
2017081440,33390,2017-08-14,40
2017081441,33041,2017-08-14,41
2017081442,33196,2017-08-14,42
2017081443,32941,2017-08-14,43
2017081444,31779,2017-08-14,44
2017081445,29776,2017-08-14,45
2017081446,27690,2017-08-14,46
2017081447,25781,2017-08-14,47
2017081448,24585,2017-08-14,48
2017081501,23749,2017-08-15,1
2017081502,23079,2017-08-15,2
2017081503,22588,2017-08-15,3
2017081504,22487,2017-08-15,4
2017081505,22316,2017-08-15,5
2017081506,22286,2017-08-15,6
2017081507,22319,2017-08-15,7
2017081508,22253,2017-08-15,8
2017081509,22310,2017-08-15,9
2017081510,22178,2017-08-15,10
2017081511,22543,2017-08-15,11
2017081512,22835,2017-08-15,12
2017081513,24103,2017-08-15,13
2017081514,26038,2017-08-15,14
2017081515,28344,2017-08-15,15
2017081516,29831,2017-08-15,16
2017081517,30927,2017-08-15,17
2017081518,31392,2017-08-15,18
2017081519,31585,2017-08-15,19
2017081520,31356,2017-08-15,20
2017081521,30773,2017-08-15,21
2017081522,30127,2017-08-15,22
2017081523,29803,2017-08-15,23
2017081524,29436,2017-08-15,24
2017081525,29383,2017-08-15,25
2017081526,29089,2017-08-15,26
2017081527,28663,2017-08-15,27
2017081528,28173,2017-08-15,28
2017081529,27955,2017-08-15,29
2017081530,27915,2017-08-15,30
2017081531,27957,2017-08-15,31
2017081532,28363,2017-08-15,32
2017081533,28903,2017-08-15,33
2017081534,29943,2017-08-15,34
2017081535,30757,2017-08-15,35
2017081536,31528,2017-08-15,36
2017081537,32053,2017-08-15,37
2017081538,32418,2017-08-15,38
2017081539,32545,2017-08-15,39
2017081540,32413,2017-08-15,40
2017081541,32277,2017-08-15,41
2017081542,32470,2017-08-15,42
2017081543,32533,2017-08-15,43
2017081544,31501,2017-08-15,44
2017081545,30072,2017-08-15,45
2017081546,28127,2017-08-15,46
2017081547,26084,2017-08-15,47
2017081548,24517,2017-08-15,48
2017081601,23280,2017-08-16,1
2017081602,22992,2017-08-16,2
2017081603,22763,2017-08-16,3
2017081604,22685,2017-08-16,4
2017081605,22583,2017-08-16,5
2017081606,22287,2017-08-16,6
2017081607,22536,2017-08-16,7
2017081608,22451,2017-08-16,8
2017081609,22566,2017-08-16,9
2017081610,22604,2017-08-16,10
2017081611,22851,2017-08-16,11
2017081612,23016,2017-08-16,12
2017081613,24288,2017-08-16,13
2017081614,26026,2017-08-16,14
2017081615,28412,2017-08-16,15
2017081616,29945,2017-08-16,16
2017081617,30833,2017-08-16,17
2017081618,31194,2017-08-16,18
2017081619,31095,2017-08-16,19
2017081620,30651,2017-08-16,20
2017081621,30113,2017-08-16,21
2017081622,29538,2017-08-16,22
2017081623,29115,2017-08-16,23
2017081624,28785,2017-08-16,24
2017081625,28669,2017-08-16,25
2017081626,28673,2017-08-16,26
2017081627,28482,2017-08-16,27
2017081628,28324,2017-08-16,28
2017081629,28217,2017-08-16,29
2017081630,28149,2017-08-16,30
2017081631,28304,2017-08-16,31
2017081632,28664,2017-08-16,32
2017081633,29283,2017-08-16,33
2017081634,29973,2017-08-16,34
2017081635,30937,2017-08-16,35
2017081636,31557,2017-08-16,36
2017081637,31850,2017-08-16,37
2017081638,31818,2017-08-16,38
2017081639,31737,2017-08-16,39
2017081640,31652,2017-08-16,40
2017081641,31587,2017-08-16,41
2017081642,31743,2017-08-16,42
2017081643,31291,2017-08-16,43
2017081644,29998,2017-08-16,44
2017081645,28443,2017-08-16,45
2017081646,26542,2017-08-16,46
2017081647,24603,2017-08-16,47
2017081648,23410,2017-08-16,48
2017081701,22819,2017-08-17,1
2017081702,22288,2017-08-17,2
2017081703,22084,2017-08-17,3
2017081704,21957,2017-08-17,4
2017081705,21725,2017-08-17,5
2017081706,21550,2017-08-17,6
2017081707,21596,2017-08-17,7
2017081708,21535,2017-08-17,8
2017081709,21634,2017-08-17,9
2017081710,21706,2017-08-17,10
2017081711,21977,2017-08-17,11
2017081712,22687,2017-08-17,12
2017081713,24410,2017-08-17,13
2017081714,26518,2017-08-17,14
2017081715,29010,2017-08-17,15
2017081716,30671,2017-08-17,16
2017081717,31922,2017-08-17,17
2017081718,32244,2017-08-17,18
2017081719,32753,2017-08-17,19
2017081720,32381,2017-08-17,20
2017081721,32174,2017-08-17,21
2017081722,31686,2017-08-17,22
2017081723,31193,2017-08-17,23
2017081724,30727,2017-08-17,24
2017081725,30205,2017-08-17,25
2017081726,29554,2017-08-17,26
2017081727,29211,2017-08-17,27
2017081728,28815,2017-08-17,28
2017081729,28744,2017-08-17,29
2017081730,28838,2017-08-17,30
2017081731,28978,2017-08-17,31
2017081732,29237,2017-08-17,32
2017081733,29755,2017-08-17,33
2017081734,30597,2017-08-17,34
2017081735,31414,2017-08-17,35
2017081736,32118,2017-08-17,36
2017081737,32625,2017-08-17,37
2017081738,32817,2017-08-17,38
2017081739,32861,2017-08-17,39
2017081740,32664,2017-08-17,40
2017081741,32223,2017-08-17,41
2017081742,32434,2017-08-17,42
2017081743,32250,2017-08-17,43
2017081744,31107,2017-08-17,44
2017081745,29705,2017-08-17,45
2017081746,27737,2017-08-17,46
2017081747,25612,2017-08-17,47
2017081748,24173,2017-08-17,48
2017081801,23212,2017-08-18,1
2017081802,22503,2017-08-18,2
2017081803,22555,2017-08-18,3
2017081804,22409,2017-08-18,4
2017081805,22200,2017-08-18,5
2017081806,21860,2017-08-18,6
2017081807,21687,2017-08-18,7
2017081808,21536,2017-08-18,8
2017081809,21589,2017-08-18,9
2017081810,21690,2017-08-18,10
2017081811,22469,2017-08-18,11
2017081812,22981,2017-08-18,12
2017081813,23878,2017-08-18,13
2017081814,24871,2017-08-18,14
2017081815,26848,2017-08-18,15
2017081816,28130,2017-08-18,16
2017081817,29217,2017-08-18,17
2017081818,29443,2017-08-18,18
2017081819,29734,2017-08-18,19
2017081820,29294,2017-08-18,20
2017081821,28550,2017-08-18,21
2017081822,28198,2017-08-18,22
2017081823,28159,2017-08-18,23
2017081824,28048,2017-08-18,24
2017081825,27969,2017-08-18,25
2017081826,27754,2017-08-18,26
2017081827,27337,2017-08-18,27
2017081828,26952,2017-08-18,28
2017081829,26997,2017-08-18,29
2017081830,27014,2017-08-18,30
2017081831,27109,2017-08-18,31
2017081832,27420,2017-08-18,32
2017081833,27743,2017-08-18,33
2017081834,28576,2017-08-18,34
2017081835,29219,2017-08-18,35
2017081836,29654,2017-08-18,36
2017081837,29941,2017-08-18,37
2017081838,30422,2017-08-18,38
2017081839,30514,2017-08-18,39
2017081840,30270,2017-08-18,40
2017081841,30153,2017-08-18,41
2017081842,30297,2017-08-18,42
2017081843,30034,2017-08-18,43
2017081844,28720,2017-08-18,44
2017081845,27198,2017-08-18,45
2017081846,25367,2017-08-18,46
2017081847,23842,2017-08-18,47
2017081848,22620,2017-08-18,48
2017081901,22192,2017-08-19,1
2017081902,21758,2017-08-19,2
2017081903,21554,2017-08-19,3
2017081904,21334,2017-08-19,4
2017081905,20887,2017-08-19,5
2017081906,20630,2017-08-19,6
2017081907,20916,2017-08-19,7
2017081908,20825,2017-08-19,8
2017081909,20379,2017-08-19,9
2017081910,20322,2017-08-19,10
2017081911,20740,2017-08-19,11
2017081912,20283,2017-08-19,12
2017081913,20071,2017-08-19,13
2017081914,20883,2017-08-19,14
2017081915,21814,2017-08-19,15
2017081916,22803,2017-08-19,16
2017081917,23829,2017-08-19,17
2017081918,24090,2017-08-19,18
2017081919,24160,2017-08-19,19
2017081920,23866,2017-08-19,20
2017081921,23559,2017-08-19,21
2017081922,23604,2017-08-19,22
2017081923,23419,2017-08-19,23
2017081924,23418,2017-08-19,24
2017081925,23329,2017-08-19,25
2017081926,23055,2017-08-19,26
2017081927,22456,2017-08-19,27
2017081928,21864,2017-08-19,28
2017081929,21484,2017-08-19,29
2017081930,21436,2017-08-19,30
2017081931,21442,2017-08-19,31
2017081932,21510,2017-08-19,32
2017081933,22160,2017-08-19,33
2017081934,23339,2017-08-19,34
2017081935,24807,2017-08-19,35
2017081936,25512,2017-08-19,36
2017081937,25987,2017-08-19,37
2017081938,26355,2017-08-19,38
2017081939,26407,2017-08-19,39
2017081940,26500,2017-08-19,40
2017081941,26883,2017-08-19,41
2017081942,27465,2017-08-19,42
2017081943,27469,2017-08-19,43
2017081944,26857,2017-08-19,44
2017081945,25901,2017-08-19,45
2017081946,24449,2017-08-19,46
2017081947,23089,2017-08-19,47
2017081948,21941,2017-08-19,48
2017082001,21101,2017-08-20,1
2017082002,20766,2017-08-20,2
2017082003,20412,2017-08-20,3
2017082004,20386,2017-08-20,4
2017082005,20016,2017-08-20,5
2017082006,19858,2017-08-20,6
2017082007,19699,2017-08-20,7
2017082008,19564,2017-08-20,8
2017082009,19532,2017-08-20,9
2017082010,19544,2017-08-20,10
2017082011,19763,2017-08-20,11
2017082012,19822,2017-08-20,12
2017082013,19884,2017-08-20,13
2017082014,19855,2017-08-20,14
2017082015,20286,2017-08-20,15
2017082016,20941,2017-08-20,16
2017082017,21951,2017-08-20,17
2017082018,22610,2017-08-20,18
2017082019,23150,2017-08-20,19
2017082020,23595,2017-08-20,20
2017082021,24065,2017-08-20,21
2017082022,24406,2017-08-20,22
2017082023,24855,2017-08-20,23
2017082024,25121,2017-08-20,24
2017082025,25257,2017-08-20,25
2017082026,25264,2017-08-20,26
2017082027,25353,2017-08-20,27
2017082028,25315,2017-08-20,28
2017082029,25408,2017-08-20,29
2017082030,25396,2017-08-20,30
2017082031,25934,2017-08-20,31
2017082032,26923,2017-08-20,32
2017082033,28030,2017-08-20,33
2017082034,29070,2017-08-20,34
2017082035,30036,2017-08-20,35
2017082036,30473,2017-08-20,36
2017082037,30754,2017-08-20,37
2017082038,30646,2017-08-20,38
2017082039,30654,2017-08-20,39
2017082040,30590,2017-08-20,40
2017082041,30639,2017-08-20,41
2017082042,30676,2017-08-20,42
2017082043,30212,2017-08-20,43
2017082044,29016,2017-08-20,44
2017082045,27878,2017-08-20,45
2017082046,26113,2017-08-20,46
2017082047,24455,2017-08-20,47
2017082048,23702,2017-08-20,48
2017082101,22653,2017-08-21,1
2017082102,22499,2017-08-21,2
2017082103,22429,2017-08-21,3
2017082104,22454,2017-08-21,4
2017082105,22233,2017-08-21,5
2017082106,21987,2017-08-21,6
2017082107,21773,2017-08-21,7
2017082108,21720,2017-08-21,8
2017082109,21781,2017-08-21,9
2017082110,22038,2017-08-21,10
2017082111,22912,2017-08-21,11
2017082112,23684,2017-08-21,12
2017082113,24682,2017-08-21,13
2017082114,26353,2017-08-21,14
2017082115,28804,2017-08-21,15
2017082116,30502,2017-08-21,16
2017082117,32026,2017-08-21,17
2017082118,32698,2017-08-21,18
2017082119,33329,2017-08-21,19
2017082120,33550,2017-08-21,20
2017082121,33503,2017-08-21,21
2017082122,33301,2017-08-21,22
2017082123,33385,2017-08-21,23
2017082124,33320,2017-08-21,24
2017082125,33378,2017-08-21,25
2017082126,33042,2017-08-21,26
2017082127,32811,2017-08-21,27
2017082128,32534,2017-08-21,28
2017082129,32420,2017-08-21,29
2017082130,32398,2017-08-21,30
2017082131,32535,2017-08-21,31
2017082132,33085,2017-08-21,32
2017082133,33663,2017-08-21,33
2017082134,34425,2017-08-21,34
2017082135,35257,2017-08-21,35
2017082136,35648,2017-08-21,36
2017082137,35649,2017-08-21,37
2017082138,35523,2017-08-21,38
2017082139,35266,2017-08-21,39
2017082140,34755,2017-08-21,40
2017082141,34666,2017-08-21,41
2017082142,34751,2017-08-21,42
2017082143,33917,2017-08-21,43
2017082144,32064,2017-08-21,44
2017082145,30301,2017-08-21,45
2017082146,28427,2017-08-21,46
2017082147,26500,2017-08-21,47
2017082148,25021,2017-08-21,48
2017082201,23886,2017-08-22,1
2017082202,23417,2017-08-22,2
2017082203,23290,2017-08-22,3
2017082204,23276,2017-08-22,4
2017082205,22908,2017-08-22,5
2017082206,22589,2017-08-22,6
2017082207,22545,2017-08-22,7
2017082208,22534,2017-08-22,8
2017082209,22549,2017-08-22,9
2017082210,22673,2017-08-22,10
2017082211,23179,2017-08-22,11
2017082212,24200,2017-08-22,12
2017082213,25507,2017-08-22,13
2017082214,27023,2017-08-22,14
2017082215,29546,2017-08-22,15
2017082216,31088,2017-08-22,16
2017082217,32690,2017-08-22,17
2017082218,33067,2017-08-22,18
2017082219,33300,2017-08-22,19
2017082220,33160,2017-08-22,20
2017082221,33237,2017-08-22,21
2017082222,32973,2017-08-22,22
2017082223,33034,2017-08-22,23
2017082224,33216,2017-08-22,24
2017082225,33046,2017-08-22,25
2017082226,32795,2017-08-22,26
2017082227,32548,2017-08-22,27
2017082228,32235,2017-08-22,28
2017082229,32171,2017-08-22,29
2017082230,31918,2017-08-22,30
2017082231,32027,2017-08-22,31
2017082232,32548,2017-08-22,32
2017082233,33140,2017-08-22,33
2017082234,33884,2017-08-22,34
2017082235,34390,2017-08-22,35
2017082236,34653,2017-08-22,36
2017082237,34784,2017-08-22,37
2017082238,34673,2017-08-22,38
2017082239,34479,2017-08-22,39
2017082240,34243,2017-08-22,40
2017082241,34189,2017-08-22,41
2017082242,34008,2017-08-22,42
2017082243,32965,2017-08-22,43
2017082244,31265,2017-08-22,44
2017082245,29517,2017-08-22,45
2017082246,27663,2017-08-22,46
2017082247,25860,2017-08-22,47
2017082248,24427,2017-08-22,48
2017082301,23827,2017-08-23,1
2017082302,23189,2017-08-23,2
2017082303,22998,2017-08-23,3
2017082304,22860,2017-08-23,4
2017082305,22601,2017-08-23,5
2017082306,22302,2017-08-23,6
2017082307,22184,2017-08-23,7
2017082308,22138,2017-08-23,8
2017082309,22120,2017-08-23,9
2017082310,22319,2017-08-23,10
2017082311,22588,2017-08-23,11
2017082312,22779,2017-08-23,12
2017082313,24460,2017-08-23,13
2017082314,26465,2017-08-23,14
2017082315,28881,2017-08-23,15
2017082316,30901,2017-08-23,16
2017082317,32420,2017-08-23,17
2017082318,33046,2017-08-23,18
2017082319,33681,2017-08-23,19
2017082320,33611,2017-08-23,20
2017082321,33422,2017-08-23,21
2017082322,33505,2017-08-23,22
2017082323,33614,2017-08-23,23
2017082324,33403,2017-08-23,24
2017082325,33237,2017-08-23,25
2017082326,32766,2017-08-23,26
2017082327,32144,2017-08-23,27
2017082328,31636,2017-08-23,28
2017082329,31274,2017-08-23,29
2017082330,30979,2017-08-23,30
2017082331,30937,2017-08-23,31
2017082332,31284,2017-08-23,32
2017082333,31682,2017-08-23,33
2017082334,32452,2017-08-23,34
2017082335,33094,2017-08-23,35
2017082336,33442,2017-08-23,36
2017082337,33561,2017-08-23,37
2017082338,33544,2017-08-23,38
2017082339,33431,2017-08-23,39
2017082340,33295,2017-08-23,40
2017082341,33796,2017-08-23,41
2017082342,33951,2017-08-23,42
2017082343,33128,2017-08-23,43
2017082344,31530,2017-08-23,44
2017082345,29836,2017-08-23,45
2017082346,28132,2017-08-23,46
2017082347,26254,2017-08-23,47
2017082348,24738,2017-08-23,48
2017082401,23330,2017-08-24,1
2017082402,22696,2017-08-24,2
2017082403,22202,2017-08-24,3
2017082404,22526,2017-08-24,4
2017082405,22409,2017-08-24,5
2017082406,22125,2017-08-24,6
2017082407,22004,2017-08-24,7
2017082408,21858,2017-08-24,8
2017082409,21653,2017-08-24,9
2017082410,21877,2017-08-24,10
2017082411,22717,2017-08-24,11
2017082412,23345,2017-08-24,12
2017082413,24395,2017-08-24,13
2017082414,26272,2017-08-24,14
2017082415,28539,2017-08-24,15
2017082416,30091,2017-08-24,16
2017082417,31210,2017-08-24,17
2017082418,31628,2017-08-24,18
2017082419,31710,2017-08-24,19
2017082420,31452,2017-08-24,20
2017082421,31101,2017-08-24,21
2017082422,30767,2017-08-24,22
2017082423,30877,2017-08-24,23
2017082424,30882,2017-08-24,24
2017082425,30793,2017-08-24,25
2017082426,30360,2017-08-24,26
2017082427,30369,2017-08-24,27
2017082428,30104,2017-08-24,28
2017082429,29944,2017-08-24,29
2017082430,29869,2017-08-24,30
2017082431,30043,2017-08-24,31
2017082432,30276,2017-08-24,32
2017082433,30855,2017-08-24,33
2017082434,31765,2017-08-24,34
2017082435,32565,2017-08-24,35
2017082436,32920,2017-08-24,36
2017082437,33076,2017-08-24,37
2017082438,33189,2017-08-24,38
2017082439,33141,2017-08-24,39
2017082440,33060,2017-08-24,40
2017082441,33208,2017-08-24,41
2017082442,33879,2017-08-24,42
2017082443,33005,2017-08-24,43
2017082444,31381,2017-08-24,44
2017082445,29771,2017-08-24,45
2017082446,27945,2017-08-24,46
2017082447,25888,2017-08-24,47
2017082448,24200,2017-08-24,48
2017082501,23415,2017-08-25,1
2017082502,23156,2017-08-25,2
2017082503,22947,2017-08-25,3
2017082504,22904,2017-08-25,4
2017082505,22610,2017-08-25,5
2017082506,22635,2017-08-25,6
2017082507,22583,2017-08-25,7
2017082508,22506,2017-08-25,8
2017082509,22532,2017-08-25,9
2017082510,22536,2017-08-25,10
2017082511,22470,2017-08-25,11
2017082512,22948,2017-08-25,12
2017082513,24579,2017-08-25,13
2017082514,26352,2017-08-25,14
2017082515,28597,2017-08-25,15
2017082516,30045,2017-08-25,16
2017082517,31015,2017-08-25,17
2017082518,31347,2017-08-25,18
2017082519,31408,2017-08-25,19
2017082520,31019,2017-08-25,20
2017082521,30490,2017-08-25,21
2017082522,30270,2017-08-25,22
2017082523,30123,2017-08-25,23
2017082524,29987,2017-08-25,24
2017082525,29871,2017-08-25,25
2017082526,29490,2017-08-25,26
2017082527,29128,2017-08-25,27
2017082528,28585,2017-08-25,28
2017082529,28499,2017-08-25,29
2017082530,28466,2017-08-25,30
2017082531,28582,2017-08-25,31
2017082532,28921,2017-08-25,32
2017082533,29646,2017-08-25,33
2017082534,30668,2017-08-25,34
2017082535,31635,2017-08-25,35
2017082536,32362,2017-08-25,36
2017082537,32610,2017-08-25,37
2017082538,32773,2017-08-25,38
2017082539,32603,2017-08-25,39
2017082540,32533,2017-08-25,40
2017082541,32807,2017-08-25,41
2017082542,32888,2017-08-25,42
2017082543,32164,2017-08-25,43
2017082544,30641,2017-08-25,44
2017082545,29100,2017-08-25,45
2017082546,27587,2017-08-25,46
2017082547,25968,2017-08-25,47
2017082548,24601,2017-08-25,48
2017082601,23332,2017-08-26,1
2017082602,22572,2017-08-26,2
2017082603,22262,2017-08-26,3
2017082604,22267,2017-08-26,4
2017082605,21943,2017-08-26,5
2017082606,21535,2017-08-26,6
2017082607,21498,2017-08-26,7
2017082608,21551,2017-08-26,8
2017082609,21478,2017-08-26,9
2017082610,21382,2017-08-26,10
2017082611,21825,2017-08-26,11
2017082612,21700,2017-08-26,12
2017082613,21744,2017-08-26,13
2017082614,22326,2017-08-26,14
2017082615,23637,2017-08-26,15
2017082616,24868,2017-08-26,16
2017082617,26181,2017-08-26,17
2017082618,26857,2017-08-26,18
2017082619,27301,2017-08-26,19
2017082620,27227,2017-08-26,20
2017082621,26900,2017-08-26,21
2017082622,26585,2017-08-26,22
2017082623,26198,2017-08-26,23
2017082624,26025,2017-08-26,24
2017082625,25594,2017-08-26,25
2017082626,25065,2017-08-26,26
2017082627,24401,2017-08-26,27
2017082628,23983,2017-08-26,28
2017082629,23810,2017-08-26,29
2017082630,23776,2017-08-26,30
2017082631,23737,2017-08-26,31
2017082632,24184,2017-08-26,32
2017082633,24943,2017-08-26,33
2017082634,25930,2017-08-26,34
2017082635,27155,2017-08-26,35
2017082636,27970,2017-08-26,36
2017082637,28278,2017-08-26,37
2017082638,28593,2017-08-26,38
2017082639,28698,2017-08-26,39
2017082640,28799,2017-08-26,40
2017082641,29312,2017-08-26,41
2017082642,29702,2017-08-26,42
2017082643,29177,2017-08-26,43
2017082644,28335,2017-08-26,44
2017082645,27382,2017-08-26,45
2017082646,26104,2017-08-26,46
2017082647,24614,2017-08-26,47
2017082648,23359,2017-08-26,48
2017082701,22290,2017-08-27,1
2017082702,21623,2017-08-27,2
2017082703,21207,2017-08-27,3
2017082704,20775,2017-08-27,4
2017082705,20908,2017-08-27,5
2017082706,20821,2017-08-27,6
2017082707,20674,2017-08-27,7
2017082708,20638,2017-08-27,8
2017082709,20637,2017-08-27,9
2017082710,20653,2017-08-27,10
2017082711,20750,2017-08-27,11
2017082712,20918,2017-08-27,12
2017082713,20837,2017-08-27,13
2017082714,21026,2017-08-27,14
2017082715,21093,2017-08-27,15
2017082716,21715,2017-08-27,16
2017082717,22558,2017-08-27,17
