,FossilGas,APXPrice,Total_RENE,TSDF
2016032235,19070.0,43.92,1455.3220000000001,43413.0
2016032236,19273.0,43.92,1093.3220000000001,44314.0
2016032237,19185.0,95.0,822.1469999999999,45384.0
2016032238,19887.0,95.0,586.1469999999999,46920.0
2016032239,19497.0,83.86,495.91200000000003,46682.0
2016032240,19173.0,83.86,450.91200000000003,45771.0
2016032241,19225.0,35.13,414.103,44400.0
2016032242,18857.0,35.13,414.103,42421.0
2016032243,18678.0,35.04,388.05400000000003,40139.0
2016032244,17748.0,35.04,388.05400000000003,37797.0
2016032245,15872.0,31.14,384.202,35682.0
2016032246,14733.0,31.14,384.202,33636.0
2016032247,13731.0,26.81,382.991,31464.0
2016032248,12444.0,26.81,382.991,30532.0
2016032301,12109.0,28.58,488.606,30950.0
2016032302,12631.0,28.58,488.606,31368.0
2016032303,12955.0,28.01,515.719,31398.0
2016032304,12450.0,28.01,515.719,30938.0
2016032305,12272.0,27.53,567.745,30533.0
2016032306,12036.0,27.53,567.745,30507.0
2016032307,12050.0,26.98,623.864,30090.0
2016032308,11571.0,26.98,623.864,29687.0
2016032309,11197.0,26.91,626.296,29353.0
2016032310,11296.0,26.91,626.296,29438.0
2016032311,11424.0,27.54,651.886,30164.0
2016032312,12055.0,27.54,651.886,31022.0
2016032313,13170.0,30.42,843.127,32481.0
2016032314,14146.0,30.42,1014.127,34915.0
2016032315,16050.0,32.1,1390.583,37790.0
2016032316,17747.0,32.1,1737.583,38821.0
2016032317,18789.0,43.73,2108.348,39409.0
2016032318,19309.0,43.73,2422.348,39196.0
2016032319,19384.0,45.0,2832.227,39202.0
2016032320,19756.0,45.0,3133.227,38991.0
2016032321,19674.0,38.06,3470.692,38926.0
2016032322,19253.0,38.06,3732.692,38899.0
2016032323,19438.0,32.41,4081.7090000000003,38999.0
2016032324,19420.0,32.41,4266.709000000001,39201.0
2016032325,19437.0,31.46,4504.291,39104.0
2016032326,19511.0,31.46,4533.291,40569.0
2016032327,19430.0,31.09,4574.361,40435.0
2016032328,19252.0,31.09,4428.361,40136.0
2016032329,19146.0,31.05,4391.305,39903.0
2016032330,19065.0,31.05,4159.305,39640.0
2016032331,18879.0,29.99,4107.094,39704.0
2016032332,19157.0,29.99,3840.094,40362.0
2016032333,19147.0,31.01,3597.068,41142.0
2016032334,19356.0,31.01,3289.068,42177.0
2016032335,19114.0,32.08,3001.738,43070.0
2016032336,19509.0,32.08,2639.738,43800.0
2016032337,19255.0,78.92,2483.597,44568.0
2016032338,19695.0,78.92,2238.597,45734.0
2016032339,20168.0,68.41,2189.8,45610.0
2016032340,19975.0,68.41,2138.8,44623.0
2016032341,20077.0,33.15,2088.43,43848.0
2016032342,19264.0,33.15,2088.43,41944.0
2016032343,19611.0,32.32,2082.951,40042.0
2016032344,18498.0,32.32,2082.951,37568.0
2016032345,17088.0,28.29,2047.9319999999998,35226.0
2016032346,14854.0,28.29,2047.9319999999998,33038.0
2016032347,13152.0,27.58,2014.4779999999998,30753.0
2016032348,11951.0,27.58,2014.4779999999998,29600.0
2016032401,11777.0,28.49,2391.6189999999997,29754.0
2016032402,12688.0,28.49,2391.6189999999997,30361.0
2016032403,12772.0,27.79,2462.995,30548.0
2016032404,12140.0,27.79,2462.995,30207.0
2016032405,12043.0,26.89,2624.663,29944.0
2016032406,12025.0,26.89,2624.663,29821.0
2016032407,11613.0,26.68,2812.2880000000005,29280.0
2016032408,10832.0,26.68,2812.2880000000005,28493.0
2016032409,10234.0,26.05,3146.0159999999996,28165.0
2016032410,9990.0,26.05,3146.0159999999996,28082.0
2016032411,9861.0,26.68,3576.492,28613.0
2016032412,10145.0,26.68,3576.492,29689.0
2016032413,11060.0,31.78,4146.294,31132.0
2016032414,12325.0,31.78,4250.294,33281.0
2016032415,13508.0,31.94,4914.347,36407.0
2016032416,15250.0,31.94,5122.347,37931.0
2016032417,15759.0,37.27,5741.4619999999995,38933.0
2016032418,16315.0,37.27,5931.4619999999995,39016.0
2016032419,16418.0,43.25,6486.7029999999995,39847.0
2016032420,16668.0,43.25,6673.7029999999995,40067.0
2016032421,16529.0,36.94,6934.145,40135.0
2016032422,16629.0,36.94,7114.145,39991.0
2016032423,16766.0,31.5,7393.396000000001,40076.0
2016032424,16459.0,31.5,7532.396000000001,40073.0
2016032425,16765.0,30.94,7592.76,40292.0
2016032426,17101.0,30.94,7607.76,40368.0
2016032427,17027.0,30.1,7449.173,38982.0
2016032428,16834.0,30.1,7326.173,38750.0
2016032429,16643.0,27.99,7115.056,38848.0
2016032430,16377.0,27.99,6944.056,38545.0
2016032431,15854.0,30.76,6703.333,38532.0
2016032432,15882.0,30.76,6526.333,39196.0
2016032433,16747.0,31.6,6237.564,40156.0
2016032434,17438.0,31.6,6055.564,41386.0
2016032435,18259.0,31.02,5702.369000000001,42367.0
2016032436,18203.0,31.02,5489.369000000001,42691.0
2016032437,17899.0,66.27,5148.648999999999,43275.0
2016032438,18487.0,66.27,5010.648999999999,43872.0
2016032439,18528.0,55.16,5196.264999999999,43504.0
2016032440,18532.0,55.16,5173.264999999999,42510.0
2016032441,18143.0,31.07,5004.023999999999,41781.0
2016032442,17336.0,31.07,5004.023999999999,40281.0
2016032443,16573.0,35.07,4820.389999999999,38436.0
2016032444,15066.0,35.07,4820.389999999999,36328.0
2016032445,14062.0,27.38,4833.007,34160.0
2016032446,12587.0,27.38,4833.007,32242.0
2016032447,11848.0,27.0,4831.205,30121.0
2016032448,10900.0,27.0,4831.205,29361.0
2016032501,10974.0,30.96,4261.528,28861.0
2016032502,10660.0,30.96,4261.528,29738.0
2016032503,11064.0,35.0,4307.782,29794.0
2016032504,10053.0,35.0,4307.782,29116.0
2016032505,9036.0,34.9,4330.1849999999995,28502.0
2016032506,8913.0,34.9,4330.1849999999995,28279.0
2016032507,8395.0,34.07,4336.308,27952.0
2016032508,7670.0,34.07,4336.308,27264.0
2016032509,7541.0,28.44,4053.1609999999996,26903.0
2016032510,7840.0,28.44,4053.1609999999996,26820.0
2016032511,8253.0,29.56,3684.7960000000003,26583.0
2016032512,8573.0,29.56,3684.7960000000003,26680.0
2016032513,9211.0,29.0,3738.114,26827.0
2016032514,9379.0,29.0,4057.114,26103.0
2016032515,9557.0,26.89,4411.916,26826.0
2016032516,9943.0,26.89,5037.916,27571.0
2016032517,10268.0,38.01,5336.866,28862.0
2016032518,10738.0,38.01,5898.866,29632.0
2016032519,10925.0,45.0,6127.170999999999,30951.0
2016032520,10319.0,45.0,6592.170999999999,31449.0
2016032521,10011.0,40.01,7189.845,29923.0
2016032522,9598.0,40.01,7557.845,29677.0
2016032523,9287.0,35.01,8192.491,29550.0
2016032524,9425.0,35.01,8420.491,29435.0
2016032525,9332.0,32.0,8904.05,27930.0
2016032526,9075.0,32.0,8852.05,27811.0
2016032527,8740.0,29.92,8997.106,27604.0
2016032528,8669.0,29.92,8655.106,27519.0
2016032529,8664.0,26.99,8721.314999999999,27533.0
2016032530,8610.0,26.99,8275.314999999999,27521.0
2016032531,8644.0,26.63,8324.322,27663.0
2016032532,8835.0,26.63,7901.322,27688.0
2016032533,9011.0,29.03,7713.976,28613.0
2016032534,10165.0,29.03,7291.976,30237.0
2016032535,11366.0,28.53,7069.255999999999,31961.0
2016032536,12025.0,28.53,6584.255999999999,33289.0
2016032537,12655.0,55.15,6502.197,34285.0
2016032538,13296.0,55.15,6172.197,36353.0
2016032539,14242.0,54.45,6522.759999999999,38226.0
2016032540,13335.0,54.45,6450.759999999999,37184.0
2016032541,13399.0,30.08,6804.3,36087.0
2016032542,12417.0,30.08,6804.3,34673.0
2016032543,11798.0,33.56,7177.353000000001,33307.0
2016032544,10661.0,33.56,7177.353000000001,31557.0
2016032545,9738.0,27.59,7402.585999999999,30062.0
2016032546,7957.0,27.59,7402.585999999999,28759.0
2016032547,7379.0,33.37,7592.915,27204.0
2016032548,6521.0,33.37,7592.915,26000.0
2016032601,6396.0,29.67,7962.92,25800.0
2016032602,6602.0,29.67,7962.92,26339.0
2016032603,6953.0,29.43,8141.521000000001,25704.0
2016032604,6493.0,29.43,8141.521000000001,24960.0
2016032605,6033.0,24.9,8293.872,24918.0
2016032606,6005.0,24.9,8293.872,24733.0
2016032607,5163.0,18.02,8453.118,24342.0
2016032608,4545.0,18.02,8453.118,23922.0
2016032609,5116.0,16.18,8551.642,23766.0
2016032610,4847.0,16.18,8551.642,23614.0
2016032611,4903.0,15.43,8683.826000000001,23678.0
2016032612,5101.0,15.43,8685.826000000001,23787.0
2016032613,5009.0,24.9,8831.43,23488.0
2016032614,4561.0,24.9,8922.43,23485.0
2016032615,5336.0,20.71,9161.972000000002,24993.0
2016032616,5663.0,20.71,9331.972000000002,26138.0
2016032617,6380.0,27.98,9476.558,28030.0
2016032618,7918.0,27.98,9626.558,29400.0
2016032619,8172.0,32.85,9748.318,30555.0
2016032620,8327.0,32.85,9869.318,30970.0
2016032621,8945.0,35.02,9917.127,31200.0
2016032622,8889.0,35.02,10003.127,31234.0
2016032623,9435.0,37.34,9929.078000000001,31145.0
2016032624,9543.0,37.34,9976.078000000001,31300.0
2016032625,9696.0,35.05,9699.113000000001,31495.0
2016032626,9455.0,35.05,9679.113000000001,31451.0
2016032627,9274.0,34.57,9427.952,31307.0
2016032628,8790.0,34.57,9341.952,30883.0
2016032629,8574.0,28.87,8998.529,30729.0
2016032630,8888.0,28.87,8886.529,30769.0
2016032631,8414.0,27.98,8608.492,30751.0
2016032632,8302.0,27.98,8507.492,30738.0
2016032633,8799.0,33.06,8420.627,31272.0
2016032634,9302.0,33.06,8320.627,32480.0
2016032635,10134.0,32.07,8224.479000000001,33671.0
2016032636,10950.0,32.07,8093.479000000001,34628.0
2016032637,10999.0,59.96,8026.9130000000005,35697.0
2016032638,11291.0,59.96,7929.9130000000005,36961.0
2016032639,11577.0,55.19,8397.484,37230.0
2016032640,11118.0,55.19,8373.484,35176.0
2016032641,10956.0,29.91,8471.182,34495.0
2016032642,10416.0,29.91,8471.182,33337.0
2016032643,10455.0,34.1,8572.61,32101.0
2016032644,9135.0,34.1,8572.61,30641.0
2016032645,7759.0,30.08,8575.162,29319.0
2016032646,6730.0,30.08,8575.162,28210.0
2016032647,6257.0,32.64,8503.963,26357.0
2016032648,5590.0,32.64,8503.963,25382.0
2016032701,6163.0,28.65,9097.426,25565.0
2016032702,7119.0,28.65,9097.426,26076.0
2016032705,7603.0,26.52,8721.082000000002,25878.0
2016032706,7389.0,26.52,8721.082000000002,25595.0
2016032707,6399.0,19.95,8455.553,25122.0
2016032708,6251.0,19.95,8455.553,24480.0
2016032709,5987.0,19.96,8384.297999999999,24167.0
2016032710,5605.0,19.96,8384.297999999999,23843.0
2016032711,5621.0,15.0,8335.108,23839.0
2016032712,5937.0,15.0,8343.108,23409.0
2016032713,6216.0,15.27,8264.624,23784.0
2016032714,6657.0,15.27,8827.624,23664.0
2016032715,5499.0,10.0,8986.976,23056.0
2016032716,5438.0,10.0,10029.976,23600.0
2016032717,5744.0,13.48,10156.536,24758.0
2016032718,5848.0,13.48,11080.536,25765.0
2016032719,6146.0,25.56,11231.189999999999,26800.0
2016032720,6365.0,25.56,11843.189999999999,27302.0
2016032721,6457.0,30.89,11791.595000000001,27791.0
2016032722,6205.0,30.89,12122.595000000001,28173.0
2016032723,6367.0,31.05,12175.489,28400.0
2016032724,6687.0,31.05,12257.489,28419.0
2016032725,6712.0,35.3,12276.667000000001,28132.0
2016032726,6394.0,35.3,12269.667000000001,27109.0
2016032727,5652.0,30.6,12243.037,26709.0
2016032728,5695.0,30.6,12145.037,26311.0
2016032729,5616.0,26.06,12099.968,26260.0
2016032730,5500.0,26.06,11766.968,26241.0
2016032731,5797.0,27.73,11720.748,26749.0
2016032732,6303.0,27.73,11135.748,27311.0
2016032733,6836.0,31.19,10926.361,28141.0
2016032734,7328.0,31.19,10118.361,28766.0
2016032735,8283.0,27.54,9988.341999999999,30791.0
2016032736,8434.0,27.54,9111.341999999999,30852.0
2016032737,8594.0,33.07,8885.467,31367.0
2016032738,9930.0,33.07,8236.467,32442.0
2016032739,11072.0,50.0,8033.114,33742.0
2016032740,10588.0,50.0,7827.114,33348.0
2016032741,10082.0,56.57,7676.037,32712.0
2016032742,9730.0,56.57,7676.037,31485.0
2016032743,9607.0,38.69,7489.838,30899.0
2016032744,8800.0,38.69,7489.838,29509.0
2016032745,8495.0,34.0,7239.2970000000005,28085.0
2016032746,7546.0,34.0,7239.2970000000005,26858.0
2016032801,6863.0,26.0,6937.612000000001,26254.0
2016032802,7272.0,26.0,6937.612000000001,25900.0
2016032803,7381.0,28.0,5408.275,25030.0
2016032804,8313.0,28.0,5408.275,25556.0
2016032805,8990.0,27.87,5008.577,25398.0
2016032806,8669.0,27.87,5008.577,25350.0
2016032807,8734.0,31.15,4599.134,24977.0
2016032808,8578.0,31.15,4599.134,24806.0
2016032809,8290.0,33.0,4091.884,24735.0
2016032810,7978.0,33.0,4091.884,24197.0
2016032811,8466.0,50.05,3775.2960000000003,23830.0
2016032812,8946.0,50.05,3775.2960000000003,24266.0
2016032813,9553.0,30.51,3687.1470000000004,25012.0
2016032814,9589.0,30.51,3690.1470000000004,25613.0
2016032815,9943.0,19.02,3704.593,26161.0
2016032816,10786.0,19.02,3969.593,27220.0
2016032817,10248.0,25.95,4238.387,27479.0
2016032818,11040.0,25.95,4743.387,28416.0
2016032819,10803.0,31.5,4960.202,30055.0
2016032820,11141.0,31.5,5412.202,31491.0
2016032821,11552.0,42.6,5732.787,32670.0
2016032822,11388.0,42.6,6195.786999999999,33048.0
2016032823,10941.0,35.0,6524.23,33297.0
2016032824,10312.0,35.0,7025.23,33236.0
2016032825,10106.0,36.01,7502.32,30368.0
2016032826,10473.0,36.01,7914.32,30408.0
2016032827,9583.0,27.98,8230.359,30342.0
2016032828,8571.0,27.98,8538.359,29819.0
2016032829,8594.0,25.6,8812.375,29816.0
2016032830,8296.0,25.6,8959.375,29528.0
2016032831,8220.0,25.56,9196.987000000001,29359.0
2016032832,8297.0,25.56,9094.987000000001,29135.0
2016032833,8612.0,26.64,9328.405,29662.0
2016032834,9402.0,26.64,8869.405,30618.0
2016032835,10789.0,26.54,8640.878999999999,31514.0
2016032836,11759.0,26.54,7857.878999999999,32217.0
2016032837,12851.0,34.86,7605.652,33333.0
2016032838,13084.0,34.86,6749.652,33540.0
2016032839,13871.0,50.01,6460.1759999999995,33925.0
2016032840,13776.0,50.01,5813.1759999999995,34994.0
2016032841,15010.0,62.95,5796.763999999999,36817.0
2016032842,15113.0,62.95,5587.763999999999,36071.0
2016032843,14954.0,47.3,5284.673,35084.0
2016032844,14181.0,47.3,5284.673,33190.0
2016032845,12769.0,32.59,4983.1539999999995,31752.0
2016032846,10809.0,32.59,4983.1539999999995,29968.0
2016032847,9648.0,32.0,4780.218,27815.0
2016032848,8394.0,32.0,4780.218,26822.0
2016032901,7708.0,22.66,4586.591,26620.0
2016032902,7242.0,22.66,4586.591,26058.0
2016032903,7485.0,28.9,5181.187,26452.0
2016032904,8235.0,28.9,5181.187,26998.0
2016032905,8838.0,28.01,4986.38,27202.0
2016032906,8615.0,28.01,4986.38,26930.0
2016032907,8933.0,27.95,4811.898999999999,26891.0
2016032908,8591.0,27.95,4811.898999999999,26736.0
2016032909,8684.0,26.1,4648.575,26556.0
2016032910,8534.0,26.1,4648.575,26494.0
2016032911,8533.0,28.95,4547.263,26778.0
2016032912,9187.0,28.95,4547.263,27290.0
2016032913,9266.0,30.0,4344.48,28751.0
2016032914,11601.0,30.0,4360.48,30822.0
2016032915,13653.0,32.2,4262.992,33496.0
2016032916,15414.0,32.2,4931.992,35025.0
2016032917,16675.0,38.43,4946.778,36444.0
2016032918,17127.0,38.43,6143.778,36800.0
2016032919,17346.0,45.0,6202.597,37100.0
2016032920,17172.0,45.0,7234.597,36929.0
2016032921,17044.0,43.0,7283.592000000001,36489.0
2016032922,16477.0,43.0,8031.592000000001,36048.0
2016032923,16152.0,37.0,7960.675000000001,35694.0
2016032924,16323.0,37.0,8521.675000000001,35153.0
2016032925,16356.0,34.9,8509.367999999999,34908.0
2016032926,16278.0,34.9,8815.367999999999,34715.0
2016032927,15435.0,28.5,8795.323,34139.0
2016032928,15800.0,28.5,8721.323,34613.0
2016032929,15375.0,28.56,8684.254,34512.0
2016032930,16223.0,28.56,8213.254,34435.0
2016032931,16425.0,28.53,8136.151,34506.0
2016032932,16447.0,28.53,7454.151,34835.0
2016032933,17401.0,35.0,7354.943,35441.0
2016032934,18164.0,35.0,6628.943,37990.0
2016032935,18155.0,37.01,6488.849,38849.0
2016032936,17996.0,37.01,5699.849,39516.0
2016032937,18168.0,43.43,5499.938,39639.0
2016032938,18210.0,43.43,4589.938,39438.0
2016032939,17913.0,64.92,4415.093,39512.0
2016032940,18178.0,64.92,3734.093,40034.0
2016032941,17614.0,65.0,3667.0690000000004,41447.0
2016032942,17505.0,65.0,3471.0690000000004,41103.0
2016032943,17541.0,34.42,3525.642,39602.0
2016032944,17336.0,34.42,3525.642,37413.0
2016032945,16654.0,29.05,3599.8959999999997,35055.0
2016032946,15302.0,29.05,3599.8959999999997,32649.0
2016032947,14183.0,27.17,3567.125,30324.0
2016032948,12075.0,27.17,3567.125,29216.0
2016033001,11575.0,22.9,3524.916,28437.0
2016033002,11311.0,22.9,3524.916,28416.0
2016033003,11452.0,26.91,3316.865,29040.0
2016033004,12267.0,26.91,3316.865,29595.0
2016033005,12638.0,26.92,3205.043,29398.0
2016033006,12388.0,26.92,3205.043,29176.0
2016033007,11982.0,25.48,3155.332,28934.0
2016033008,11395.0,25.48,3155.332,28710.0
2016033009,11324.0,24.82,3149.1040000000003,28509.0
2016033010,10979.0,24.82,3149.1040000000003,28401.0
2016033011,11182.0,25.95,3124.33,28424.0
2016033012,11515.0,25.95,3124.33,29056.0
2016033013,12609.0,29.85,3078.309,30813.0
2016033014,13379.0,29.85,3103.309,32574.0
2016033015,14591.0,31.98,3005.672,35561.0
2016033016,16347.0,31.98,3751.6720000000005,37252.0
2016033017,17440.0,43.3,3578.147,38215.0
2016033018,18097.0,43.3,4871.147,38241.0
2016033019,17883.0,44.91,4735.592000000001,38398.0
2016033020,17425.0,44.91,5809.592000000001,37785.0
2016033021,17153.0,32.17,5684.481,37201.0
2016033022,16675.0,32.17,6500.481,36912.0
2016033023,16772.0,29.0,6356.022,36725.0
2016033024,16697.0,29.0,6962.022,36715.0
2016033025,16976.0,27.08,6864.683999999999,36595.0
2016033026,17256.0,27.08,7197.683999999999,36545.0
2016033027,17134.0,26.82,7122.405999999999,36293.0
2016033028,16745.0,26.82,7112.405999999999,35973.0
2016033029,16330.0,26.82,7083.499,35888.0
2016033030,15928.0,26.82,6695.499,35761.0
2016033031,15714.0,26.99,6642.3240000000005,36045.0
2016033032,15527.0,26.99,5999.3240000000005,36834.0
2016033033,15732.0,36.17,5979.2570000000005,37759.0
2016033034,16179.0,36.17,5187.2570000000005,38905.0
2016033035,16637.0,37.1,4990.183,39935.0
2016033036,16784.0,37.1,4035.183,40441.0
2016033037,16780.0,39.03,3876.716,40448.0
2016033038,16332.0,39.03,2816.7160000000003,40661.0
2016033039,16800.0,60.18,2663.379,40556.0
2016033040,17933.0,60.18,1866.379,41037.0
2016033041,18374.0,69.12,1744.843,41413.0
2016033042,18601.0,69.12,1496.843,40475.0
2016033043,18563.0,37.09,1394.144,39444.0
2016033044,17634.0,37.09,1394.144,37495.0
2016033045,16149.0,29.09,1310.417,35556.0
2016033046,14901.0,29.09,1310.417,33373.0
2016033047,14279.0,26.0,1191.403,31099.0
2016033048,13198.0,26.0,1191.403,29352.0
2016033101,12452.0,26.08,1101.093,28664.0
2016033102,12715.0,26.08,1101.093,28665.0
2016033103,12671.0,27.29,791.3199999999999,28997.0
2016033104,13703.0,27.29,791.3199999999999,29895.0
2016033105,14197.0,27.48,769.672,29983.0
2016033106,14292.0,27.48,769.672,29659.0
2016033107,13664.0,26.92,752.176,29172.0
2016033108,13440.0,26.92,752.176,28956.0
2016033109,13318.0,25.53,754.576,28834.0
2016033110,13299.0,25.53,754.576,28649.0
2016033111,13536.0,27.09,774.311,29261.0
2016033112,14035.0,27.09,774.311,29983.0
2016033113,14485.0,32.09,836.066,31617.0
2016033114,15589.0,32.09,851.066,33121.0
2016033115,16744.0,33.0,1309.3129999999999,35958.0
2016033116,18295.0,33.0,1705.3129999999999,37452.0
2016033117,18755.0,46.09,2433.17,38604.0
2016033118,18452.0,46.09,3106.17,38347.0
2016033119,18393.0,49.92,3731.258,38182.0
2016033120,18386.0,49.92,4269.258,37605.0
2016033121,17696.0,34.3,4831.513,37343.0
2016033122,16990.0,34.3,5285.513,37075.0
2016033123,16980.0,27.05,5702.161,36847.0
2016033124,16826.0,27.05,6073.161,36794.0
2016033125,16715.0,26.68,6383.603,36941.0
2016033126,16570.0,26.68,6620.603,36337.0
2016033127,15991.0,26.68,6754.0160000000005,35895.0
2016033128,15610.0,26.68,6792.0160000000005,35386.0
2016033129,15325.0,26.58,6678.026000000001,34995.0
2016033130,14882.0,26.58,6484.026000000001,34524.0
2016033131,14848.0,26.87,6229.933,34640.0
2016033132,14985.0,26.87,5887.933,34831.0
2016033133,15560.0,34.7,5530.1720000000005,35480.0
2016033134,16069.0,34.7,5078.1720000000005,36464.0
2016033135,16648.0,38.08,4457.371,37459.0
2016033136,16747.0,38.08,3902.371,38054.0
2016033137,17104.0,43.1,3266.8999999999996,38743.0
2016033138,17138.0,43.1,2682.8999999999996,39076.0
2016033139,17502.0,64.95,2195.6009999999997,39570.0
2016033140,17162.0,64.95,1750.6009999999999,40574.0
2016033141,18654.0,70.0,1650.974,41828.0
2016033142,18261.0,70.0,1496.974,40589.0
2016033143,19139.0,32.42,1470.648,39374.0
2016033144,18084.0,32.42,1470.648,37339.0
2016033145,17337.0,27.74,1472.8400000000001,35388.0
2016033146,15909.0,27.74,1472.8400000000001,33015.0
2016033147,14519.0,29.55,1595.9099999999999,31081.0
2016033148,13636.0,29.55,1595.9099999999999,30106.0
2016040101,13080.0,28.4,1793.8669999999997,28913.0
2016040102,12600.0,28.4,1793.8669999999997,28391.0
2016040103,12804.0,27.99,2117.206,28794.0
2016040104,13485.0,27.99,2117.206,29408.0
2016040105,13584.0,26.98,2410.5099999999998,29585.0
2016040106,12664.0,26.98,2410.5099999999998,29210.0
2016040107,12020.0,26.4,2707.1499999999996,28938.0
2016040108,11468.0,26.4,2707.1499999999996,28887.0
2016040109,10808.0,24.78,3008.1859999999997,28830.0
2016040110,10646.0,24.78,3008.1859999999997,28762.0
2016040111,10639.0,24.96,3391.856,29228.0
2016040112,11143.0,24.96,3391.856,30104.0
2016040113,12426.0,29.99,3920.4080000000004,30939.0
2016040114,12799.0,29.99,3944.4080000000004,32306.0
2016040115,13554.0,34.01,4832.781,34819.0
2016040116,15322.0,34.01,5188.781,36365.0
2016040117,16571.0,51.47,6390.668,37712.0
2016040118,16515.0,51.47,6962.668,38000.0
2016040119,16402.0,51.96,7963.029,37500.0
2016040120,16257.0,51.96,8404.028999999999,37039.0
2016040121,16021.0,39.08,9355.766,36368.0
2016040122,15564.0,39.08,9755.766,35700.0
2016040123,15643.0,32.37,10458.914,35406.0
2016040124,15701.0,32.37,10795.914,34984.0
2016040125,15354.0,27.64,11330.423999999999,34617.0
2016040126,15051.0,27.64,11557.423999999999,34003.0
2016040127,14475.0,26.77,11707.582,33588.0
2016040128,13821.0,26.77,11707.582,33820.0
2016040129,13631.0,26.28,11560.868999999999,33689.0
2016040130,13619.0,26.28,11307.868999999999,33665.0
2016040131,13559.0,25.72,10971.653999999999,33765.0
2016040132,13408.0,25.72,10611.653999999999,33925.0
2016040133,13390.0,26.97,10192.346,34198.0
2016040134,14302.0,26.97,9773.346,35022.0
2016040135,15325.0,29.99,9263.813999999998,36054.0
2016040136,15524.0,29.99,8799.813999999998,36415.0
2016040137,15472.0,33.14,8350.021,36557.0
2016040138,15713.0,33.14,7894.021000000001,36451.0
2016040139,15714.0,38.96,7550.289000000001,36300.0
2016040140,15753.0,38.96,7234.289000000001,36847.0
2016040141,16380.0,41.98,7046.897,38504.0
2016040142,15789.0,41.98,6953.897,38159.0
2016040143,15007.0,31.98,6951.125999999999,36499.0
2016040144,13668.0,31.98,6951.125999999999,34568.0
2016040145,12702.0,26.69,6819.61,32745.0
2016040146,11866.0,26.69,6819.61,30898.0
2016040147,10295.0,32.92,6500.188,28954.0
2016040148,8929.0,32.92,6500.188,27316.0
2016040201,8509.0,25.33,6100.764999999999,26517.0
2016040202,8881.0,25.33,6100.764999999999,26373.0
2016040203,8579.0,25.93,4994.723,26527.0
2016040204,9266.0,25.93,4994.723,26624.0
2016040205,9593.0,25.15,4356.706999999999,26594.0
2016040206,9662.0,25.15,4356.706999999999,26332.0
2016040207,9741.0,24.96,3628.929,25949.0
2016040208,9617.0,24.96,3628.929,26000.0
2016040209,9574.0,24.99,2977.517,25663.0
2016040210,9472.0,24.99,2977.517,25624.0
2016040211,9560.0,25.59,2495.937,25316.0
2016040212,9884.0,25.59,2495.937,25820.0
2016040213,10027.0,26.23,2236.249,26042.0
2016040214,10785.0,26.23,2259.249,26510.0
2016040215,11544.0,28.96,2404.956,27949.0
2016040216,12969.0,28.96,2748.956,29226.0
2016040217,13694.0,38.46,3210.316,30750.0
2016040218,14637.0,38.46,3766.316,31614.0
2016040219,14999.0,44.97,4140.628,32730.0
2016040220,15076.0,44.97,4568.628,33215.0
2016040221,14966.0,40.01,5094.151,32772.0
2016040222,14759.0,40.01,5525.151,31852.0
2016040223,15019.0,36.0,5846.0470000000005,31284.0
2016040224,14772.0,36.0,6279.0470000000005,30867.0
2016040225,14086.0,27.0,6624.706,30384.0
2016040226,13934.0,27.0,6968.706,29599.0
2016040227,13859.0,26.44,7069.59,29454.0
2016040228,12948.0,26.44,7147.59,28498.0
2016040229,12402.0,25.19,6848.832,27990.0
2016040230,12112.0,25.19,6626.832,27556.0
2016040231,12249.0,25.2,6242.949,27561.0
2016040232,12592.0,25.2,5888.949,27506.0
2016040233,13083.0,26.89,5422.869,27888.0
2016040234,14203.0,26.89,4933.869,28835.0
2016040235,14826.0,34.0,4494.817,30191.0
2016040236,15665.0,34.0,3905.817,31030.0
2016040237,15800.0,38.15,3660.7380000000003,32685.0
2016040238,16188.0,38.15,3124.7380000000003,33280.0
2016040239,16363.0,52.9,3138.565,33339.0
2016040240,16171.0,52.9,2788.565,33848.0
2016040241,16238.0,55.0,2826.974,35500.0
2016040242,15313.0,55.0,2726.974,35375.0
2016040243,15579.0,34.01,2887.9980000000005,34335.0
2016040244,15055.0,34.01,2887.9980000000005,33084.0
2016040245,14574.0,29.08,3093.06,31532.0
2016040246,13593.0,29.08,3093.06,29980.0
2016040247,12136.0,27.84,3112.4179999999997,28161.0
2016040248,11184.0,27.84,3112.4179999999997,26600.0
2016040301,10441.0,26.41,3144.248,24798.0
2016040302,10083.0,26.41,3144.248,25120.0
2016040303,10329.0,25.98,2604.995,25450.0
2016040304,11039.0,25.98,2604.995,26097.0
2016040305,11455.0,25.33,2595.913,26118.0
2016040306,11039.0,25.33,2595.913,25671.0
2016040307,10677.0,24.45,2532.687,26003.0
2016040308,10505.0,24.45,2532.687,25588.0
2016040309,10040.0,22.94,2410.291,25857.0
2016040310,9951.0,22.94,2410.291,25695.0
2016040311,9804.0,23.42,2369.026,25673.0
2016040312,9810.0,23.42,2369.026,25796.0
2016040313,9951.0,24.69,2373.7129999999997,25787.0
2016040314,10220.0,24.69,2391.7129999999997,26032.0
2016040315,10551.0,25.43,2672.9809999999998,26554.0
2016040316,11182.0,25.43,2933.9809999999998,26248.0
2016040317,12022.0,23.95,3517.318,27225.0
2016040318,12724.0,23.95,3955.318,28000.0
2016040319,12782.0,26.3,4469.627,29172.0
